,Unnamed: 0,FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIMARY_LAT_DMS,PRIM_LONG_DMS,PRIM_LAT_DEC,PRIM_LONG_DEC,SOURCE_LAT_DMS,SOURCE_LONG_DMS,SOURCE_LAT_DEC,SOURCE_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED
59462,2008443,2412201,City of Weed,Civil,CA,6,Siskiyou,93.0,412446N,1222254W,41.4128235,-122.3815766,,,,,1081.0,3547.0,Weed,03/11/2008,07/14/2018
59463,2008444,2412202,City of Weimar,Civil,TX,48,Colorado,89.0,294200N,0964638W,29.700054700000006,-96.7773491,,,,,122.0,400.0,Weimar,03/11/2008,07/14/2018
59464,2008445,2412203,City of Weinert,Civil,TX,48,Haskell,207.0,331924N,0994025W,33.3234005,-99.6736736,,,,,465.0,1526.0,Weinert,03/11/2008,07/14/2018
59465,2008446,2412204,City of Weippe,Civil,ID,16,Clearwater,35.0,462243N,1155622W,46.3787329,-115.9393498,,,,,924.0,3031.0,Weippe North,03/11/2008,07/13/2018
59466,2008447,2412205,City of Weir,Civil,TX,48,Williamson,491.0,304033N,0973534W,30.6758739,-97.5928352,,,,,204.0,669.0,Weir,03/11/2008,07/14/2018
59467,2008448,2412206,City of Weiser,Civil,ID,16,Washington,87.0,441517N,1165808W,44.25474000000001,-116.9687731,,,,,655.0,2149.0,Weiser North,03/11/2008,07/13/2018
59468,2008449,2412207,City of Wellington,Civil,TX,48,Collingsworth,87.0,345114N,1001251W,34.8538019,-100.2140917,,,,,619.0,2031.0,Wellington,03/11/2008,07/14/2018
59469,2008450,2412208,City of Wellington,Civil,UT,49,Carbon,7.0,393209N,1104404W,39.535856,-110.7343737,,,,,1643.0,5390.0,Wellington,03/11/2008,07/14/2018
59470,2008451,2412209,City of Wellman,Civil,TX,48,Terry,445.0,330249N,1022539W,33.0469791,-102.4274366,,,,,1020.0,3346.0,Wellman,03/11/2008,07/14/2018
59471,2008452,2412210,City of Wells,Civil,NV,32,Elko,7.0,410647N,1145713W,41.1131545,-114.953536,,,,,1717.0,5633.0,Wells,03/11/2008,07/14/2018
59472,2008453,2412211,City of Wellsville,Civil,UT,49,Cache,5.0,413720N,1115635W,41.6223284,-111.9429286,,,,,1400.0,4593.0,Mount Pisgah,03/11/2008,07/14/2018
59473,2008454,2412212,City of Wenatchee,Civil,WA,53,Chelan,7.0,472602N,1201943W,47.433914,-120.3285023,,,,,218.0,715.0,Wenatchee,03/11/2008,07/14/2018
59474,2008455,2412213,City of Wendell,Civil,ID,16,Gooding,47.0,424628N,1144209W,42.7744946,-114.7025791,,,,,1047.0,3435.0,Wendell,03/11/2008,07/13/2018
59475,2008456,2412214,City of Wendover,Civil,UT,49,Tooele,45.0,404327N,1140130W,40.7240295,-114.0250988,,,,,1289.0,4229.0,Wendover,03/11/2008,07/14/2018
59476,2008457,2412215,City of Weslaco,Civil,TX,48,Hidalgo,215.0,261001N,0975909W,26.1668363,-97.985965,,,,,23.0,75.0,Mercedes,03/11/2008,07/14/2018
59477,2008458,2412216,City of West,Civil,TX,48,McLennan,309.0,314812N,0970539W,31.803267100000006,-97.0941644,,,,,198.0,650.0,West,03/11/2008,07/13/2018
59478,2008459,2412217,City of West Bountiful,Civil,UT,49,Davis,11.0,405354N,1115429W,40.8982769,-111.9079904,,,,,1290.0,4232.0,Farmington,03/11/2008,07/14/2018
59479,2008460,2412218,City of West Columbia,Civil,TX,48,Brazoria,39.0,290832N,0953856W,29.1422027,-95.6489621,,,,,11.0,36.0,West Columbia,03/11/2008,07/14/2018
59480,2008461,2412219,City of West Covina,Civil,CA,6,Los Angeles,37.0,340320N,1175441W,34.0554415,-117.9112821,,,,,135.0,443.0,Baldwin Park,03/11/2008,07/14/2018
59481,2008462,2412220,City of West Haven,Civil,UT,49,Weber,57.0,411230N,1120314W,41.2082005,-112.0537673,,,,,1301.0,4268.0,Roy,03/11/2008,07/14/2018
59482,2008463,2412221,City of West Hollywood,Civil,CA,6,Los Angeles,37.0,340518N,1182219W,34.088267,-118.3718289,,,,,69.0,226.0,Hollywood,03/11/2008,07/13/2018
59483,2008464,2412222,City of West Jordan,Civil,UT,49,Salt Lake,35.0,403609N,1120003W,40.60244270000001,-112.0007598,,,,,1422.0,4665.0,Copperton,03/11/2008,07/14/2018
59484,2008465,2412223,City of West Lake Hills,Civil,TX,48,Travis,453.0,301731N,0974830W,30.2919848,-97.8084615,,,,,258.0,846.0,Austin West,03/11/2008,07/14/2018
59485,2008466,2412224,City of West Linn,Civil,OR,41,Clackamas,5.0,452201N,1223823W,45.3669489,-122.6398559,,,,,207.0,679.0,Canby,03/11/2008,07/13/2018
59486,2008467,2412225,City of West Orange,Civil,TX,48,Orange,361.0,300445N,0934535W,30.0791466,-93.7598532,,,,,2.0,7.0,Orangefield,03/11/2008,07/14/2018
59487,2008468,2412226,City of West Point,Civil,UT,49,Davis,11.0,410719N,1120558W,41.1220607,-112.0994996,,,,,1306.0,4285.0,Clearfield,03/11/2008,07/14/2018
59488,2008469,2412227,City of West Richland,Civil,WA,53,Benton,5.0,461841N,1192359W,46.3114854,-119.3997518,,,,,134.0,440.0,Benton City,03/11/2008,07/13/2018
59489,2008470,2412228,City of West Sacramento,Civil,CA,6,Yolo,113.0,383320N,1213302W,38.5555896,-121.5504354,,,,,5.0,16.0,Sacramento West,03/11/2008,07/14/2018
59490,2008471,2412229,City of West Tawakoni,Civil,TX,48,Hunt,231.0,325323N,0960120W,32.8897404,-96.0221955,,,,,139.0,456.0,West Tawakoni,03/11/2008,07/14/2018
59491,2008472,2412230,City of West University Place,Civil,TX,48,Harris,201.0,294257N,0952556W,29.7156987,-95.4321245,,,,,15.0,49.0,Bellaire,03/11/2008,07/14/2018
59492,2008473,2412231,City of West Valley City,Civil,UT,49,Salt Lake,35.0,404120N,1120041W,40.6888904,-112.0114577,,,,,1324.0,4344.0,Magna,03/11/2008,07/14/2018
59493,2008474,2412232,City of West Wendover,Civil,NV,32,Elko,7.0,404426N,1140442W,40.740693,-114.0783635,,,,,1380.0,4528.0,Wendover,03/11/2008,07/14/2018
59494,2008475,2412233,City of Westbrook,Civil,TX,48,Mitchell,335.0,322125N,1010048W,32.3570727,-101.0132586,,,,,661.0,2169.0,Westbrook,03/11/2008,07/14/2018
59495,2008476,2412234,City of Westfir,Civil,OR,41,Lane,39.0,434529N,1223034W,43.7579216,-122.5093556,,,,,326.0,1070.0,Westfir West,03/11/2008,07/14/2018
59496,2008477,2412235,City of Westlake Village,Civil,CA,6,Los Angeles,37.0,340813N,1184919W,34.136901200000004,-118.8220457,,,,,272.0,892.0,Thousand Oaks,03/11/2008,10/11/2018
59497,2008478,2412236,City of Westminster,Civil,CA,6,Orange,59.0,334508N,1175938W,33.7522879,-117.9938781,,,,,11.0,36.0,Anaheim,03/11/2008,07/14/2018
59498,2008479,2412237,City of Westminster,Civil,CO,8,Jefferson,59.0,395301N,1050346W,39.8837219,-105.0626914,,,,,1622.0,5321.0,Lafayette,03/11/2008,07/14/2018
59499,2008480,2412238,City of Westminster (historical),Civil,TX,48,Collin,85.0,332129N,0962732W,33.358167,-96.4588416,,,,,216.0,709.0,Blue Ridge,03/11/2008,
59500,2008481,2412239,City of Westmorland,Civil,CA,6,Imperial,25.0,330220N,1153720W,33.0389221,-115.6223136,,,,,-50.0,-164.0,Westmorland East,03/11/2008,07/14/2018
59501,2008482,2412240,City of Weston,Civil,ID,16,Franklin,41.0,420213N,1115842W,42.03686370000001,-111.9783518,,,,,1445.0,4741.0,Weston,03/11/2008,07/14/2018
59502,2008483,2412241,City of Weston,Civil,OR,41,Umatilla,59.0,454859N,1182533W,45.8164545,-118.4258689,,,,,556.0,1824.0,Athena,03/11/2008,07/14/2018
59503,2008484,2412242,City of Weston,Civil,TX,48,Collin,85.0,331950N,0964004W,33.3306805,-96.6676408,,,,,216.0,709.0,Weston,03/11/2008,07/14/2018
59504,2008485,2412243,City of Westport,Civil,WA,53,Grays Harbor,27.0,465340N,1240703W,46.8944027,-124.1174828,,,,,4.0,13.0,Westport,03/11/2008,07/14/2018
59505,2008486,2412244,City of Westworth Village,Civil,TX,48,Tarrant,439.0,324535N,0972526W,32.7598586,-97.4238186,,,,,183.0,600.0,Lake Worth,03/11/2008,07/14/2018
59506,2008487,2412245,City of Wetumka,Civil,OK,40,Hughes,63.0,351427N,0961420W,35.2409094,-96.23899509999998,,,,,232.0,761.0,Wetumka,03/11/2008,07/14/2018
59507,2008488,2412246,City of Wewoka,Civil,OK,40,Seminole,133.0,350839N,0962948W,35.1441291,-96.4966859,,,,,266.0,873.0,Wewoka East,03/11/2008,07/14/2018
59508,2008489,2412247,City of Wharton,Civil,TX,48,Wharton,481.0,291849N,0960616W,29.313678000000003,-96.1044044,,,,,32.0,105.0,Wharton,03/11/2008,07/13/2018
59509,2008490,2412248,City of Wheat Ridge,Civil,CO,8,Jefferson,59.0,394622N,1050611W,39.7727599,-105.1030366,,,,,1630.0,5348.0,Arvada,03/11/2008,07/13/2018
59510,2008491,2412249,City of Wheatland,Civil,CA,6,Yuba,115.0,390143N,1212324W,39.02874620000001,-121.3900078,,,,,31.0,102.0,Wheatland,03/11/2008,07/14/2018
59511,2008492,2412250,City of Wheeler,Civil,OR,41,Tillamook,57.0,454114N,1235314W,45.6872654,-123.8871684,,,,,16.0,52.0,Nehalem,03/11/2008,07/14/2018
59512,2008493,2412251,City of Wheeler,Civil,TX,48,Wheeler,483.0,352628N,1001631W,35.44111489999999,-100.2752282,,,,,769.0,2523.0,Wheeler,03/11/2008,07/14/2018
59513,2008494,2412252,City of White Bird,Civil,ID,16,Idaho,49.0,454546N,1161801W,45.76268,-116.3003504,,,,,485.0,1591.0,White Bird,03/11/2008,07/14/2018
59514,2008495,2412253,City of White Oak,Civil,TX,48,Gregg,183.0,323153N,0945123W,32.5312877,-94.8563784,,,,,109.0,358.0,White Oak,03/11/2008,07/13/2018
59515,2008496,2412254,City of White Salmon,Civil,WA,53,Klickitat,39.0,454342N,1212907W,45.7282239,-121.4853682,,,,,193.0,633.0,White Salmon,03/11/2008,07/14/2018
59516,2008497,2412255,City of White Settlement,Civil,TX,48,Tarrant,439.0,324519N,0972738W,32.755399,-97.46052009999998,,,,,209.0,686.0,Lake Worth,03/11/2008,07/14/2018
59517,2008498,2412256,City of White Sulphur Springs,Civil,MT,30,Meagher,59.0,463243N,1105414W,46.54528320000001,-110.9038959,,,,,1542.0,5059.0,White Sulphur Springs,03/11/2008,07/14/2018
59518,2008499,2412257,City of Whitefish,Civil,MT,30,Flathead,29.0,482600N,1142134W,48.4332885,-114.3593548,,,,,914.0,2999.0,Whitefish,03/11/2008,07/14/2018
59519,2008500,2412258,City of Whitehouse,Civil,TX,48,Smith,423.0,321320N,0951319W,32.2222951,-95.2218366,,,,,133.0,436.0,Troup West,03/11/2008,07/13/2018
59520,2008501,2412259,City of Whitesboro,Civil,TX,48,Grayson,181.0,333941N,0965408W,33.6612992,-96.9022195,,,,,238.0,781.0,Whitesboro,03/11/2008,07/14/2018
59521,2008502,2412260,City of Whittier,Civil,CA,6,Los Angeles,37.0,335804N,1180108W,33.9678271,-118.0187982,,,,,110.0,361.0,Whittier,03/11/2008,07/14/2018
59522,2008503,2412261,City of Wichita Falls,Civil,TX,48,Wichita,485.0,335426N,0983146W,33.9072683,-98.5293211,,,,,291.0,955.0,Wichita Falls West,03/11/2008,07/14/2018
59523,2008504,2412262,City of Wilburton,Civil,OK,40,Latimer,77.0,345506N,0951817W,34.9183456,-95.3047039,,,,,198.0,650.0,Wilburton,03/11/2008,07/13/2018
59524,2008505,2412263,City of Wilder,Civil,ID,16,Canyon,27.0,434041N,1165425W,43.6781095,-116.9069986,,,,,739.0,2425.0,Wilder,03/11/2008,07/14/2018
59525,2008506,2412264,City of Willamina,Civil,OR,41,Yamhill,71.0,450443N,1232904W,45.078732,-123.4843726,,,,,70.0,230.0,Sheridan,03/11/2008,07/14/2018
59526,2008507,2412265,City of Willard,Civil,UT,49,Box Elder,3.0,412452N,1120241W,41.4145732,-112.0446506,,,,,1307.0,4288.0,Willard,03/11/2008,07/14/2018
59527,2008508,2412266,City of Willcox,Civil,AZ,4,Cochise,3.0,321505N,1095009W,32.2515052,-109.83588290000002,,,,,1270.0,4167.0,Willcox North,03/11/2008,07/14/2018
59528,2008509,2412267,City of Williams,Civil,AZ,4,Coconino,5.0,351451N,1121100W,35.24761420000001,-112.1832868,,,,,2108.0,6916.0,Williams South,03/11/2008,07/14/2018
59529,2008510,2412268,City of Williams,Civil,CA,6,Colusa,11.0,390855N,1220814W,39.1486795,-122.1372538,,,,,25.0,82.0,Williams,03/11/2008,07/14/2018
59530,2008511,2412269,City of Willis,Civil,TX,48,Montgomery,339.0,302553N,0952859W,30.431418,-95.4831731,,,,,113.0,371.0,Willis,03/11/2008,07/14/2018
59531,2008512,2412270,City of Willits,Civil,CA,6,Mendocino,45.0,392417N,1232058W,39.4047845,-123.3494065,,,,,416.0,1365.0,Willits,03/11/2008,07/13/2018
59532,2008513,2412271,City of Willow Park,Civil,TX,48,Parker,367.0,324517N,0973900W,32.75482589999999,-97.6499569,,,,,285.0,935.0,Lake Weatherford,03/11/2008,07/14/2018
59533,2008514,2412272,City of Willows,Civil,CA,6,Glenn,21.0,393053N,1221157W,39.5147028,-122.1991446,,,,,40.0,131.0,Willows,03/11/2008,07/13/2018
59534,2008515,2412273,City of Wills Point,Civil,TX,48,Van Zandt,467.0,324233N,0960019W,32.7092557,-96.0051636,,,,,162.0,531.0,Wills Point,03/11/2008,07/14/2018
59535,2008516,2412274,City of Wilmer,Civil,TX,48,Dallas,113.0,323554N,0964055W,32.59826,-96.6820549,,,,,135.0,443.0,Ferris,03/11/2008,07/14/2018
59536,2008517,2412275,City of Wilson,Civil,OK,40,Carter,19.0,341006N,0972534W,34.1684626,-97.425992,,,,,277.0,909.0,Healdton,03/11/2008,07/14/2018
59537,2008518,2412276,City of Wilson,Civil,TX,48,Lynn,305.0,331910N,1014339W,33.3193404,-101.7274989,,,,,952.0,3123.0,Wilson,03/11/2008,07/13/2018
59538,2008519,2412277,City of Wilsonville,Civil,OR,41,Clackamas,5.0,451839N,1224614W,45.3107093,-122.7705528,,,,,53.0,174.0,Sherwood,03/11/2008,07/14/2018
59539,2008520,2412278,City of Wimberley,Civil,TX,48,Hays,209.0,295905N,0980526W,29.9848055,-98.0905518,,,,,258.0,846.0,Wimberley,03/11/2008,07/14/2018
59540,2008521,2412279,City of Winchester,Civil,ID,16,Lewis,61.0,461427N,1163726W,46.2408058,-116.6239783,,,,,1213.0,3980.0,Winchester East,03/11/2008,07/14/2018
59541,2008522,2412280,City of Windcrest,Civil,TX,48,Bexar,29.0,293053N,0982255W,29.5147506,-98.381972,,,,,239.0,784.0,Longhorn,03/11/2008,07/14/2018
59542,2008523,2412281,City of Winfield,Civil,TX,48,Titus,449.0,330957N,0950638W,33.1657879,-95.1104813,,,,,136.0,446.0,Winfield,03/11/2008,07/13/2018
59543,2008524,2412282,City of Wink,Civil,TX,48,Winkler,495.0,314516N,1030915W,31.754497600000004,-103.1541173,,,,,851.0,2792.0,Wink North,03/11/2008,07/14/2018
59544,2008525,2412283,City of Winlock,Civil,WA,53,Lewis,41.0,462926N,1225603W,46.4906596,-122.9342186,,,,,107.0,351.0,Winlock,03/11/2008,07/14/2018
59545,2008526,2412284,City of Winnemucca,Civil,NV,32,Humboldt,13.0,405752N,1174329W,40.9645389,-117.7246606,,,,,1349.0,4426.0,Winnemucca East,03/11/2008,07/14/2018
59546,2008527,2412285,City of Winnsboro,Civil,TX,48,Wood,499.0,325721N,0951727W,32.9557137,-95.2909391,,,,,157.0,515.0,Winnsboro,03/11/2008,07/14/2018
59547,2008528,2412286,City of Winslow,Civil,AZ,4,Navajo,17.0,350131N,1104235W,35.0252279,-110.7098497,,,,,1484.0,4869.0,Winslow,03/11/2008,07/14/2018
59548,2008529,2412287,City of Winston,Civil,OR,41,Douglas,19.0,430712N,1232527W,43.1201262,-123.4241334,,,,,161.0,528.0,Winston,03/11/2008,07/14/2018
59549,2008530,2412288,City of Winters,Civil,CA,6,Yolo,113.0,383155N,1215841W,38.5319797,-121.9781406,,,,,42.0,138.0,Winters,03/11/2008,07/14/2018
59550,2008531,2412289,City of Winters,Civil,TX,48,Runnels,399.0,315745N,0995733W,31.9625887,-99.9592733,,,,,563.0,1847.0,Winters,03/11/2008,07/14/2018
59551,2008532,2412290,City of Wixon Valley,Civil,TX,48,Brazos,41.0,304550N,0961909W,30.7639359,-96.3193027,,,,,102.0,335.0,Kurten,03/11/2008,07/14/2018
59552,2008533,2412291,City of Wolf Point,Civil,MT,30,Roosevelt,85.0,480536N,1053829W,48.0933296,-105.6413741,,,,,610.0,2001.0,Wolf Point,03/11/2008,07/14/2018
59553,2008534,2412292,City of Wolfe City,Civil,TX,48,Hunt,231.0,332207N,0960419W,33.3685278,-96.071986,,,,,204.0,669.0,Wolfe City,03/11/2008,07/14/2018
59554,2008535,2412293,City of Wolfforth,Civil,TX,48,Lubbock,303.0,333053N,1020024W,33.5148447,-102.006598,,,,,1010.0,3314.0,Wolfforth,03/11/2008,07/14/2018
59555,2008536,2412294,City of Wood Village,Civil,OR,41,Multnomah,51.0,453209N,1222514W,45.5357895,-122.4204928,,,,,46.0,151.0,Camas,03/11/2008,07/14/2018
59556,2008537,2412295,City of Woodbranch,Civil,TX,48,Montgomery,339.0,301053N,0951100W,30.181405100000006,-95.1834353,,,,,26.0,85.0,Splendora,03/11/2008,07/14/2018
59557,2008538,2412296,City of Woodburn,Civil,OR,41,Marion,47.0,450852N,1225131W,45.147691,-122.8585533,,,,,56.0,184.0,Woodburn,03/11/2008,07/13/2018
59558,2008539,2412297,City of Woodcreek,Civil,TX,48,Hays,209.0,300136N,0980641W,30.0266457,-98.1115258,,,,,291.0,955.0,Driftwood,03/11/2008,07/14/2018
59559,2008540,2412298,City of Woodinville,Civil,WA,53,King,33.0,474525N,1220852W,47.7569521,-122.1477766,,,,,52.0,171.0,Bothell,03/11/2008,07/14/2018
59560,2008541,2412299,City of Woodlake,Civil,CA,6,Tulare,107.0,362445N,1190559W,36.4124289,-119.0998004,,,,,134.0,440.0,Woodlake,03/11/2008,07/14/2018
59561,2008542,2412300,City of Woodland,Civil,CA,6,Yolo,113.0,384016N,1214500W,38.6711666,-121.7500345,,,,,16.0,52.0,Woodland,03/11/2008,07/13/2018
59562,2008543,2412301,City of Woodland,Civil,WA,53,Cowlitz,15.0,455454N,1224501W,45.9149005,-122.7502851,,,,,8.0,26.0,Deer Island,03/11/2008,07/14/2018
59563,2008544,2412302,City of Woodland Hills,Civil,UT,49,Utah,49.0,400047N,1113921W,40.0131848,-111.6558053,,,,,1737.0,5699.0,Spanish Fork,03/11/2008,07/14/2018
59564,2008545,2412303,City of Woodland Park,Civil,CO,8,Teller,119.0,385955N,1050334W,38.998705,-105.0595345,,,,,2588.0,8491.0,Woodland Park,03/11/2008,07/14/2018
59565,2008546,2412304,City of Woods Cross,Civil,UT,49,Davis,11.0,405223N,1115501W,40.8730826,-111.9169991,,,,,1295.0,4249.0,Salt Lake City North,03/11/2008,07/14/2018
59566,2008547,2412305,City of Woodward,Civil,OK,40,Woodward,153.0,362529N,0992421W,36.4246149,-99.4059479,,,,,604.0,1982.0,Woodward,03/11/2008,07/13/2018
59567,2008548,2412306,City of Woodway,Civil,TX,48,McLennan,309.0,312955N,0971353W,31.4987436,-97.2314603,,,,,199.0,653.0,Lorena,03/11/2008,07/13/2018
59568,2008549,2412307,City of Woodway,Civil,WA,53,Snohomish,61.0,474735N,1222428W,47.7930765,-122.4078972,,,,,0.0,0.0,Edmonds West,03/11/2008,07/14/2018
59569,2008550,2412308,City of Worland,Civil,WY,56,Washakie,43.0,440100N,1075710W,44.0165794,-107.9527485,,,,,1240.0,4068.0,Worland,03/11/2008,07/14/2018
59570,2008551,2412309,City of Worley,Civil,ID,16,Kootenai,55.0,472402N,1165509W,47.400533,-116.9192542,,,,,807.0,2648.0,Worley,03/11/2008,07/14/2018
59571,2008552,2412310,City of Wray,Civil,CO,8,Yuma,125.0,400448N,1021340W,40.0799147,-102.2279158,,,,,1074.0,3524.0,Wray,03/11/2008,07/14/2018
59572,2008553,2412311,City of Wylie,Civil,TX,48,Collin,85.0,330211N,0963058W,33.0363555,-96.5160169,,,,,159.0,522.0,Wylie,03/11/2008,07/14/2018
59573,2008554,2412312,City of Wynnewood,Civil,OK,40,Garvin,49.0,343839N,0970946W,34.6441776,-97.1626827,,,,,273.0,896.0,Pauls Valley,03/11/2008,07/14/2018
59574,2008555,2412313,City of Yachats,Civil,OR,41,Lincoln,41.0,441846N,1240608W,44.3127051,-124.1023191,,,,,58.0,190.0,Yachats,03/11/2008,07/13/2018
59575,2008556,2412314,City of Yakima,Civil,WA,53,Yakima,77.0,463532N,1203258W,46.5923318,-120.5495295,,,,,367.0,1204.0,Yakima West,03/11/2008,07/13/2018
59576,2008557,2412315,City of Yale,Civil,OK,40,Payne,119.0,360654N,0964203W,36.1149768,-96.7009089,,,,,246.0,807.0,Yale,03/11/2008,07/14/2018
59577,2008558,2412316,City of Yamhill,Civil,OR,41,Yamhill,71.0,452028N,1231106W,45.3411012,-123.1850437,,,,,59.0,194.0,Carlton,03/11/2008,07/14/2018
59578,2008559,2412317,City of Yelm,Civil,WA,53,Thurston,67.0,465623N,1223734W,46.9398098,-122.6261055,,,,,102.0,335.0,Tenalquot Prairie,03/11/2008,07/14/2018
59579,2008560,2412318,City of Yerington,Civil,NV,32,Lyon,19.0,385720N,1190636W,38.9554387,-119.1100468,,,,,1397.0,4583.0,Yerington NE,03/11/2008,07/14/2018
59580,2008561,2412319,City of Yoakum,Civil,TX,48,Lavaca,285.0,291736N,0970849W,29.2934129,-97.1469324,,,,,97.0,318.0,Yoakum,03/11/2008,07/14/2018
59581,2008562,2412320,City of Yoncalla,Civil,OR,41,Douglas,19.0,433601N,1231715W,43.600372,-123.2875564,,,,,119.0,390.0,Yoncalla,03/11/2008,07/14/2018
59582,2008563,2412321,City of Yorba Linda,Civil,CA,6,Orange,59.0,335320N,1174617W,33.8889835,-117.7713706,,,,,167.0,548.0,Yorba Linda,03/11/2008,07/13/2018
59583,2008564,2412322,City of Yorktown,Civil,TX,48,DeWitt,123.0,285858N,0973018W,28.9828085,-97.5050324,,,,,82.0,269.0,Yorktown West,03/11/2008,07/14/2018
59584,2008565,2412323,City of Yountville,Civil,CA,6,Napa,55.0,382344N,1222201W,38.3955289,-122.3669145,,,,,46.0,151.0,Yountville,03/11/2008,07/14/2018
59585,2008566,2412324,City of Yreka,Civil,CA,6,Siskiyou,93.0,414345N,1223752W,41.7292557,-122.6311481,,,,,804.0,2638.0,Yreka,03/11/2008,07/14/2018
59586,2008567,2412325,City of Yuba City,Civil,CA,6,Sutter,101.0,390809N,1213817W,39.1357329,-121.6380886,,,,,17.0,56.0,Sutter,03/11/2008,07/14/2018
59587,2008568,2412326,City of Yucaipa,Civil,CA,6,San Bernardino,71.0,340201N,1170233W,34.0335225,-117.0426084,,,,,800.0,2625.0,Yucaipa,03/11/2008,07/14/2018
59588,2008569,2412327,City of Yukon,Civil,OK,40,Canadian,17.0,353112N,0974550W,35.52006,-97.7639449,,,,,388.0,1273.0,Richland,03/11/2008,07/13/2018
59589,2008570,2412328,City of Yuma,Civil,AZ,4,Yuma,27.0,323312N,1143056W,32.5532742,-114.5155375,,,,,78.0,256.0,Yuma SE,03/11/2008,07/14/2018
59590,2008571,2412329,City of Yuma,Civil,CO,8,Yuma,125.0,400726N,1024259W,40.123887,-102.7164255,,,,,1259.0,4131.0,Yuma South,03/11/2008,07/14/2018
59591,2008572,2412330,City of Zavalla,Civil,TX,48,Angelina,5.0,310930N,0942505W,31.1584163,-94.4180127,,,,,77.0,253.0,Zavalla,03/11/2008,07/14/2018
59592,2008573,2412331,City of Zillah,Civil,WA,53,Yakima,77.0,462430N,1201619W,46.4082964,-120.2718058,,,,,246.0,807.0,Toppenish,03/11/2008,07/14/2018
59645,2008626,2412384,Town of the City of Creede,Civil,CO,8,Mineral,79.0,375056N,1065531W,37.8487866,-106.9252885,,,,,2681.0,8796.0,Creede,03/11/2008,07/14/2018
59660,2008641,2412399,City of Cut and Shoot,Civil,TX,48,Montgomery,339.0,302016N,0952042W,30.3377027,-95.345054,,,,,57.0,187.0,Cut And Shoot,03/11/2008,07/14/2018
59702,2008683,2412441,City of Dorchester,Civil,TX,48,Grayson,181.0,333109N,0964154W,33.5191765,-96.6983345,,,,,252.0,827.0,Dorchester,03/11/2008,07/14/2018
59721,2008702,2412460,City of East Helena,Civil,MT,30,Lewis and Clark,49.0,463506N,1115457W,46.5849868,-111.9158635,,,,,1186.0,3891.0,East Helena,03/11/2008,07/13/2018
59733,2008714,2412472,City of Electric City,Civil,WA,53,Grant,25.0,475519N,1190251W,47.9219781,-119.0474713,,,,,480.0,1575.0,Electric City,03/11/2008,07/14/2018
59767,2008748,2412506,City of Prescott,Civil,WA,53,Walla Walla,71.0,461756N,1181845W,46.2988144,-118.3125536,,,,,321.0,1053.0,Prescott,03/11/2008,07/14/2018
59782,2008763,2412521,City of Rainier,Civil,WA,53,Thurston,67.0,465330N,1224112W,46.89171629999999,-122.6866993,,,,,135.0,443.0,Tenalquot Prairie,03/11/2008,07/14/2018
60084,2009065,2412823,City of Kemp,Civil,TX,48,Kaufman,257.0,322524N,0961324W,32.4234292,-96.223318,,,,,110.0,361.0,Kemp,03/11/2008,07/13/2018
60161,2009142,2412900,City of Lindale,Civil,TX,48,Smith,423.0,322936N,0952425W,32.4933525,-95.4069209,,,,,160.0,525.0,Mount Sylvan,03/11/2008,07/14/2018
60162,2009143,2412901,City of Lindsay,Civil,TX,48,Cooke,97.0,333830N,0971307W,33.641621,-97.2185323,,,,,241.0,791.0,Gainesville North,03/11/2008,07/13/2018
60224,2009205,2412963,City of Mattawa,Civil,WA,53,Grant,25.0,464411N,1195407W,46.7363693,-119.9018913,,,,,234.0,768.0,Priest Rapids,03/11/2008,07/14/2018
60230,2009211,2412969,City of McLoud,Civil,OK,40,Pottawatomie,125.0,352425N,0970605W,35.4070364,-97.1013643,,,,,329.0,1079.0,McLoud,03/11/2008,07/14/2018
60264,2009245,2413003,City of Millwood,Civil,WA,53,Spokane,63.0,474108N,1171650W,47.68559060000001,-117.2806328,,,,,594.0,1949.0,Spokane NE,03/11/2008,07/13/2018
60515,2009496,2413254,City of San Saba,Civil,TX,48,San Saba,411.0,311147N,0984328W,31.196416,-98.7243228,,,,,369.0,1211.0,San Saba,03/11/2008,07/14/2018
60555,2009536,2413294,City of Skiatook,Civil,OK,40,Osage,113.0,361813N,0960605W,36.303704,-96.1014775,,,,,244.0,801.0,Avant SE,03/11/2008,07/14/2018
60572,2009553,2413311,City of Spangle,Civil,WA,53,Spokane,63.0,472548N,1172252W,47.42989420000001,-117.381224,,,,,742.0,2434.0,Spangle West,03/11/2008,07/14/2018
60651,2009632,2413390,City of Tieton,Civil,WA,53,Yakima,77.0,464209N,1204521W,46.7025245,-120.7557948,,,,,586.0,1923.0,Tieton,03/11/2008,07/14/2018
60656,2009637,2413395,City of Toquerville,Civil,UT,49,Washington,53.0,371505N,1131746W,37.2515144,-113.29620690000002,,,,,1057.0,3468.0,Pintura,03/11/2008,07/14/2018
60681,2009662,2413420,City of Valley View,Civil,TX,48,Cooke,97.0,332921N,0970912W,33.4891892,-97.1534109,,,,,220.0,722.0,Valley View,03/11/2008,07/14/2018
