,Unnamed: 0,FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIMARY_LAT_DMS,PRIM_LONG_DMS,PRIM_LAT_DEC,PRIM_LONG_DEC,SOURCE_LAT_DMS,SOURCE_LONG_DMS,SOURCE_LAT_DEC,SOURCE_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED
5086,379327,428803,City of Chicago,Civil,IL,17,Cook,31.0,415013N,0874105W,41.8369037,-87.6847476,,,,,181.0,594.0,Englewood,09/01/1995,07/14/2018
7473,417482,467384,City of Algona,Civil,IA,19,Kossuth,109.0,430428N,0941348W,43.0743166,-94.2301199,,,,,363.0,1191.0,Algona,09/01/1995,07/13/2018
7521,417530,467432,City of Belle Plaine,Civil,IA,19,Benton,11.0,415343N,0921631W,41.8952524,-92.2753004,,,,,248.0,814.0,Belle Plaine,09/01/1995,07/13/2018
7552,417561,467463,City of Bloomfield,Civil,IA,19,Davis,51.0,404456N,0922503W,40.7487671,-92.4173637,,,,,255.0,837.0,Bloomfield South,09/01/1995,07/14/2018
7621,417630,467532,City of Carroll,Civil,IA,19,Carroll,27.0,420411N,0945153W,42.0698601,-94.8647391,,,,,389.0,1276.0,Carroll East,09/01/1995,07/14/2018
7656,417665,467567,City of Cedar Rapids,Civil,IA,19,Linn,113.0,415800N,0914041W,41.9667319,-91.6781679,,,,,222.0,728.0,Cedar Rapids South,09/01/1995,07/14/2018
7678,417687,467589,City of Centerville,Civil,IA,19,Appanoose,7.0,404346N,0925218W,40.729391,-92.8717481,,,,,306.0,1004.0,Centerville East,09/01/1995,07/14/2018
7680,417689,467591,City of Chariton,Civil,IA,19,Lucas,117.0,410103N,0931834W,41.0175751,-93.3094486,,,,,317.0,1040.0,Chariton,09/01/1995,07/13/2018
7681,417690,467592,City of Charles City,Civil,IA,19,Floyd,67.0,430352N,0924028W,43.0643521,-92.6745202,,,,,302.0,991.0,Charles City,09/01/1995,07/13/2018
7707,417716,467618,City of Clear Lake,Civil,IA,19,Cerro Gordo,33.0,430805N,0932226W,43.1346536,-93.3739922,,,,,375.0,1230.0,Clear Lake East,09/01/1995,07/14/2018
7714,417723,467625,City of Clinton,Civil,IA,19,Clinton,45.0,415036N,0901427W,41.8434359,-90.2407895,,,,,195.0,640.0,Clinton,09/01/1995,07/13/2018
7755,417764,467666,City of Creston,Civil,IA,19,Union,175.0,410335N,0942154W,41.05972979999999,-94.3650388,,,,,392.0,1286.0,Creston East,09/01/1995,07/13/2018
7761,417770,467672,City of Dakota City,Civil,IA,19,Humboldt,91.0,424322N,0941152W,42.7229033,-94.1976919,,,,,344.0,1129.0,Humboldt,09/01/1995,07/14/2018
7833,417842,467744,City of Dubuque,Civil,IA,19,Dubuque,61.0,423002N,0904225W,42.5006831,-90.7068372,,,,,253.0,830.0,Dubuque North,09/01/1995,07/14/2018
7858,417867,467769,City of Eldora,Civil,IA,19,Hardin,83.0,422138N,0930605W,42.3605951,-93.1012867,,,,,326.0,1070.0,Eldora,09/01/1995,07/14/2018
7900,417909,467811,City of Fairfield,Civil,IA,19,Jefferson,101.0,410024N,0915802W,41.00661,-91.967096,,,,,236.0,774.0,Fairfield North,09/01/1995,07/14/2018
7916,417925,467827,City of Fayette,Civil,IA,19,Fayette,65.0,425029N,0914813W,42.8415054,-91.8036753,,,,,305.0,1001.0,Fayette,09/01/1995,07/13/2018
7932,417941,467843,City of Fort Dodge,Civil,IA,19,Webster,187.0,423035N,0941030W,42.5098032,-94.1751054,,,,,340.0,1115.0,Fort Dodge North,09/01/1995,07/14/2018
8068,418077,467979,City of Grinnell,Civil,IA,19,Poweshiek,157.0,414414N,0924328W,41.7372767,-92.7244148,,,,,310.0,1017.0,Grinnell South,09/01/1995,07/14/2018
8079,418088,467990,City of Hamburg,Civil,IA,19,Fremont,71.0,403622N,0953916W,40.606121,-95.6545764,,,,,279.0,915.0,Hamburg,09/01/1995,07/14/2018
8085,418094,467996,City of Hampton,Civil,IA,19,Franklin,69.0,424431N,0931218W,42.7420064,-93.2049662,,,,,348.0,1142.0,Hampton South,09/01/1995,07/14/2018
8096,418105,468007,City of Harlan,Civil,IA,19,Shelby,165.0,413858N,0951937W,41.6495154,-95.3268616,,,,,388.0,1273.0,Harlan,09/01/1995,07/13/2018
8148,418157,468059,City of Humboldt,Civil,IA,19,Humboldt,91.0,424323N,0941328W,42.7231707,-94.2245139,,,,,328.0,1076.0,Humboldt,09/01/1995,07/14/2018
8160,418169,468071,City of Indianola,Civil,IA,19,Warren,181.0,412146N,0933355W,41.3628906,-93.5651728,,,,,292.0,958.0,Indianola,09/01/1995,07/14/2018
8175,418184,468086,City of Iowa City,Civil,IA,19,Johnson,103.0,413921N,0913150W,41.6559023,-91.5304462,,,,,201.0,659.0,Iowa City West,09/01/1995,07/14/2018
8224,418233,468135,City of Jefferson,Civil,IA,19,Greene,73.0,420102N,0942247W,42.017241,-94.3797781,,,,,322.0,1056.0,Jefferson West,09/01/1995,07/14/2018
8255,418264,468166,City of Keokuk,Civil,IA,19,Lee,111.0,402434N,0912411W,40.4095595,-91.403029,,,,,199.0,653.0,Keokuk,09/01/1995,07/14/2018
8275,418284,468186,City of Lake City,Civil,IA,19,Calhoun,25.0,421603N,0944352W,42.2676372,-94.7310464,,,,,379.0,1243.0,Lake City,09/01/1995,07/14/2018
8280,418289,468191,City of Lamoni,Civil,IA,19,Decatur,53.0,403714N,0935604W,40.6204912,-93.934323,,,,,339.0,1112.0,Lamoni South,09/01/1995,07/14/2018
8293,418302,468204,City of Leon,Civil,IA,19,Decatur,53.0,404427N,0934516W,40.7407471,-93.75452359999998,,,,,319.0,1047.0,Davis City,09/01/1995,07/14/2018
8426,418435,468337,City of Malvern,Civil,IA,19,Mills,129.0,410027N,0953508W,41.0075619,-95.5856662,,,,,314.0,1030.0,Malvern,09/01/1995,07/13/2018
8427,418436,468338,City of Manning,Civil,IA,19,Carroll,27.0,415433N,0950351W,41.909211600000006,-95.0642334,,,,,417.0,1368.0,Manning,09/01/1995,07/14/2018
8455,418464,468366,City of Mason City,Civil,IA,19,Cerro Gordo,33.0,430855N,0931159W,43.1487201,-93.1998074,,,,,343.0,1125.0,Mason City,09/01/1995,07/14/2018
8504,418513,468415,City of Mount Ayr,Civil,IA,19,Ringgold,159.0,404251N,0941416W,40.7141372,-94.2376587,,,,,376.0,1234.0,Mount Ayr,09/01/1995,07/13/2018
8505,418514,468416,City of Mount Pleasant,Civil,IA,19,Henry,87.0,405745N,0913243W,40.9624784,-91.5452358,,,,,222.0,728.0,Mount Pleasant,09/01/1995,07/14/2018
8553,418562,468464,City of Onawa,Civil,IA,19,Monona,133.0,420136N,0960526W,42.02675770000001,-96.0905046,,,,,319.0,1047.0,Onawa,09/01/1995,07/14/2018
8566,418575,468477,City of Osceola,Civil,IA,19,Clarke,39.0,410149N,0934658W,41.0302167,-93.7829136,,,,,346.0,1135.0,Osceola,09/01/1995,07/14/2018
8569,418578,468480,City of Oskaloosa,Civil,IA,19,Mahaska,123.0,411732N,0923825W,41.2922158,-92.6403982,,,,,258.0,846.0,Oskaloosa,09/01/1995,07/13/2018
8726,418735,468637,City of Rolfe,Civil,IA,19,Pocahontas,151.0,424846N,0943153W,42.8129005,-94.5313396,,,,,360.0,1181.0,Rolfe,09/01/1995,07/14/2018
8776,418785,468687,City of Sheffield,Civil,IA,19,Franklin,69.0,425334N,0931231W,42.8928802,-93.208697,,,,,327.0,1073.0,Sheffield,09/01/1995,07/14/2018
8779,418788,468690,City of Shellsburg,Civil,IA,19,Benton,11.0,420535N,0915216W,42.0929406,-91.8709837,,,,,236.0,774.0,Shellsburg,09/01/1995,07/14/2018
8809,418818,468720,City of Sioux City,Civil,IA,19,Woodbury,193.0,422945N,0962325W,42.4958217,-96.3901389,,,,,336.0,1102.0,Sioux City South,09/01/1995,07/14/2018
8810,418819,468721,City of Sioux Rapids,Civil,IA,19,Buena Vista,21.0,425330N,0950856W,42.89160800000001,-95.1487935,,,,,391.0,1283.0,Sioux Rapids,09/01/1995,07/14/2018
8821,418830,468732,City of Spencer,Civil,IA,19,Clay,41.0,430848N,0950912W,43.14678710000001,-95.1534302,,,,,402.0,1319.0,Spencer,09/01/1995,07/14/2018
8843,418852,468754,City of Storm Lake,Civil,IA,19,Buena Vista,21.0,423835N,0951149W,42.6431467,-95.1970008,,,,,438.0,1437.0,Storm Lake,09/01/1995,07/14/2018
8853,418862,468764,City of Sumner,Civil,IA,19,Bremer,17.0,425059N,0920549W,42.84979420000001,-92.0970436,,,,,323.0,1060.0,Sumner,09/01/1995,07/14/2018
8865,418874,468776,City of Tabor,Civil,IA,19,Fremont,71.0,405342N,0954025W,40.8949387,-95.6737118,,,,,378.0,1240.0,Tabor,09/01/1995,07/14/2018
8959,418968,468871,City of Vinton,Civil,IA,19,Benton,11.0,420950N,0920134W,42.1638951,-92.0260813,,,,,243.0,797.0,Vinton,09/01/1995,07/14/2018
9039,419048,468951,City of Waterloo,Civil,IA,19,Black Hawk,13.0,422931N,0922108W,42.4919737,-92.3521758,,,,,269.0,883.0,Waterloo South,09/01/1995,07/14/2018
9043,419052,468955,City of Waverly,Civil,IA,19,Bremer,17.0,424330N,0922815W,42.724871,-92.4707117,,,,,272.0,892.0,Waverly,09/01/1995,07/14/2018
9053,419062,468965,City of Webster City,Civil,IA,19,Hamilton,79.0,422744N,0934900W,42.46233270000001,-93.8166983,,,,,316.0,1037.0,Webster City,09/01/1995,07/13/2018
9077,419086,468989,City of West Union,Civil,IA,19,Fayette,65.0,425732N,0914848W,42.9588918,-91.8132,,,,,353.0,1158.0,West Union,09/01/1995,07/13/2018
9099,419108,469011,City of Winterset,Civil,IA,19,Madison,121.0,412044N,0940049W,41.3455206,-94.013512,,,,,335.0,1099.0,Winterset,09/01/1995,07/13/2018
10651,435574,485539,City of Abilene,Civil,KS,20,Dickinson,41.0,385523N,0971331W,38.92292120000001,-97.2251517,,,,,349.0,1145.0,Abilene,09/01/1995,07/13/2018
10652,435575,485540,City of Anthony,Civil,KS,20,Harper,77.0,370927N,0980227W,37.157366,-98.0408338,,,,,412.0,1352.0,Anthony,09/01/1995,07/14/2018
10653,435576,485541,City of Arkansas City,Civil,KS,20,Cowley,35.0,370421N,0970219W,37.0726383,-97.0384839,,,,,331.0,1086.0,Arkansas City,09/01/1995,07/14/2018
10654,435577,485542,City of Atchison,Civil,KS,20,Atchison,5.0,393346N,0950814W,39.56271810000001,-95.1372675,,,,,266.0,873.0,Atchison West,09/01/1995,07/14/2018
10655,435578,485543,City of Augusta,Civil,KS,20,Butler,15.0,374140N,0965823W,37.6945823,-96.9730752,,,,,391.0,1283.0,Augusta,09/01/1995,07/14/2018
10656,435579,485544,City of Baxter Springs,Civil,KS,20,Cherokee,21.0,370110N,0944406W,37.019554600000006,-94.7350738,,,,,257.0,843.0,Baxter Springs,09/01/1995,07/13/2018
10657,435580,485545,City of Bel Aire,Civil,KS,20,Sedgwick,173.0,374630N,0971445W,37.7749026,-97.2457386,,,,,421.0,1381.0,Greenwich,09/01/1995,07/14/2018
10658,435581,485546,City of Belleville,Civil,KS,20,Republic,157.0,394923N,0973800W,39.8231886,-97.63325290000002,,,,,472.0,1549.0,Belleville,09/01/1995,07/14/2018
10659,435582,485547,City of Beloit,Civil,KS,20,Mitchell,123.0,392752N,0980630W,39.4644721,-98.1082752,,,,,437.0,1434.0,Beloit,09/01/1995,07/13/2018
10660,435583,485548,City of Bonner Springs,Civil,KS,20,Wyandotte,209.0,390454N,0945239W,39.08169210000001,-94.8775844,,,,,303.0,994.0,Bonner Springs,09/01/1995,07/14/2018
10661,435584,485549,City of Burlington,Civil,KS,20,Coffey,31.0,381135N,0954443W,38.1931429,-95.7452428,,,,,315.0,1033.0,Burlington,09/01/1995,07/14/2018
10662,435585,485550,City of Caldwell,Civil,KS,20,Sumner,191.0,370206N,0973632W,37.0350095,-97.6088678,,,,,351.0,1152.0,Caldwell,09/01/1995,07/14/2018
10663,435586,485551,City of Caney,Civil,KS,20,Montgomery,125.0,370049N,0955555W,37.0136348,-95.9318158,,,,,236.0,774.0,Caney,09/01/1995,07/14/2018
10664,435587,485552,City of Chanute,Civil,KS,20,Neosho,133.0,374011N,0952743W,37.6696652,-95.4618711,,,,,297.0,974.0,Chanute,09/01/1995,07/14/2018
10665,435588,485553,City of Cherryvale,Civil,KS,20,Montgomery,125.0,371610N,0953314W,37.2693136,-95.5539566,,,,,254.0,833.0,Cherryvale,09/01/1995,07/14/2018
10666,435589,485554,City of Chetopa,Civil,KS,20,Labette,99.0,370215N,0950533W,37.0376305,-95.0925403,,,,,252.0,827.0,Chetopa,09/01/1995,07/14/2018
10667,435590,485555,City of Clay Center,Civil,KS,20,Clay,27.0,392252N,0970738W,39.3811092,-97.1273207,,,,,368.0,1207.0,Clay Center NW,09/01/1995,07/14/2018
10668,435591,485556,City of Coffeyville,Civil,KS,20,Montgomery,125.0,370204N,0953747W,37.0344819,-95.6296565,,,,,225.0,738.0,Coffeyville West,09/01/1995,07/14/2018
10669,435592,485557,City of Colby,Civil,KS,20,Thomas,193.0,392303N,1010246W,39.3841222,-101.046028,,,,,962.0,3156.0,Colby,09/01/1995,07/14/2018
10670,435593,485558,City of Columbus,Civil,KS,20,Cherokee,21.0,371017N,0945039W,37.1714516,-94.8441263,,,,,278.0,912.0,Columbus,09/01/1995,07/14/2018
10671,435594,485559,City of Concordia,Civil,KS,20,Cloud,29.0,393401N,0973848W,39.5668718,-97.6467509,,,,,420.0,1378.0,Concordia,09/01/1995,07/14/2018
10672,435595,485560,City of Council Grove,Civil,KS,20,Morris,127.0,383944N,0962930W,38.6623321,-96.4917093,,,,,377.0,1237.0,Council Grove,09/01/1995,07/14/2018
10673,435596,485561,City of Countryside (historical),Civil,KS,20,Johnson,91.0,390058N,0943919W,39.01611670000001,-94.6552358,,,,,303.0,994.0,Shawnee,09/01/1995,03/20/2008
10674,435597,485562,City of De Soto,Civil,KS,20,Johnson,91.0,385807N,0945718W,38.9686206,-94.9549216,,,,,260.0,853.0,De Soto,09/01/1995,07/14/2018
10675,435598,485563,City of Dodge City,Civil,KS,20,Ford,57.0,374540N,1000106W,37.7609901,-100.0182181,,,,,780.0,2559.0,Dodge City,09/01/1995,07/14/2018
10676,435600,485565,City of Edgerton,Civil,KS,20,Johnson,91.0,384654N,0945742W,38.781601,-94.9617268,,,,,317.0,1040.0,Gardner,09/01/1995,07/14/2018
10677,435601,485566,City of Edwardsville,Civil,KS,20,Wyandotte,209.0,390435N,0944900W,39.0764956,-94.8166175,,,,,261.0,856.0,Edwardsville,09/01/1995,07/14/2018
10678,435602,485567,City of El Dorado,Civil,KS,20,Butler,15.0,374915N,0965141W,37.820809,-96.8613596,,,,,406.0,1332.0,El Dorado,09/01/1995,07/14/2018
10679,435603,485568,City of Ellinwood,Civil,KS,20,Barton,9.0,382133N,0983505W,38.3591768,-98.5848459,,,,,545.0,1788.0,Ellinwood,09/01/1995,07/14/2018
10680,435604,485569,City of Ellis,Civil,KS,20,Ellis,51.0,385612N,0993334W,38.9367365,-99.5593412,,,,,645.0,2116.0,Ellis,09/01/1995,07/14/2018
10681,435605,485570,City of Ellsworth,Civil,KS,20,Ellsworth,53.0,384357N,0981343W,38.7325707,-98.2286366,,,,,471.0,1545.0,Ellsworth,09/01/1995,07/14/2018
10682,435606,485571,City of Emporia,Civil,KS,20,Lyon,111.0,382410N,0961133W,38.4027661,-96.1923972,,,,,348.0,1142.0,Emporia,09/01/1995,07/14/2018
10683,435607,485572,City of Eureka,Civil,KS,20,Greenwood,73.0,374934N,0961720W,37.8260665,-96.2888248,,,,,329.0,1079.0,Eureka,09/01/1995,07/14/2018
10684,435608,485573,City of Fairway,Civil,KS,20,Johnson,91.0,390128N,0943743W,39.0245248,-94.6287174,,,,,290.0,951.0,Shawnee,09/01/1995,07/14/2018
10685,435609,485574,City of Florence,Civil,KS,20,Marion,115.0,381435N,0965545W,38.24305510000001,-96.9292153,,,,,387.0,1270.0,Florence,09/01/1995,07/14/2018
10686,435610,485575,City of Fort Scott,Civil,KS,20,Bourbon,11.0,374942N,0944214W,37.8283228,-94.7037656,,,,,257.0,843.0,Fort Scott,09/01/1995,07/14/2018
10687,435611,485576,City of Fredonia,Civil,KS,20,Wilson,205.0,373158N,0954921W,37.5328817,-95.8224705,,,,,274.0,899.0,Fredonia,09/01/1995,07/13/2018
10688,435612,485577,City of Frontenac,Civil,KS,20,Crawford,37.0,372730N,0944206W,37.458388,-94.7015753,,,,,285.0,935.0,Pittsburg,09/01/1995,07/14/2018
10689,435613,485578,City of Galena,Civil,KS,20,Cherokee,21.0,370430N,0943807W,37.0750765,-94.6352329,,,,,282.0,925.0,Baxter Springs,09/01/1995,07/13/2018
10690,435614,485579,City of Garden City,Civil,KS,20,Finney,55.0,375831N,1005110W,37.9753945,-100.8528201,,,,,862.0,2828.0,Garden City East,09/01/1995,07/14/2018
10691,435615,485580,City of Gardner,Civil,KS,20,Johnson,91.0,384859N,0945548W,38.816299,-94.9299175,,,,,319.0,1047.0,Gardner,09/01/1995,07/13/2018
10692,435616,485581,City of Garnett,Civil,KS,20,Anderson,3.0,381704N,0951427W,38.2844348,-95.2407093,,,,,326.0,1070.0,Garnett East,09/01/1995,07/14/2018
10693,435617,485582,City of Girard,Civil,KS,20,Crawford,37.0,373033N,0945044W,37.5092914,-94.8455076,,,,,302.0,991.0,Girard,09/01/1995,07/14/2018
10694,435618,485583,City of Goodland,Civil,KS,20,Sherman,181.0,392057N,1014251W,39.3490325,-101.7141353,,,,,1125.0,3691.0,Goodland,09/01/1995,07/14/2018
10695,435619,485584,City of Great Bend,Civil,KS,20,Barton,9.0,382133N,0984806W,38.3592621,-98.801612,,,,,567.0,1860.0,Great Bend,09/01/1995,07/14/2018
10696,435620,485585,City of Greensburg,Civil,KS,20,Kiowa,97.0,373618N,0991722W,37.6048753,-99.2895685,,,,,681.0,2234.0,Greensburg,09/01/1995,07/14/2018
10697,435621,485586,City of Halstead,Civil,KS,20,Harvey,79.0,380000N,0973037W,37.9998906,-97.5102074,,,,,424.0,1391.0,Bentley,09/01/1995,07/14/2018
10698,435622,485587,City of Harper,Civil,KS,20,Harper,77.0,371706N,0980140W,37.28506160000001,-98.0276405,,,,,432.0,1417.0,Harper,09/01/1995,07/13/2018
10699,435623,485588,City of Haviland,Civil,KS,20,Kiowa,97.0,373703N,0990621W,37.6174129,-99.1058204,,,,,655.0,2149.0,Haviland,09/01/1995,07/13/2018
10700,435624,485589,City of Hays,Civil,KS,20,Ellis,51.0,385254N,0991918W,38.88152879999999,-99.3217537,,,,,616.0,2021.0,Hays North,09/01/1995,07/14/2018
10701,435625,485590,City of Herington,Civil,KS,20,Morris,127.0,384148N,0964811W,38.696762,-96.8030861,,,,,447.0,1467.0,Delavan,09/01/1995,07/13/2018
10702,435626,485591,City of Hiawatha,Civil,KS,20,Brown,13.0,395106N,0953217W,39.851691,-95.5381063,,,,,341.0,1119.0,Hiawatha,09/01/1995,07/14/2018
10703,435627,485592,City of Hillsboro,Civil,KS,20,Marion,115.0,382109N,0971157W,38.3524438,-97.1990435,,,,,436.0,1430.0,Hillsboro,09/01/1995,07/14/2018
10704,435628,485593,City of Hoisington,Civil,KS,20,Barton,9.0,383105N,0984639W,38.5180629,-98.7773756,,,,,562.0,1844.0,Hoisington,09/01/1995,07/14/2018
10705,435629,485594,City of Holton,Civil,KS,20,Jackson,85.0,392812N,0954355W,39.4698758,-95.7319438,,,,,322.0,1056.0,Holton,09/01/1995,07/14/2018
10706,435630,485595,City of Horton,Civil,KS,20,Brown,13.0,393946N,0953158W,39.66268779999999,-95.5326987,,,,,320.0,1050.0,Horton,09/01/1995,07/14/2018
10707,435631,485596,City of Humboldt,Civil,KS,20,Allen,1.0,374843N,0952613W,37.81185479999999,-95.4370136,,,,,298.0,978.0,Humboldt,09/01/1995,07/13/2018
10708,435632,485597,City of Hutchinson,Civil,KS,20,Reno,155.0,380402N,0975429W,38.0671024,-97.9080829,,,,,465.0,1526.0,Hutchinson,09/01/1995,07/14/2018
10709,435633,485598,City of Independence,Civil,KS,20,Montgomery,125.0,371332N,0954310W,37.2254871,-95.7193345,,,,,237.0,778.0,Independence,09/01/1995,07/14/2018
10710,435634,485599,City of Iola,Civil,KS,20,Allen,1.0,375539N,0952402W,37.9273744,-95.4005442,,,,,295.0,968.0,Iola,09/01/1995,07/14/2018
10711,435635,485600,City of Junction City,Civil,KS,20,Geary,61.0,390138N,0965059W,39.0271763,-96.8496244,,,,,350.0,1148.0,Junction City,09/01/1995,07/14/2018
10712,435636,485601,City of Kansas City,Civil,KS,20,Wyandotte,209.0,390724N,0944439W,39.123461,-94.7441955,,,,,290.0,951.0,Shawnee,09/01/1995,07/14/2018
10713,435637,485602,City of Kingman,Civil,KS,20,Kingman,95.0,373852N,0980658W,37.6476726,-98.1159726,,,,,463.0,1519.0,Kingman,09/01/1995,07/14/2018
10714,435638,485603,City of Kinsley,Civil,KS,20,Edwards,47.0,375521N,0992441W,37.9223769,-99.4114068,,,,,661.0,2169.0,Kinsley,09/01/1995,07/13/2018
10715,435639,485604,City of La Harpe,Civil,KS,20,Allen,1.0,375500N,0951808W,37.9165781,-95.3023231,,,,,314.0,1030.0,La Harpe,09/01/1995,07/14/2018
10716,435640,485605,City of Lake Quivira,Civil,KS,20,Johnson,91.0,390220N,0944608W,39.03880770000001,-94.7687844,,,,,271.0,889.0,Edwardsville,09/01/1995,07/14/2018
10717,435641,485606,City of Lake Quivira,Civil,KS,20,Johnson,91.0,390207N,0944603W,39.0352828,-94.7674611,,,,,251.0,823.0,Edwardsville,09/01/1995,
10718,435642,485607,City of Lansing,Civil,KS,20,Leavenworth,103.0,391434N,0945343W,39.2426701,-94.8951406,,,,,259.0,850.0,Basehor,09/01/1995,07/14/2018
10719,435643,485608,City of Larned,Civil,KS,20,Pawnee,145.0,381100N,0990605W,38.1833901,-99.1012604,,,,,620.0,2034.0,Larned,09/01/1995,07/14/2018
10720,435644,485609,City of Lawrence,Civil,KS,20,Douglas,45.0,385735N,0951551W,38.9597484,-95.2641356,,,,,303.0,994.0,Lawrence West,09/01/1995,07/14/2018
10721,435645,485610,City of Leavenworth,Civil,KS,20,Leavenworth,103.0,391921N,0945529W,39.3225644,-94.9247489,,,,,252.0,827.0,Leavenworth,09/01/1995,07/13/2018
10722,435646,485611,City of Leawood,Civil,KS,20,Johnson,91.0,385427N,0943733W,38.90754929999999,-94.6258232,,,,,293.0,961.0,Lenexa,09/01/1995,07/13/2018
10723,435647,485612,City of Lenexa,Civil,KS,20,Johnson,91.0,385739N,0944807W,38.9609042,-94.8018429,,,,,265.0,869.0,Olathe,09/01/1995,07/14/2018
10724,435648,485613,City of Liberal,Civil,KS,20,Seward,175.0,370248N,1005546W,37.0465833,-100.9295476,,,,,868.0,2848.0,Liberal,09/01/1995,07/14/2018
10725,435649,485614,City of Lindsborg,Civil,KS,20,McPherson,113.0,383438N,0974026W,38.5772246,-97.673807,,,,,406.0,1332.0,Lindsborg,09/01/1995,07/14/2018
10726,435650,485615,City of Louisburg,Civil,KS,20,Miami,121.0,383713N,0944037W,38.62032,-94.676986,,,,,331.0,1086.0,Louisburg,09/01/1995,07/13/2018
10727,435651,485616,City of Lyons,Civil,KS,20,Rice,159.0,382046N,0981216W,38.3462177,-98.2044735,,,,,517.0,1696.0,Lyons,09/01/1995,07/14/2018
10728,435652,485617,City of McPherson,Civil,KS,20,McPherson,113.0,382217N,0973938W,38.3713773,-97.6605603,,,,,455.0,1493.0,McPherson South,09/01/1995,07/14/2018
10729,435653,485618,City of Manhattan,Civil,KS,20,Riley,161.0,391118N,0963619W,39.1882511,-96.6052657,,,,,319.0,1047.0,Manhattan,09/01/1995,07/14/2018
10730,435654,485619,City of Marion,Civil,KS,20,Marion,115.0,382114N,0970029W,38.3539869,-97.0081877,,,,,409.0,1342.0,Marion,09/01/1995,07/13/2018
10731,435655,485620,City of Marysville,Civil,KS,20,Marshall,117.0,395035N,0963819W,39.8430818,-96.6386808,,,,,377.0,1237.0,Marysville,09/01/1995,07/14/2018
10732,435656,485621,City of Merriam,Civil,KS,20,Johnson,91.0,390107N,0944136W,39.0186027,-94.6933619,,,,,288.0,945.0,Shawnee,09/01/1995,07/14/2018
10733,435657,485622,City of Minneapolis,Civil,KS,20,Ottawa,143.0,390727N,0974159W,39.1242901,-97.6996561,,,,,398.0,1306.0,Minneapolis South,09/01/1995,07/13/2018
10734,435658,485623,City of Mission,Civil,KS,20,Johnson,91.0,390137N,0943925W,39.0269733,-94.6568319,,,,,306.0,1004.0,Shawnee,09/01/1995,07/14/2018
10735,435659,485624,City of Mission Hills,Civil,KS,20,Johnson,91.0,390051N,0943702W,39.0140893,-94.6171229,,,,,293.0,961.0,Kansas City,09/01/1995,07/13/2018
10736,435660,485625,City of Mission Woods,Civil,KS,20,Johnson,91.0,390203N,0943638W,39.0341885,-94.6106048,,,,,271.0,889.0,Kansas City,09/01/1995,07/14/2018
10737,435661,485626,City of Mulberry,Civil,KS,20,Crawford,37.0,373322N,0943724W,37.5560821,-94.6234417,,,,,282.0,925.0,Liberal,09/01/1995,07/14/2018
10738,435662,485627,City of Mullinville,Civil,KS,20,Kiowa,97.0,373521N,0992832W,37.5890411,-99.4756306,,,,,708.0,2323.0,Mullinville,09/01/1995,07/14/2018
10739,435663,485628,City of Neodesha,Civil,KS,20,Wilson,205.0,372527N,0954106W,37.4241684,-95.6848682,,,,,248.0,814.0,Neodesha,09/01/1995,07/14/2018
10740,435664,485629,City of Newton,Civil,KS,20,Harvey,79.0,380211N,0972047W,38.03638820000001,-97.3463334,,,,,435.0,1427.0,Newton,09/01/1995,07/14/2018
10741,435665,485630,City of Nickerson,Civil,KS,20,Reno,155.0,380856N,0980518W,38.148899,-98.0882605,,,,,486.0,1594.0,Nickerson,09/01/1995,07/14/2018
10742,435666,485631,City of Norton,Civil,KS,20,Norton,137.0,395011N,0995330W,39.8363933,-99.8916233,,,,,710.0,2329.0,Norton,09/01/1995,07/14/2018
10743,435667,485632,City of Oberlin,Civil,KS,20,Decatur,39.0,394923N,1003151W,39.8230398,-100.5307376,,,,,783.0,2569.0,Oberlin,09/01/1995,07/14/2018
10744,435668,485633,City of Olathe,Civil,KS,20,Johnson,91.0,385302N,0944911W,38.8837988,-94.819588,,,,,314.0,1030.0,Olathe,09/01/1995,07/13/2018
10745,435669,485634,City of Osage City,Civil,KS,20,Osage,139.0,383801N,0954919W,38.6336481,-95.8218057,,,,,329.0,1079.0,Osage City,09/01/1995,07/14/2018
10746,435670,485635,City of Osawatomie,Civil,KS,20,Miami,121.0,383032N,0945609W,38.5089418,-94.9357965,,,,,280.0,919.0,Paola West,09/01/1995,07/14/2018
10747,435671,485636,City of Osborne,Civil,KS,20,Osborne,141.0,392626N,0984158W,39.44067020000001,-98.6993748,,,,,473.0,1552.0,Osborne,09/01/1995,07/14/2018
10748,435672,485637,City of Oswego,Civil,KS,20,Labette,99.0,371002N,0950644W,37.16735300000001,-95.1121494,,,,,276.0,906.0,Oswego,09/01/1995,07/14/2018
10749,435673,485638,City of Ottawa,Civil,KS,20,Franklin,59.0,383600N,0951551W,38.5999716,-95.2641452,,,,,281.0,922.0,Ottawa South,09/01/1995,07/13/2018
10750,435674,485639,City of Overland Park,Civil,KS,20,Johnson,91.0,385313N,0944113W,38.8869705,-94.68702840000002,,,,,289.0,948.0,Lenexa,09/01/1995,07/14/2018
10751,435675,485640,City of Paola,Civil,KS,20,Miami,121.0,383442N,0945143W,38.57832670000001,-94.8619836,,,,,277.0,909.0,Paola East,09/01/1995,07/14/2018
