,Unnamed: 0,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,state,abbr,region,result,url
2414,20198,3974076,"Springboro city, Ohio",18084,Ohio,OH,Springboro,"Springboro, OH",https://dayton.craigslist.org/?search_distance=5.7&postal=45066
2133,19731,3942364,"Lebanon city, Ohio",20500,Ohio,OH,Lebanon,"Lebanon, OH",https://dayton.craigslist.org/?search_distance=5.8&postal=45036
2101,20037,3962848,"Piqua city, Ohio",20793,Ohio,OH,Piqua,"Piqua, OH",https://dayton.craigslist.org/?search_distance=6.8&postal=45356
1690,20255,3977588,"Troy city, Ohio",25694,Ohio,OH,Troy,"Troy, OH",https://dayton.craigslist.org/?search_distance=6.8&postal=45374
3556,20270,3979072,"Urbana city, Ohio",11519,Ohio,OH,Urbana,"Urbana, OH",https://dayton.craigslist.org/?search_distance=7&postal=43078
3350,20358,3985792,"Wilmington city, Ohio",12396,Ohio,OH,Wilmington,"Wilmington, OH",https://dayton.craigslist.org/?search_distance=7.7&postal=45177
1653,20377,3986772,"Xenia city, Ohio",26193,Ohio,OH,Xenia,"Xenia, OH",https://dayton.craigslist.org/?search_distance=7.7&postal=45385
665,20200,3974118,"Springfield city, Ohio",59436,Ohio,OH,Springfield,"Springfield, OH",https://dayton.craigslist.org/?search_distance=8.4&postal=45506
2195,19831,3949434,"Miamisburg city, Ohio",20042,Ohio,OH,Miamisburg,"Miamisburg, OH",https://dayton.craigslist.org/?search_distance=8.5&postal=45343
420,4739,1254200,"Palm Coast city, Florida",82356,Florida,FL,Palm Coast,"Palm Coast, FL",https://daytona.craigslist.org/?search_distance=13.4&postal=32143
578,4304,1216525,"Daytona Beach city, Florida",65339,Florida,FL,Daytona Beach,"Daytona Beach, FL",https://daytona.craigslist.org/?search_distance=13.6&postal=32115
648,4798,1258575,"Port Orange city, Florida",60315,Florida,FL,Port Orange,"Port Orange, FL",https://daytona.craigslist.org/?search_distance=3.4&postal=32129
3600,4717,1251825,"Orange City city, Florida",11348,Florida,FL,Orange,"Orange City, FL",https://daytona.craigslist.org/?search_distance=4.6&postal=32763
2039,4335,1219825,"Edgewater city, Florida",21620,Florida,FL,Edgewater,"Edgewater, FL",https://daytona.craigslist.org/?search_distance=8.5&postal=32132
379,4313,1217200,"Deltona city, Florida",88005,Florida,FL,Deltona,"Deltona, FL",https://daytona.craigslist.org/?search_distance=8.6&postal=32738
1734,4677,1248625,"New Smyrna Beach city, Florida",25103,Florida,FL,New Smyrna Beach,"New Smyrna Beach, FL",https://daytona.craigslist.org/?search_distance=9.5&postal=32168
1428,4309,1216875,"DeLand city, Florida",30315,Florida,FL,DeLand,no match,https://daytona.craigslist.org/?search_distance=9.5&postal=32720
1008,4724,1253150,"Ormond Beach city, Florida",41238,Florida,FL,Ormond Beach,"Ormond Beach, FL",https://daytona.craigslist.org/?search_distance=9.8&postal=32173
497,6361,1718823,"Decatur city, Illinois",73505,Illinois,IL,Decatur,"Decatur, IL",https://decatur.craigslist.org/?search_distance=6.7&postal=62524
2145,4056,1004130,"Bear CDP, Delaware",20401,Delaware,DE,Bear,"Bear, DE",https://delaware.craigslist.org/?search_distance=3.3&postal=19701
2107,4100,1047030,"Middletown town, Delaware",20754,Delaware,DE,Middletown,"Middletown, DE",https://delaware.craigslist.org/?search_distance=4.6&postal=19709
3790,4101,1047420,"Milford city, Delaware",10645,Delaware,DE,Milford,"Milford, DE",https://delaware.craigslist.org/?search_distance=6.2&postal=19963
2746,11088,2425800,"Elkton town, Maryland",15651,Maryland,MD,Elkton,"Elkton, MD",https://delaware.craigslist.org/?search_distance=7.1&postal=21921
3619,4121,1067310,"Smyrna town, Delaware",11276,Delaware,DE,Smyrna,"Smyrna, DE",https://delaware.craigslist.org/?search_distance=8.2&postal=19977
1138,4072,1021200,"Dover city, Delaware",37109,Delaware,DE,Dover,"Dover, DE",https://delaware.craigslist.org/?search_distance=9.9&postal=19901
1513,24933,4821892,"Eagle Pass city, Texas",28469,Texas,TX,Eagle Pass,"Eagle Pass, TX",https://delrio.craigslist.org/?search_distance=16.7&postal=78852
2650,26147,4874588,"Uvalde city, Texas",16256,Texas,TX,Uvalde,"Uvalde, TX",https://delrio.craigslist.org/?search_distance=19.9&postal=78802
1184,24899,4819792,"Del Rio city, Texas",35951,Texas,TX,Del Rio,"Del Rio, TX",https://delrio.craigslist.org/?search_distance=24.8&postal=78842
1104,3501,808675,"Brighton city, Colorado",38016,Colorado,CO,Brighton,"Brighton, CO",https://denver.craigslist.org/?search_distance=10.4&postal=80602
804,3778,857630,"Parker town, Colorado",51125,Colorado,CO,Parker,"Parker, CO",https://denver.craigslist.org/?search_distance=11&postal=80134
907,3708,845255,"Littleton city, Colorado",45848,Colorado,CO,Littleton,"Littleton, CO",https://denver.craigslist.org/?search_distance=16.7&postal=80125
3624,3606,827810,"Fort Morgan city, Colorado",11251,Colorado,CO,Fort Morgan,"Fort Morgan, CO",https://denver.craigslist.org/?search_distance=17.9&postal=80701
1371,3897,884440,"Wheat Ridge city, Colorado",31162,Colorado,CO,Wheat Ridge,"Wheat Ridge, CO",https://denver.craigslist.org/?search_distance=2.3&postal=80034
19,3562,820000,"Denver city, Colorado",678467,Colorado,CO,Denver,"Denver, CO",https://denver.craigslist.org/?search_distance=20.3&postal=80222
53,3474,804000,"Aurora city, Colorado",357323,Colorado,CO,Aurora,"Aurora, CO",https://denver.craigslist.org/?search_distance=21.6&postal=80018
261,3894,883835,"Westminster city, Colorado",111895,Colorado,CO,Westminster,"Westminster, CO",https://denver.craigslist.org/?search_distance=3.8&postal=80035
768,3543,816495,"Commerce City city, Colorado",52905,Colorado,CO,Commerce,"Commerce City, CO",https://denver.craigslist.org/?search_distance=3.9&postal=80037
1299,3588,824785,"Englewood city, Colorado",33155,Colorado,CO,Englewood,"Englewood, CO",https://denver.craigslist.org/?search_distance=6.4&postal=80110
247,3469,803455,"Arvada city, Colorado",115320,Colorado,CO,Arvada,"Arvada, CO",https://denver.craigslist.org/?search_distance=8&postal=80001
701,3516,812415,"Castle Rock town, Colorado",57274,Colorado,CO,Castle Rock,"Castle Rock, CO",https://denver.craigslist.org/?search_distance=8.8&postal=80108
2532,8277,1914520,"Clive city, Iowa",17134,Iowa,IA,Clive,"Clive, IA",https://desmoines.craigslist.org/?search_distance=1.8&postal=50325
102,8342,1921000,"Des Moines city, Iowa",214778,Iowa,IA,Des Moines,"Des Moines, IA",https://desmoines.craigslist.org/?search_distance=11.2&postal=50309
2178,8549,1939765,"Johnston city, Iowa",20172,Iowa,IA,Johnston,"Johnston, IA",https://desmoines.craigslist.org/?search_distance=3.6&postal=50131
2509,8122,1901630,"Altoona city, Iowa",17354,Iowa,IA,Altoona,"Altoona, IA",https://desmoines.craigslist.org/?search_distance=3.9&postal=50009
980,9023,1979950,"Urbandale city, Iowa",42222,Iowa,IA,Urbandale,"Urbandale, IA",https://desmoines.craigslist.org/?search_distance=4&postal=50323
3657,8474,1933060,"Grimes city, Iowa",11139,Iowa,IA,Grimes,"Grimes, IA",https://desmoines.craigslist.org/?search_distance=5.3&postal=50111
3925,8767,1957675,"Norwalk city, Iowa",10179,Iowa,IA,Norwalk,"Norwalk, IA",https://desmoines.craigslist.org/?search_distance=5.4&postal=50211
2423,9054,1982695,"Waukee city, Iowa",17980,Iowa,IA,Waukee,"Waukee, IA",https://desmoines.craigslist.org/?search_distance=5.7&postal=50263
715,8131,1902305,"Ankeny city, Iowa",56237,Iowa,IA,Ankeny,"Ankeny, IA",https://desmoines.craigslist.org/?search_distance=5.8&postal=50023
608,9071,1983910,"West Des Moines city, Iowa",62999,Iowa,IA,West Des Moines,"West Des Moines, IA",https://desmoines.craigslist.org/?search_distance=5.9&postal=50266
3904,8814,1962040,"Pella city, Iowa",10243,Iowa,IA,Pella,"Pella, IA",https://desmoines.craigslist.org/?search_distance=7.5&postal=50219
2772,8534,1938280,"Indianola city, Iowa",15489,Iowa,IA,Indianola,"Indianola, IA",https://desmoines.craigslist.org/?search_distance=7.9&postal=50125
2837,8755,1956505,"Newton city, Iowa",15085,Iowa,IA,Newton,"Newton, IA",https://desmoines.craigslist.org/?search_distance=8.6&postal=50208
3441,11820,2616160,"Clawson city, Michigan",12006,Michigan,MI,Clawson,"Clawson, MI",https://detroit.craigslist.org/?search_distance=1.7&postal=48017
1144,12060,2647800,"Lincoln Park city, Michigan",37028,Michigan,MI,Lincoln Park,"Lincoln Park, MI",https://detroit.craigslist.org/?search_distance=1.7&postal=48146
2179,11905,2627880,"Ferndale city, Michigan",20159,Michigan,MI,Ferndale,"Ferndale, MI",https://detroit.craigslist.org/?search_distance=1.7&postal=48220
2596,11974,2637420,"Hazel Park city, Michigan",16587,Michigan,MI,Hazel Park,"Hazel Park, MI",https://detroit.craigslist.org/?search_distance=1.9&postal=48030
2811,11749,2607660,"Berkley city, Michigan",15269,Michigan,MI,Berkley,"Berkley, MI",https://detroit.craigslist.org/?search_distance=1.9&postal=48072
3033,11965,2636700,"Harper Woods city, Michigan",13890,Michigan,MI,Harper Woods,"Harper Woods, MI",https://detroit.craigslist.org/?search_distance=1.9&postal=48225
1451,12161,2659920,"Oak Park city, Michigan",29824,Michigan,MI,Oak Park,"Oak Park, MI",https://detroit.craigslist.org/?search_distance=1.9&postal=48237
18,11858,2622000,"Detroit city, Michigan",679865,Michigan,MI,Detroit,"Detroit, MI",https://detroit.craigslist.org/?search_distance=13.1&postal=48209
1310,11877,2624290,"Eastpointe city, Michigan",32601,Michigan,MI,Eastpointe,"Eastpointe, MI",https://detroit.craigslist.org/?search_distance=2&postal=48021
875,12243,2669800,"Roseville city, Michigan",47617,Michigan,MI,Roseville,"Roseville, MI",https://detroit.craigslist.org/?search_distance=2&postal=48066
3705,11980,2638180,"Highland Park city, Michigan",10955,Michigan,MI,Highland Park,"Highland Park, MI",https://detroit.craigslist.org/?search_distance=2&postal=48203
3850,12102,2652940,"Melvindale city, Michigan",10432,Michigan,MI,Melvindale,"Melvindale, MI",https://detroit.craigslist.org/?search_distance=2.1&postal=48122
1436,12076,2650560,"Madison Heights city, Michigan",30173,Michigan,MI,Madison Heights,"Madison Heights, MI",https://detroit.craigslist.org/?search_distance=2.3&postal=48071
1614,11933,2631420,"Garden City city, Michigan",26889,Michigan,MI,Garden,"Garden City, MI",https://detroit.craigslist.org/?search_distance=2.3&postal=48135
2007,11958,2636280,"Hamtramck city, Michigan",21959,Michigan,MI,Hamtramck,"Hamtramck, MI",https://detroit.craigslist.org/?search_distance=2.4&postal=48212
2906,11921,2630420,"Fraser city, Michigan",14616,Michigan,MI,Fraser,"Fraser, MI",https://detroit.craigslist.org/?search_distance=2.6&postal=48026
678,12245,2670040,"Royal Oak city, Michigan",58973,Michigan,MI,Royal Oak,"Royal Oak, MI",https://detroit.craigslist.org/?search_distance=2.8&postal=48073
1583,11700,2601380,"Allen Park city, Michigan",27406,Michigan,MI,Allen Park,"Allen Park, MI",https://detroit.craigslist.org/?search_distance=2.8&postal=48101
1781,12002,2640680,"Inkster city, Michigan",24670,Michigan,MI,Inkster,"Inkster, MI",https://detroit.craigslist.org/?search_distance=3.1&postal=48141
628,12306,2679000,"Taylor city, Michigan",61648,Michigan,MI,Taylor,"Taylor, MI",https://detroit.craigslist.org/?search_distance=3.2&postal=48180
654,12206,2665440,"Pontiac city, Michigan",60039,Michigan,MI,Pontiac,"Pontiac, MI",https://detroit.craigslist.org/?search_distance=3.7&postal=48340
1942,11716,2604105,"Auburn Hills city, Michigan",22644,Michigan,MI,Auburn Hills,"Auburn Hills, MI",https://detroit.craigslist.org/?search_distance=3.8&postal=48326
422,12354,2686000,"Westland city, Michigan",82172,Michigan,MI,Westland,"Westland, MI",https://detroit.craigslist.org/?search_distance=4.3&postal=48186
718,11852,2621020,"Dearborn Heights city, Michigan",56201,Michigan,MI,Dearborn Heights,"Dearborn Heights, MI",https://detroit.craigslist.org/?search_distance=4.4&postal=48127
337,12063,2649000,"Livonia city, Michigan",94708,Michigan,MI,Livonia,"Livonia, MI",https://detroit.craigslist.org/?search_distance=4.4&postal=48152
658,12249,2670760,"St. Clair Shores city, Michigan",59865,Michigan,MI,St. Clair Shores,no match,https://detroit.craigslist.org/?search_distance=4.8&postal=48081
2096,11758,2608640,"Birmingham city, Michigan",20836,Michigan,MI,Birmingham,"Birmingham, MI",https://detroit.craigslist.org/?search_distance=4.9&postal=48009
198,12342,2684000,"Warren city, Michigan",135147,Michigan,MI,Warren,"Warren, MI",https://detroit.craigslist.org/?search_distance=4.9&postal=48397
414,12316,2680700,"Troy city, Michigan",83336,Michigan,MI,Troy,"Troy, MI",https://detroit.craigslist.org/?search_distance=5.2&postal=48099
331,11851,2621000,"Dearborn city, Michigan",95295,Michigan,MI,Dearborn,"Dearborn, MI",https://detroit.craigslist.org/?search_distance=5.2&postal=48121
202,12295,2676460,"Sterling Heights city, Michigan",131996,Michigan,MI,Sterling Heights,"Sterling Heights, MI",https://detroit.craigslist.org/?search_distance=5.3&postal=48314
3816,11900,2627380,"Farmington city, Michigan",10560,Michigan,MI,Farmington,"Farmington, MI",https://detroit.craigslist.org/?search_distance=5.7&postal=48331
2626,12128,2655820,"Mount Clemens city, Michigan",16383,Michigan,MI,Mount Clemens,"Mount Clemens, MI",https://detroit.craigslist.org/?search_distance=5.8&postal=48043
502,12277,2674900,"Southfield city, Michigan",73228,Michigan,MI,Southfield,"Southfield, MI",https://detroit.craigslist.org/?search_distance=9.4&postal=48086
1555,159,124184,"Enterprise city, Alabama",27776,Alabama,AL,Enterprise,"Enterprise, AL",https://dothan.craigslist.org/?search_distance=12.9&postal=36330
549,140,121184,"Dothan city, Alabama",67784,Alabama,AL,Dothan,"Dothan, AL",https://dothan.craigslist.org/?search_distance=13.3&postal=36305
2918,405,157648,"Ozark city, Alabama",14546,Alabama,AL,Ozark,"Ozark, AL",https://dothan.craigslist.org/?search_distance=9&postal=36361
3397,28891,5563250,"Platteville city, Wisconsin",12194,Wisconsin,WI,Platteville,"Platteville, WI",https://dubuque.craigslist.org/?search_distance=7.8&postal=53818
686,8360,1922395,"Dubuque city, Iowa",58410,Iowa,IA,Dubuque,"Dubuque, IA",https://dubuque.craigslist.org/?search_distance=9.4&postal=52002
2661,12752,2728790,"Hibbing city, Minnesota",16183,Minnesota,MN,Hibbing,"Hibbing, MN",https://duluth.craigslist.org/?search_distance=13.5&postal=55747
397,12595,2717000,"Duluth city, Minnesota",86066,Minnesota,MN,Duluth,"Duluth, MN",https://duluth.craigslist.org/?search_distance=22.3&postal=55807
1633,29015,5578650,"Superior city, Wisconsin",26473,Wisconsin,WI,Superior,"Superior, WI",https://duluth.craigslist.org/?search_distance=7.3&postal=54880
3449,12536,2712160,"Cloquet city, Minnesota",11965,Minnesota,MN,Cloquet,"Cloquet, MN",https://duluth.craigslist.org/?search_distance=8.7&postal=55720
2592,11075,2424475,"Easton town, Maryland",16606,Maryland,MD,Easton,"Easton, MD",https://easternshore.craigslist.org/?search_distance=6&postal=21601
3325,10998,2412400,"Cambridge city, Maryland",12484,Maryland,MD,Cambridge,"Cambridge, MD",https://easternshore.craigslist.org/?search_distance=7.3&postal=21613
1325,11356,2469925,"Salisbury city, Maryland",32368,Maryland,MD,Salisbury,"Salisbury, MD",https://easternshore.craigslist.org/?search_distance=9.2&postal=21804
3474,5842,1607840,"Blackfoot city, Idaho",11850,Idaho,ID,Blackfoot,"Blackfoot, ID",https://eastidaho.craigslist.org/?search_distance=16.2&postal=83221
1589,6001,1667420,"Rexburg city, Idaho",27369,Idaho,ID,Rexburg,"Rexburg, ID",https://eastidaho.craigslist.org/?search_distance=16.2&postal=83441
666,5923,1639700,"Idaho Falls city, Idaho",59414,Idaho,ID,Idaho Falls,"Idaho Falls, ID",https://eastidaho.craigslist.org/?search_distance=17.5&postal=83404
3859,29216,5640120,"Jackson town, Wyoming",10413,Wyoming,WY,Jackson,"Jackson, WY",https://eastidaho.craigslist.org/?search_distance=18.6&postal=83002
741,5992,1664090,"Pocatello city, Idaho",54658,Idaho,ID,Pocatello,"Pocatello, ID",https://eastidaho.craigslist.org/?search_distance=21&postal=83206
834,18754,3774540,"Wilson city, North Carolina",49237,North Carolina,NC,Wilson,"Wilson, NC",https://eastnc.craigslist.org/?search_distance=10.9&postal=27893
2086,18379,3735920,"Kinston city, North Carolina",21004,North Carolina,NC,Kinston,"Kinston, NC",https://eastnc.craigslist.org/?search_distance=11.3&postal=28504
731,18583,3757500,"Rocky Mount city, North Carolina",55373,North Carolina,NC,Rocky Mount,"Rocky Mount, NC",https://eastnc.craigslist.org/?search_distance=11.9&postal=27804
1206,18292,3726880,"Goldsboro city, North Carolina",35432,North Carolina,NC,Goldsboro,"Goldsboro, NC",https://eastnc.craigslist.org/?search_distance=13.3&postal=27531
364,18303,3728080,"Greenville city, North Carolina",90347,North Carolina,NC,Greenville,"Greenville, NC",https://eastnc.craigslist.org/?search_distance=7.6&postal=27833
2834,18576,3756900,"Roanoke Rapids city, North Carolina",15107,North Carolina,NC,Roanoke Rapids,"Roanoke Rapids, NC",https://eastnc.craigslist.org/?search_distance=8.5&postal=27870
3686,18684,3766700,"Tarboro town, North Carolina",11038,North Carolina,NC,Tarboro,"Tarboro, NC",https://eastnc.craigslist.org/?search_distance=9.5&postal=27886
2717,26056,4870904,"Sulphur Springs city, Texas",15849,Texas,TX,Sulphur Springs,"Sulphur Springs, TX",https://easttexas.craigslist.org/?search_distance=11.9&postal=75483
421,25434,4843888,"Longview city, Texas",82219,Texas,TX,Longview,"Longview, TX",https://easttexas.craigslist.org/?search_distance=14.9&postal=75604
2387,25688,4854708,"Palestine city, Texas",18318,Texas,TX,Palestine,"Palestine, TX",https://easttexas.craigslist.org/?search_distance=16.2&postal=75802
304,26138,4874144,"Tyler city, Texas",102561,Texas,TX,Tyler,"Tyler, TX",https://easttexas.craigslist.org/?search_distance=20.2&postal=75704
