,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0014002786856492566,0.025423263265222144,0.2174060766686084,0.07051737609812661,0.060582618205979405,0.016093254699011014,0.008736285627644547,0.002965881762785634,0.004173394875693936,0.002958305284984777,0.18412502932207336,0.682454886546364,0.08312384911834515,0.004451265761043946,0.02186468461871911,0.14473207226397275,0.278397678370124,0.11224710234080015
1,0.008032233122044171,0.04588207363186171,0.4775215713980123,0.39670452640659754,0.08946723495116064,0.028452514503205593,0.015406585214137554,0.006093841885090617,0.0070009121335405195,0.006350941157616091,0.2298574441431585,0.6761491962269162,0.03602634526117137,0.008947866416145539,0.028039574924641514,0.19591761016982906,0.25805359436280445,0.09357691295710072
2,0.002104473377429457,0.014715042433300704,0.2120369915704483,0.9049910447449115,0.07372026164623433,0.02009807928917383,0.011955556168923867,0.0036764178592252664,0.0050192175284866315,0.003865931775322485,0.2103834840495769,0.6417708831873257,0.051206466696950684,0.007909144869176548,0.04052280200895859,0.22799452120813404,0.21036510664783634,0.06647307885331372
3,0.0004143933823314516,0.6266698747210494,0.5687180780081593,0.17191683316683315,0.02883904478362712,0.0036985584302367076,0.004792985660678747,0.0012328528099556171,0.002054136711572739,0.0,0.11989795918367346,0.7571243523316062,0.0584261569618742,0.0,0.0,0.09571243851358134,0.7284478832210546,0.12343251319603668
4,0.00017640725409074276,0.008464913006821265,0.6768835590607635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32539682539682535,0.06390328151986184,0.5672869046345722,0.0,0.0,0.029455056501602545,0.10995786826643673,0.20567472814993615
5,0.00013977751721305374,0.3427025630622809,0.7474296074624487,0.7919999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.2811791383219955,0.2245250431778929,0.0,0.0,0.0,0.025375969381281158,0.04973920271633967,0.09728133087542933
6,0.0018733187827548758,0.2937042821835114,0.1213155777246938,0.4891988011988011,0.10867296204788862,0.033570275573148504,0.012852486433326685,0.0,0.0064262432166633425,0.0023141435416481056,0.6275510204081634,0.4151554404145078,0.0,0.0,0.12875251988014944,0.5865288657653349,0.08544740900021866,0.07698741586935043
7,0.0009134248375334783,0.6591987379913784,0.7813116028503186,0.31399999999999995,0.17212382420953776,0.0,0.0,0.0,0.0,0.0,0.2925170068027211,0.7240932642487046,0.43676577717418125,0.0,0.0013861235212430105,0.2668045851062396,0.35984013339033505,0.17785557106387392
8,0.0007518058655119727,0.0074122037169821325,0.05968753734029404,0.0,0.9484513246125752,0.07220412608262107,0.0,0.0,0.0,0.0,0.16496598639455784,0.7363989637305699,0.2508525878863338,0.008632759983709565,0.009564548564671316,0.13587732238576541,0.1791783862619925,0.2468743802816038
9,1.0,0.96555482162127,0.9175348685126318,0.4349999999999999,0.11535617913450848,0.01479423372094683,0.01917194264271499,0.0049314112398224684,0.008216546846290956,0.0,0.2653061224489796,0.6502590673575129,0.0003184674051106269,0.0,0.0173347914890713,0.2832401555777089,0.3744600465026682,0.0939069314576991
10,0.01073266877638364,0.06945877795128033,0.6704666429652131,0.4589999999999999,0.0764440596800064,0.2986154423891114,0.2764126232615316,0.09953848078641664,0.2764126232615316,0.0,0.7551020408163266,0.4067357512953367,0.015776015098756518,0.017635299599694856,0.06462354630709452,0.5991915764559724,0.09579715514700557,0.05769528822749161
11,0.010021896009735716,0.04528973840604877,0.2617038002690927,0.2424849699398797,0.0,1.0,0.0,1.0,0.0,1.0,0.22789115646258504,0.7409326424870466,0.02950597131060836,0.0010174613623594327,0.01925869513297537,0.16304274410804065,0.3712955921323935,1.0
12,0.007189326250545062,0.14338216623035965,0.6248998949721184,0.7629999999999998,0.4273505799720744,0.0,0.0,0.0,0.0,0.0,0.1870748299319728,0.6049222797927462,0.006087655009782261,0.0,0.015017529186269384,0.6159747220874441,0.5213114752765213,0.11492451243252998
13,0.005740074607759815,0.03188138478136115,0.39073564772667735,0.7699999999999999,0.17515907634111347,0.36010830334704697,1.0,0.0,1.0,0.36010830334704697,0.22789115646258504,0.5556994818652851,0.05825180914753377,0.011856380149621896,0.031193476866527545,0.26755811618738823,0.2629430255448649,0.23838521309068245
14,0.002393012916658386,0.004828630752830164,0.5951569190863071,0.5639999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612246,0.10621761658031087,0.04464796645264547,0.0,0.016094015323887382,0.08612858033953537,0.10504314399893663,0.07822388373187704
15,0.002301126832022651,0.3804623716692968,0.6271194067085448,0.7532467532467528,0.1082761358320594,0.04912885563914425,0.0,0.0,0.0,0.0,0.48979591836734704,0.6852331606217616,0.05191233743659485,0.002422376152228991,0.05447806492002677,0.6161090874553631,0.04778593803825143,0.07398467402266229
16,0.0015904709687902952,0.0,0.3155799006052845,0.0,0.22898907849518765,0.10858620213694953,0.30153762389728017,0.0,0.0,0.0,0.0782312925170068,0.8005181347150259,0.12025473321028544,0.36617686579753705,0.04570585662209089,0.0650755467201247,0.3315689263901963,0.1558018599078189
17,0.0014602405638485538,0.1320325588136591,0.12583062638663198,0.9999999999999998,0.040875369487340434,0.01700134770708809,0.02145989206248126,0.004636731192378533,0.0042919784129683706,0.00618230825650471,0.5408163265306123,0.427461139896373,0.029399363890041517,0.006355315316814262,0.0850020842573654,1.0,0.1790862897748657,0.04783868240723802
18,0.0012084306067170366,0.0008376527102801447,0.6692788415902604,0.9999999999999998,0.10531387532193616,0.07641628688889064,0.0,0.0,0.0,0.0,0.163265306122449,0.8018134715025906,0.2398888610656807,0.4417439161609551,0.010789689327729422,0.09390744303754166,0.4122129382392651,0.11660822620572253
19,0.0009977706518651355,0.00830873067355114,0.5730620224648288,0.9999999999999998,0.12020714068777195,0.3513870539144888,0.0,0.0,0.4878907965305187,0.0,0.2925170068027211,0.6619170984455959,0.02335233973847741,0.0007133653647721199,0.006316236654949834,0.2281321797042712,0.04660440913577973,0.04980947855302895
20,0.0009194453634351836,0.0050982674583356005,0.21548132740529646,0.6189999999999999,0.25128161742770794,0.3292531976370722,0.3047723833301301,0.0,0.0,0.0,0.2414965986394557,0.5673575129533679,0.0070509758999774816,0.0012463873834393773,0.05932785930532425,0.25041355132019943,0.11454440851921704,0.11696074510772872
21,0.0009155875507214693,0.0,0.16556692607094295,0.0,0.07902347393203793,0.008275090026529605,0.010340751594249123,0.0008275090026529608,0.008042806795527095,0.003310036010611843,0.1598639455782313,0.6360103626943004,0.2099395587948634,0.7496163298895696,0.006106231145927807,0.06966038780895288,0.3128401727677942,0.1892222872853808
