,p_GEO.id2,p_GEO.display-label,p_HC01_VC03
185,127616,"Fort Payne city, Alabama",14017
15937,3412385,"Cherry Hill Mall CDP, New Jersey",14017
17352,3638539,"Jericho CDP, New York",14014
5649,1380956,"Waycross city, Georgia",14009
26778,5109248,"Brandermill CDP, Virginia",13996
19298,3908602,"Bridgetown CDP, Ohio",13993
27594,5337430,"Lakeland South CDP, Washington",13982
3997,957670,"Orange CDP, Connecticut",13981
11341,2466850,"Riviera Beach CDP, Maryland",13977
20158,3971892,"Sharonville city, Ohio",13974
23976,4649600,"Pierre city, South Dakota",13974
15950,3414260,"Collingswood borough, New Jersey",13969
14621,2977416,"Washington city, Missouri",13963
1196,452930,"Paradise Valley town, Arizona",13961
3850,873935,"Sterling city, Colorado",13961
4836,1262500,"St. Augustine city, Florida",13952
19865,3951310,"Monroe city, Ohio",13946
16142,3445690,"Metuchen borough, New Jersey",13940
6588,1733695,"Hazel Crest village, Illinois",13935
18566,3755900,"Reidsville city, North Carolina",13933
17612,3654881,"Oneonta city, New York",13932
2746,644826,"McFarland city, California",13930
27508,5324915,"Fort Lewis CDP, Washington",13920
28473,5514575,"Chippewa Falls city, Wisconsin",13920
1631,533482,"Hot Springs Village CDP, Arkansas",13918
19818,3948342,"Maumee city, Ohio",13917
16312,3469900,"Springdale CDP, New Jersey",13916
6752,1743536,"Lincoln city, Illinois",13912
1993,603204,"Auburn city, California",13911
17609,3654716,"Olean city, New York",13911
28346,5501150,"Allouez village, Wisconsin",13898
7404,1782985,"Wood Dale city, Illinois",13897
5225,1324264,"Druid Hills CDP, Georgia",13895
11965,2636700,"Harper Woods city, Michigan",13890
16144,3445900,"Middlesex borough, New Jersey",13875
5962,1654730,"Mountain Home city, Idaho",13867
26782,5109952,"Broadlands CDP, Virginia",13859
281,138416,"Jasper city, Alabama",13854
6601,1734514,"Hickory Hills city, Illinois",13852
17248,3630543,"Greenlawn CDP, New York",13850
26905,5127200,"Falls Church city, Virginia",13843
12773,2730644,"Hutchinson city, Minnesota",13836
24667,4809160,"Boerne city, Texas",13834
2701,642006,"Livingston city, California",13831
5441,1353186,"Mountain Park CDP, Georgia",13830
23204,4284512,"Whitehall borough, Pennsylvania",13828
22758,4262432,"Pottsville city, Pennsylvania",13827
17185,3626759,"Fort Drum CDP, New York",13819
10694,2265150,"River Ridge CDP, Louisiana",13809
28293,5479545,"Teays Valley CDP, West Virginia",13805
200,129056,"Gardendale city, Alabama",13799
12263,2671740,"Sault Ste. Marie city, Michigan",13798
27911,5377665,"West Richland city, Washington",13797
24210,4723500,"Elizabethton city, Tennessee",13796
19804,3947628,"Marietta city, Ohio",13795
21981,4223832,"Ephrata borough, Pennsylvania",13785
19381,3915070,"Circleville city, Ohio",13780
12365,2688140,"Wixom city, Michigan",13777
7349,1779267,"Wauconda village, Illinois",13776
14278,2949034,"Moberly city, Missouri",13775
7255,1774119,"Swansea village, Illinois",13753
25398,4842448,"Levelland city, Texas",13752
4935,1271725,"Thonotosassa CDP, Florida",13743
5187,1320064,"Covington city, Georgia",13728
2599,638520,"King City city, California",13721
16271,3464650,"Roselle Park borough, New Jersey",13709
12900,2740688,"Marshall city, Minnesota",13706
16365,3479100,"West Freehold CDP, New Jersey",13703
370,153016,"Muscle Shoals city, Alabama",13701
10336,2203985,"Baker city, Louisiana",13694
16244,3460975,"Princeton Meadows CDP, New Jersey",13692
22221,4236816,"Indiana borough, Pennsylvania",13690
19772,3945556,"Lyndhurst city, Ohio",13678
17532,3649825,"Nesconset CDP, New York",13674
4090,1035850,"Hockessin CDP, Delaware",13672
23353,4512655,"Cayce city, South Carolina",13668
7088,1763706,"Richton Park village, Illinois",13661
19267,3906278,"Bexley city, Ohio",13659
17802,3666481,"Setauket-East Setauket CDP, New York",13654
5802,1574450,"Waianae CDP, Hawaii",13636
6130,1704303,"Beach Park village, Illinois",13631
23139,4281328,"Washington city, Pennsylvania",13624
27469,5320155,"East Wenatchee city, Washington",13624
18327,3730720,"Hendersonville city, North Carolina",13620
17116,3622315,"East Islip CDP, New York",13616
11145,2433400,"Glenn Dale CDP, Maryland",13606
12649,2720906,"Fergus Falls city, Minnesota",13606
9960,2128486,"Fort Campbell North CDP, Kentucky",13600
2146,611446,"Carpinteria city, California",13593
25171,4833560,"Hidalgo city, Texas",13593
2945,655380,"Palos Verdes Estates city, California",13591
24329,4745100,"McMinnville city, Tennessee",13591
6706,1740793,"La Grange Park village, Illinois",13587
10355,2206120,"Belle Chasse CDP, Louisiana",13585
4329,1219275,"East Milton CDP, Florida",13583
12980,2747068,"North Mankato city, Minnesota",13583
5774,1556685,"Ocean Pointe CDP, Hawaii",13579
18537,3752260,"Piney Green CDP, North Carolina",13573
4978,1275200,"Warrington CDP, Florida",13569
24106,4702320,"Athens city, Tennessee",13559
4063,1009850,"Brookside CDP, Delaware",13554
15799,3341300,"Lebanon city, New Hampshire",13544
4388,1225000,"Fruitville CDP, Florida",13541
4399,1225987,"Gladeview CDP, Florida",13539
17763,3664584,"St. James CDP, New York",13536
2489,631393,"Grover Beach city, California",13524
19292,3908364,"Brecksville city, Ohio",13522
18404,3738040,"Lewisville town, North Carolina",13516
11160,2437600,"Havre de Grace city, Maryland",13511
22901,4269720,"Sharon city, Pennsylvania",13505
13497,2849240,"Moss Point city, Mississippi",13501
2919,653714,"Olivehurst CDP, California",13500
2110,609780,"California City city, California",13495
15726,3268550,"Spring Creek CDP, Nevada",13482
14021,2928090,"Grain Valley city, Missouri",13480
27753,5355785,"Port Orchard city, Washington",13476
19498,3925396,"Englewood city, Ohio",13475
410,158896,"Pell City city, Alabama",13465
17270,3631896,"Hampton Bays CDP, New York",13457
21373,4154325,"Oatfield CDP, Oregon",13457
28661,5536250,"Hudson city, Wisconsin",13456
27626,5340805,"Lynden city, Washington",13452
11186,2443200,"Kemp Mill CDP, Maryland",13445
16592,3539940,"Las Vegas city, New Mexico",13445
10995,2412150,"California CDP, Maryland",13440
4508,1235550,"Jensen Beach CDP, Florida",13438
3713,845955,"Lone Tree city, Colorado",13430
20824,4048000,"Miami city, Oklahoma",13428
25164,4833212,"Henderson city, Texas",13428
18641,3763120,"Southern Pines town, North Carolina",13426
4315,1217325,"Destin city, Florida",13421
22964,4272403,"South Park Township CDP, Pennsylvania",13419
19246,3905130,"Bellefontaine city, Ohio",13418
25836,4861568,"Rendon CDP, Texas",13415
23320,4504690,"Beaufort city, South Carolina",13413
27251,5178688,"Timberlake CDP, Virginia",13413
21900,4220352,"Dunmore borough, Pennsylvania",13412
3951,933690,"Greenwich CDP, Connecticut",13399
2884,651637,"North Auburn CDP, California",13395
12470,2707300,"Brainerd city, Minnesota",13394
7339,1778929,"Warrenville city, Illinois",13373
27104,5155752,"Newington CDP, Virginia",13373
22503,4250672,"Montgomeryville CDP, Pennsylvania",13370
28975,5573725,"Shorewood village, Wisconsin",13367
24454,4769560,"Soddy-Daisy city, Tennessee",13364
4740,1254250,"Palmetto city, Florida",13363
3212,672506,"Solana Beach city, California",13362
2364,622454,"El Sobrante CDP (Contra Costa County), California",13358
13121,2758684,"Sauk Rapids city, Minnesota",13354
5298,1335716,"Grovetown city, Georgia",13353
4660,1247050,"Mount Dora city, Florida",13350
2634,639598,"Lakeland Village CDP, California",13343
18730,3771460,"Waxhaw town, North Carolina",13343
24562,4803216,"Andrews city, Texas",13333
3137,668224,"San Marino city, California",13331
25964,4866392,"Seabrook city, Texas",13325
25420,4843240,"Lockhart city, Texas",13319
4643,1245350,"Middleburg CDP, Florida",13316
12936,2743774,"Monticello city, Minnesota",13316
17865,3671608,"Stony Brook CDP, New York",13308
5427,1352192,"Monroe city, Georgia",13298
7456,1804114,"Bedford city, Indiana",13292
21707,4210464,"Butler city, Pennsylvania",13292
4339,1220275,"Elfers CDP, Florida",13291
29065,5584350,"Waunakee village, Wisconsin",13284
13202,2766460,"Vadnais Heights city, Minnesota",13283
11191,2443900,"Kettering CDP, Maryland",13282
20299,3980990,"Warrensville Heights city, Ohio",13278
25323,4840342,"La Homa CDP, Texas",13260
27059,5149784,"Martinsville city, Virginia",13256
21418,4164600,"St. Helens city, Oregon",13254
24714,4811080,"Buda city, Texas",13253
12971,2746042,"New Ulm city, Minnesota",13249
27589,5337270,"Lake Forest Park city, Washington",13247
7246,1773170,"Streator city, Illinois",13241
4152,1202400,"Atlantic Beach city, Florida",13224
5747,1542950,"Lahaina CDP, Hawaii",13223
4471,1232400,"Homosassa Springs CDP, Florida",13217
73,111416,"Calera city, Alabama",13216
23558,4553080,"Orangeburg city, South Carolina",13215
11574,2546225,"North Adams city, Massachusetts",13211
19530,3928014,"Fostoria city, Ohio",13211
10959,2406662,"Bensville CDP, Maryland",13208
12391,2700928,"Alexandria city, Minnesota",13203
20267,3978932,"University Heights city, Ohio",13201
21546,4202896,"Ardmore CDP, Pennsylvania",13193
7078,1762783,"Rantoul village, Illinois",13190
7364,1780242,"Western Springs village, Illinois",13187
19387,3915644,"Clayton city, Ohio",13187
2041,606406,"Big Bear City CDP, California",13186
25040,4827102,"Four Corners CDP, Texas",13178
5281,1332482,"Georgetown CDP, Georgia",13171
27498,5323620,"Ferndale city, Washington",13171
21795,4214712,"Coatesville city, Pennsylvania",13169
2691,641712,"Lindsay city, California",13167
5812,1577750,"Waimalu CDP, Hawaii",13158
16140,3445480,"Mercerville CDP, New Jersey",13154
19864,3951212,"Monfort Heights CDP, Ohio",13154
15521,3146030,"South Sioux City city, Nebraska",13145
16190,3453850,"Oakland borough, New Jersey",13145
13273,2771734,"Worthington city, Minnesota",13142
7190,1769524,"Shiloh village, Illinois",13141
23153,4282008,"Weigelstown CDP, Pennsylvania",13135
1997,603302,"Avenal city, California",13119
24630,4807192,"Beeville city, Texas",13117
23875,4631060,"Huron city, South Dakota",13116
22448,4248360,"Meadville city, Pennsylvania",13105
17737,3663319,"Rocky Point CDP, New York",13094
16292,3467320,"Short Hills CDP, New Jersey",13092
27602,5337920,"Lake Tapps CDP, Washington",13091
9492,2043950,"McPherson city, Kansas",13089
10579,2246615,"Luling CDP, Louisiana",13088
25947,4865726,"Santa Fe city, Texas",13086
2066,607414,"Bonita CDP, California",13082
4523,1236300,"Key Biscayne village, Florida",13074
16255,3462940,"Ridgefield Park village, New Jersey",13070
1180,449270,"New Kingman-Butler CDP, Arizona",13060
1604,530460,"Harrison city, Arkansas",13058
29005,5577675,"Stoughton city, Wisconsin",13058
17216,3628640,"Geneva city, New York",13048
10420,2218650,"Crowley city, Louisiana",13047
3614,828745,"Fruita city, Colorado",13039
9801,2103628,"Bardstown city, Kentucky",13034
27016,5143464,"Lakeside CDP, Virginia",13033
15768,3312900,"Claremont city, New Hampshire",13028
7096,1764278,"Riverdale village, Illinois",13025
7539,1814932,"Connersville city, Indiana",13022
7445,1802674,"Auburn city, Indiana",13004
9277,2020075,"El Dorado city, Kansas",13003
21307,4140350,"La Grande city, Oregon",12999
2221,614974,"Commerce city, California",12998
27240,5176464,"Sugarland Run CDP, Virginia",12994
26981,5139064,"Huntington CDP, Virginia",12992
18498,3747000,"Newton city, North Carolina",12991
12232,2669020,"Rochester city, Michigan",12987
17152,3624515,"Endicott village, New York",12980
6671,1738830,"Justice village, Illinois",12973
2861,650132,"Muscoy CDP, California",12968
11387,2475810,"Summerfield CDP, Maryland",12963
20316,3983090,"West Carrollton city, Ohio",12963
22273,4239784,"Kingston borough, Pennsylvania",12959
17728,3661665,"Ridge CDP, New York",12958
3281,678092,"Tehachapi city, California",12948
27820,5365205,"Snoqualmie city, Washington",12944
13883,2918253,"Dardenne Prairie city, Missouri",12938
27331,5302910,"Artondale CDP, Washington",12937
11270,2455400,"New Carrollton city, Maryland",12932
20656,4029600,"Glenpool city, Oklahoma",12929
17867,3671663,"Stony Point CDP, New York",12920
24675,4809556,"Borger city, Texas",12919
28281,5475292,"South Charleston city, West Virginia",12902
2471,630798,"Grass Valley city, California",12893
19594,3932340,"Greenville city, Ohio",12892
6597,1734358,"Herrin city, Illinois",12886
19762,3945108,"Loveland city, Ohio",12884
3859,875640,"Superior town, Colorado",12879
16044,3429370,"Hamilton Square CDP, New Jersey",12877
10781,2280955,"West Monroe city, Louisiana",12874
12947,2744530,"Mounds View city, Minnesota",12872
2757,645246,"Malibu city, California",12871
28606,5529400,"Glendale city, Wisconsin",12868
14244,2946316,"Marshall city, Missouri",12865
14477,2963956,"St. Ann city, Missouri",12864
25763,4858940,"Port Neches city, Texas",12840
25030,4826544,"Forest Hill city, Texas",12831
19462,3922456,"Dover city, Ohio",12826
6688,1739727,"Kewanee city, Illinois",12808
13990,2926182,"Fulton city, Missouri",12807
13330,2811100,"Canton city, Mississippi",12800
3265,677308,"Sun Village CDP, California",12794
6524,1729639,"Glen Carbon village, Illinois",12776
2132,610561,"Camp Pendleton South CDP, California",12770
19240,3904878,"Bedford city, Ohio",12766
5198,1321324,"Dallas city, Georgia",12760
23423,4528060,"Gaffney city, South Carolina",12756
4692,1249600,"North Palm Beach village, Florida",12749
6272,1712684,"Chatham village, Illinois",12749
18656,3764180,"Spring Lake town, North Carolina",12746
27757,5356170,"Prairie Ridge CDP, Washington",12733
11543,2537595,"Lynnfield CDP, Massachusetts",12732
280,138272,"Jacksonville city, Alabama",12731
13408,2829460,"Grenada city, Mississippi",12719
16175,3451810,"New Providence borough, New Jersey",12716
20345,3985036,"Wickliffe city, Ohio",12712
19408,3918350,"Conneaut city, Ohio",12708
5163,1316544,"Clarkston city, Georgia",12702
3938,919480,"Derby city, Connecticut",12700
21119,4082150,"Woodward city, Oklahoma",12687
11183,2442875,"Joppatowne CDP, Maryland",12686
22582,4253736,"New Kensington city, Pennsylvania",12679
9127,2001800,"Andover city, Kansas",12661
20064,3964486,"Powell city, Ohio",12658
24586,4804504,"Athens city, Texas",12653
6819,1747007,"Markham city, Illinois",12649
27093,5154144,"Mount Vernon CDP, Virginia",12648
6754,1743744,"Lincolnwood village, Illinois",12637
5636,1379612,"Vinings CDP, Georgia",12635
4407,1226475,"Goldenrod CDP, Florida",12634
24303,4740350,"Lakeland city, Tennessee",12623
13467,2843280,"McComb city, Mississippi",12620
3110,664434,"San Anselmo town, California",12619
10606,2250885,"Minden city, Louisiana",12614
22852,4267344,"St. Marys city, Pennsylvania",12603
20251,3977322,"Trenton city, Ohio",12601
4885,1267325,"South Daytona city, Florida",12597
355,151096,"Moody city, Alabama",12585
1347,479830,"Verde Village CDP, Arizona",12584
6262,1712164,"Centralia city, Illinois",12582
2495,631708,"Half Moon Bay city, California",12565
12369,2688380,"Woodhaven city, Michigan",12565
13072,2755186,"Rogers city, Minnesota",12564
4049,987140,"Windsor Locks CDP, Connecticut",12563
5375,1346356,"Lilburn city, Georgia",12559
7005,1757381,"Palos Heights city, Illinois",12545
16386,3482423,"Woodland Park borough, New Jersey",12542
23563,4554535,"Parker CDP, South Carolina",12540
8200,1907480,"Boone city, Iowa",12538
3849,873825,"Steamboat Springs city, Colorado",12520
6415,1722736,"Effingham city, Illinois",12517
4296,1216062,"Cypress Lake CDP, Florida",12505
7399,1782530,"Winnetka village, Illinois",12504
28893,5563525,"Plover village, Wisconsin",12494
514,174352,"Sylacauga city, Alabama",12492
10621,2252425,"Moss Bluff CDP, Louisiana",12491
27593,5337420,"Lakeland North CDP, Washington",12487
10998,2412400,"Cambridge city, Maryland",12484
4476,1232825,"Hudson CDP, Florida",12477
17768,3664842,"Salisbury CDP, New York",12474
162,124568,"Eufaula city, Alabama",12467
1710,544180,"Marion city, Arkansas",12467
29048,5582600,"Verona city, Wisconsin",12465
4752,1254725,"Panama City Beach city, Florida",12461
6268,1712476,"Channahon village, Illinois",12455
276,137864,"Irondale city, Alabama",12453
16257,3463150,"Ringwood borough, New Jersey",12451
3595,826270,"Federal Heights city, Colorado",12449
25472,4845120,"Lumberton city, Texas",12449
2466,630658,"Grand Terrace city, California",12439
21803,4215328,"Colonial Park CDP, Pennsylvania",12438
25113,4830806,"Greatwood CDP, Texas",12437
17577,3653264,"North Merrick CDP, New York",12436
10346,2205175,"Bayou Blue CDP, Louisiana",12434
26195,4877196,"Wells Branch CDP, Texas",12431
21726,4211348,"Carnot-Moon CDP, Pennsylvania",12430
28582,5526675,"Fort Atkinson city, Wisconsin",12429
25076,4829168,"Gatesville city, Texas",12426
17639,3656660,"Patchogue village, New York",12425
21198,4115550,"Cornelius city, Oregon",12423
19516,3927104,"Finneytown CDP, Ohio",12413
5025,1278000,"Wilton Manors city, Florida",12407
20358,3985792,"Wilmington city, Ohio",12396
29200,5633740,"Green River city, Wyoming",12396
27274,5182371,"Wakefield CDP, Virginia",12393
17880,3673352,"Terryville CDP, New York",12379
6949,1753871,"Northlake city, Illinois",12376
2660,640438,"Larkspur city, California",12367
11894,2626360,"Escanaba city, Michigan",12364
10319,2200100,"Abbeville city, Louisiana",12350
2755,645120,"Magalia CDP, California",12346
4549,1238262,"Lakeland Highlands CDP, Florida",12345
25761,4858916,"Port Lavaca city, Texas",12331
18192,3716400,"Davidson town, North Carolina",12325
9583,2053550,"Ottawa city, Kansas",12321
12141,2657100,"New Baltimore city, Michigan",12315
3526,813590,"Cherry Creek CDP, Colorado",12310
15081,3103390,"Beatrice city, Nebraska",12309
13320,2808820,"Brookhaven city, Mississippi",12289
3596,826600,"Firestone town, Colorado",12282
27105,5155758,"Newington Forest CDP, Virginia",12282
5087,1304896,"Bainbridge city, Georgia",12280
5013,1277075,"Westwood Lakes CDP, Florida",12273
4769,1256500,"Pine Castle CDP, Florida",12270
15978,3419840,"Eatontown borough, New Jersey",12258
24410,4760280,"Portland city, Tennessee",12258
25085,4829840,"Glenn Heights city, Texas",12257
4890,1267550,"South Miami city, Florida",12255
1736,547390,"Mountain Home city, Arkansas",12253
24343,4748360,"Middle Valley CDP, Tennessee",12252
5043,1279175,"Yulee CDP, Florida",12244
16067,3432415,"Holiday City-Berkeley CDP, New Jersey",12242
12984,2747221,"North St. Paul city, Minnesota",12241
11597,2552144,"Palmer Town city, Massachusetts",12237
20603,4023500,"Elk City city, Oklahoma",12236
16305,3468460,"Somerville borough, New Jersey",12234
7995,1871828,"Speedway town, Indiana",12229
20523,4014200,"Choctaw city, Oklahoma",12228
2773,646170,"Marysville city, California",12225
4429,1228175,"Gulfport city, Florida",12222
29010,5577975,"Suamico village, Wisconsin",12222
1024,415500,"Coolidge city, Arizona",12221
16252,3462430,"Red Bank borough, New Jersey",12220
14645,2978928,"West Plains city, Missouri",12218
23580,4558030,"Port Royal town, South Carolina",12218
10585,2248225,"Mandeville city, Louisiana",12215
16053,3430420,"Hasbrouck Heights borough, New Jersey",12205
11403,2478650,"Travilah CDP, Maryland",12204
90,114104,"Chelsea city, Alabama",12199
28891,5563250,"Platteville city, Wisconsin",12194
12230,2668880,"Riverview city, Michigan",12192
17285,3632754,"Haverstraw village, New York",12181
9771,2079950,"Winfield city, Kansas",12180
1478,512820,"Centerton city, Arkansas",12178
16885,3603408,"Babylon village, New York",12177
11661,2573930,"Webster CDP, Massachusetts",12175
23489,4539785,"Lake Wylie CDP, South Carolina",12170
15980,3420020,"Edgewater borough, New Jersey",12165
7735,1841535,"Lake Station city, Indiana",12157
13340,2814260,"Cleveland city, Mississippi",12157
4364,1222975,"Florida City city, Florida",12149
26804,5113403,"Cascades CDP, Virginia",12132
1961,601458,"Alum Rock CDP, California",12128
16693,3559260,"Portales city, New Mexico",12123
20879,4055150,"Okmulgee city, Oklahoma",12123
26580,4982930,"West Haven city, Utah",12109
27019,5144048,"Lansdowne CDP, Virginia",12109
16263,3463900,"Robertsville CDP, New Jersey",12099
11239,2451587,"Mays Chapel CDP, Maryland",12097
19276,3907300,"Blue Ash city, Ohio",12096
4563,1239062,"Lakewood Park CDP, Florida",12090
19188,3901798,"Amherst city, Ohio",12086
11285,2458275,"Ocean Pines CDP, Maryland",12085
25046,4827420,"Freeport city, Texas",12082
28382,5504625,"Baraboo city, Wisconsin",12080
28432,5510375,"Brown Deer village, Wisconsin",12076
5815,1578500,"Waimea CDP (Hawaii County), Hawaii",12064
17103,3621105,"Dunkirk city, New York",12064
25847,4861892,"Richmond city, Texas",12063
7651,1829718,"Greensburg city, Indiana",12056
23296,4472500,"Valley Falls CDP, Rhode Island",12056
9131,2002300,"Arkansas City city, Kansas",12055
29183,5625620,"Evanston city, Wyoming",12054
1334,477035,"Tucson Estates CDP, Arizona",12047
7054,1761015,"Pontiac city, Illinois",12047
19975,3957260,"Norton city, Ohio",12038
16602,3542320,"Los Alamos CDP, New Mexico",12035
4541,1237775,"Lake City city, Florida",12033
7510,1811062,"Cedar Lake town, Indiana",12024
27146,5163768,"Poquoson city, Virginia",12022
17588,3653792,"North Wantagh CDP, New York",12019
11289,2459325,"Overlea CDP, Maryland",12014
10229,2170086,"Shepherdsville city, Kentucky",12006
11820,2616160,"Clawson city, Michigan",12006
8058,1880504,"Washington city, Indiana",11999
16663,3552750,"North Valley CDP, New Mexico",11999
2531,634302,"Home Gardens CDP, California",11997
25828,4861196,"Red Oak city, Texas",11993
14308,2951572,"Neosho city, Missouri",11983
2418,625296,"Fortuna city, California",11981
17515,3649066,"Mount Sinai CDP, New York",11976
12536,2712160,"Cloquet city, Minnesota",11965
16027,3426640,"Glen Rock borough, New Jersey",11962
4352,1222175,"Fernandina Beach city, Florida",11957
10790,2283335,"Youngsville city, Louisiana",11950
19315,3910030,"Bucyrus city, Ohio",11950
23463,4535890,"Irmo town, South Carolina",11950
20136,3969834,"Salem city, Ohio",11939
16017,3425200,"Freehold borough, New Jersey",11938
11213,2446725,"Lexington Park CDP, Maryland",11937
21248,4129000,"Gladstone city, Oregon",11936
4464,1231350,"Holly Hill city, Florida",11922
13871,2917218,"Crestwood city, Missouri",11921
7771,1845990,"Madison city, Indiana",11920
13297,2803980,"Bay St. Louis city, Mississippi",11918
13960,2924094,"Festus city, Missouri",11910
23470,4536430,"James Island town, South Carolina",11908
21094,4079450,"Weatherford city, Oklahoma",11894
3170,670588,"Scotts Valley city, California",11892
3482,806172,"Berkley CDP, Colorado",11868
27567,5335065,"Kelso city, Washington",11864
7047,1760352,"Plano city, Illinois",11863
20677,4031750,"Guymon city, Oklahoma",11859
14250,2946640,"Maryville city, Missouri",11855
10363,2208150,"Bogalusa city, Louisiana",11852
4868,1265385,"Shady Hills CDP, Florida",11850
5842,1607840,"Blackfoot city, Idaho",11850
297,141968,"Leeds city, Alabama",11847
16416,3505220,"Artesia city, New Mexico",11842
2193,613882,"Clayton city, California",11838
4612,1242850,"Mango CDP, Florida",11836
18638,3762520,"Smithfield town, North Carolina",11824
2635,639612,"Lake Los Angeles CDP, California",11820
11205,2445825,"Largo CDP, Maryland",11805
27232,5175702,"Stone Ridge CDP, Virginia",11803
15833,3369940,"Somersworth city, New Hampshire",11797
2601,638562,"Kingsburg city, California",11794
16007,3423910,"Florham Park borough, New Jersey",11792
4513,1235890,"Jupiter Farms CDP, Florida",11787
16357,3476730,"Wanaque borough, New Jersey",11782
7170,1768081,"Schiller Park village, Illinois",11779
21370,4153988,"Oak Hills CDP, Oregon",11779
9441,2038650,"Lansing city, Kansas",11771
4413,1226950,"Goulds CDP, Florida",11768
19533,3928476,"Franklin city, Ohio",11768
27672,5346125,"Minnehaha CDP, Washington",11767
5522,1365044,"Richmond Hill city, Georgia",11766
5771,1553900,"Nanakuli CDP, Hawaii",11757
13216,2767432,"Waconia city, Minnesota",11751
24415,4761960,"Red Bank city, Tennessee",11744
19234,3904500,"Beachwood city, Ohio",11743
1340,478540,"Vail CDP, Arizona",11735
27405,5311825,"Cheney city, Washington",11735
12603,2717486,"East Bethel city, Minnesota",11733
16036,3428650,"Guttenberg town, New Jersey",11733
2510,633056,"Healdsburg city, California",11721
3864,877235,"The Pinery CDP, Colorado",11720
2294,619220,"Diamond Springs CDP, California",11717
19781,3945976,"Macedonia city, Ohio",11715
13761,2908398,"Bridgeton city, Missouri",11712
17485,3647306,"Miller Place CDP, New York",11709
16134,3444430,"Martinsville CDP, New Jersey",11707
16355,3476490,"Wallington borough, New Jersey",11701
16340,3475020,"Upper Montclair CDP, New Jersey",11696
12281,2675100,"South Lyon city, Michigan",11695
20153,3971416,"Seven Hills city, Ohio",11694
26874,5123392,"Dranesville CDP, Virginia",11690
11110,2429000,"Forestville CDP, Maryland",11689
10618,2252040,"Morgan City city, Louisiana",11685
13112,2758036,"St. Peter city, Minnesota",11682
24104,4701740,"Arlington town, Tennessee",11678
27926,5379590,"Woodinville city, Washington",11675
27483,5322045,"Enumclaw city, Washington",11670
13327,2810140,"Byram city, Mississippi",11660
16260,3463360,"River Edge borough, New Jersey",11648
7778,1847448,"Martinsville city, Indiana",11647
24957,4822864,"El Campo city, Texas",11645
2719,643224,"Los Alamitos city, California",11639
5895,1629620,"Garden City city, Idaho",11637
1031,416410,"Cottonwood city, Arizona",11634
4680,1248850,"Nocatee CDP, Florida",11634
2275,618464,"Delhi CDP, California",11622
5821,1579860,"Waipio CDP, Hawaii",11607
24594,4805168,"Azle city, Texas",11607
26899,5126592,"Fairfax Station CDP, Virginia",11607
17151,3624405,"Elwood CDP, New York",11592
28900,5564450,"Port Washington city, Wisconsin",11589
21961,4223016,"Elizabethtown borough, Pennsylvania",11579
28614,5530000,"Grafton village, Wisconsin",11576
1703,543460,"Magnolia city, Arkansas",11570
11413,2481250,"Walker Mill CDP, Maryland",11569
5223,1323872,"Douglas city, Georgia",11566
5703,1512600,"Hawaiian Paradise Park CDP, Hawaii",11564
17564,3651528,"North Bellport CDP, New York",11561
16610,3544490,"Lovington city, New Mexico",11558
10404,2215605,"Claiborne CDP, Louisiana",11555
13946,2923086,"Excelsior Springs city, Missouri",11555
10926,2400250,"Accokeek CDP, Maryland",11546
25863,4862600,"Robstown city, Texas",11546
26007,4868624,"Snyder city, Texas",11543
28933,5567475,"Richfield village, Wisconsin",11539
26118,4873316,"Tomball city, Texas",11535
17879,3673176,"Tarrytown village, New York",11534
8789,1959925,"Oskaloosa city, Iowa",11531
20075,3965592,"Ravenna city, Ohio",11530
14263,2947648,"Mexico city, Missouri",11528
2369,622594,"Emeryville city, California",11524
23254,4286968,"Yeadon borough, Pennsylvania",11523
20270,3979072,"Urbana city, Ohio",11519
7902,1859328,"Peru city, Indiana",11510
17202,3627815,"Fulton city, New York",11509
18045,3701720,"Archdale city, North Carolina",11509
3198,671876,"Signal Hill city, California",11508
14579,2973942,"Troy city, Missouri",11505
28462,5513375,"Cedarburg city, Wisconsin",11499
11873,2623980,"East Grand Rapids city, Michigan",11493
2188,613560,"Citrus CDP, California",11489
4269,1213175,"Cocoa Beach city, Florida",11489
4801,1258700,"Port St. John CDP, Florida",11489
9371,2031125,"Haysville city, Kansas",11489
3429,686076,"Winton CDP, California",11487
15885,3404750,"Bellmawr borough, New Jersey",11482
5011,1276950,"Westview CDP, Florida",11480
1342,478760,"Valencia West CDP, Arizona",11468
4426,1227800,"Groveland city, Florida",11461
24311,4741860,"Lewisburg city, Tennessee",11457
25862,4862588,"Robinson city, Texas",11453
6864,1749607,"Minooka village, Illinois",11449
27638,5342415,"Maltby CDP, Washington",11443
2525,633798,"Hillsborough town, California",11436
26129,4873710,"Trophy Club town, Texas",11436
16039,3428770,"Haddonfield borough, New Jersey",11428
4318,1217725,"Doctor Phillips CDP, Florida",11416
24812,4815652,"Clute city, Texas",11414
22380,4244864,"Lower Burrell city, Pennsylvania",11413
17153,3624526,"Endwell CDP, New York",11412
27468,5319857,"East Renton Highlands CDP, Washington",11401
7252,1773638,"Summit village, Illinois",11398
3612,828360,"Frederick town, Colorado",11397
2787,646828,"Mendota city, California",11396
10080,2148558,"Lyndon city, Kentucky",11394
11640,2566035,"South Yarmouth CDP, Massachusetts",11391
6235,1710906,"Campton Hills village, Illinois",11386
16218,3457840,"Pennsville CDP, New Jersey",11380
