,p_GEO.id2,p_GEO.display-label,p_HC01_VC03
6122,1704013,"Bartlett village, Illinois",41487
1223,457380,"Prescott city, Arizona",41468
11536,2535075,"Leominster city, Massachusetts",41446
11004,2414125,"Catonsville CDP, Maryland",41440
11458,2505595,"Beverly city, Massachusetts",41431
16774,3574520,"South Valley CDP, New Mexico",41391
26091,4872530,"The Colony city, Texas",41388
27051,5148952,"Manassas city, Virginia",41379
9401,2033625,"Hutchinson city, Kansas",41316
27473,5320750,"Edmonds city, Washington",41309
4013,968100,"Shelton city, Connecticut",41282
12889,2739878,"Mankato city, Minnesota",41241
4724,1253150,"Ormond Beach city, Florida",41238
19515,3927048,"Findlay city, Ohio",41237
8244,1911755,"Cedar Falls city, Iowa",41167
2128,610345,"Campbell city, California",41164
24838,4816612,"Coppell city, Texas",41138
23434,4529815,"Goose Creek city, South Carolina",41040
24777,4814236,"Channelview CDP, Texas",40983
4687,1249350,"North Fort Myers CDP, Florida",40916
23214,4285152,"Wilkes-Barre city, Pennsylvania",40887
27030,5145957,"Linton Hall CDP, Virginia",40832
5030,1278250,"Winter Garden city, Florida",40799
25215,4835528,"Huntsville city, Texas",40727
17054,3618157,"Coram CDP, New York",40713
11503,2523875,"Fitchburg city, Massachusetts",40666
7245,1773157,"Streamwood village, Illinois",40615
7072,1762367,"Quincy city, Illinois",40587
9894,2117848,"Covington city, Kentucky",40578
25988,4867496,"Sherman city, Texas",40543
11286,2458300,"Odenton CDP, Maryland",40479
2656,640340,"La Puente city, California",40451
11524,2530840,"Holyoke city, Massachusetts",40362
25390,4842016,"Leander city, Texas",40338
6338,1717887,"Crystal Lake city, Illinois",40331
3124,667042,"San Gabriel city, California",40315
2657,640354,"La Quinta city, California",40305
23649,4570405,"Sumter city, South Carolina",40286
20298,3980892,"Warren city, Ohio",40244
6248,1711332,"Carol Stream village, Illinois",40231
11155,2436075,"Hagerstown city, Maryland",40222
18330,3731060,"Hickory city, North Carolina",40157
12896,2740382,"Maplewood city, Minnesota",40127
13130,2759350,"Shakopee city, Minnesota",40024
2109,609710,"Calexico city, California",39953
4519,1236121,"Kendall West CDP, Florida",39952
2904,653070,"Oakley city, California",39950
3992,956200,"Norwich city, Connecticut",39875
4417,1227322,"Greenacres city, Florida",39827
180,126896,"Florence city, Alabama",39824
980,408220,"Bullhead City city, Arizona",39824
28830,5556375,"New Berlin city, Wisconsin",39779
11549,2538715,"Marlborough city, Massachusetts",39771
5395,1348288,"Mableton CDP, Georgia",39745
19723,3941720,"Lancaster city, Ohio",39732
7119,1765442,"Romeoville village, Illinois",39682
23453,4534045,"Hilton Head Island town, South Carolina",39666
27763,5356695,"Puyallup city, Washington",39637
24931,4821628,"Duncanville city, Texas",39636
27367,5307695,"Bremerton city, Washington",39584
11683,2581035,"Woburn city, Massachusetts",39500
11094,2426600,"Essex CDP, Maryland",39494
25412,4843012,"Little Elm city, Texas",39471
2257,617568,"Culver City city, California",39432
26196,4877272,"Weslaco city, Texas",39420
27060,5149792,"Marumsco CDP, Virginia",39390
4891,1267575,"South Miami Heights CDP, Florida",39312
11434,2486475,"Woodlawn CDP (Baltimore County), Maryland",39296
4433,1228452,"Hallandale Beach city, Florida",39285
11474,2513205,"Chelsea city, Massachusetts",39272
19597,3932592,"Grove City city, Ohio",39266
16471,3516420,"Clovis city, New Mexico",39255
11034,2417900,"Clinton CDP, Maryland",39230
24244,4728960,"Germantown city, Tennessee",39230
13483,2846640,"Meridian city, Mississippi",39213
10932,2401600,"Annapolis city, Maryland",39151
2934,654806,"Pacifica city, California",39141
13796,2911242,"Cape Girardeau city, Missouri",39092
15864,3402080,"Atlantic City city, New Jersey",39075
1297,470320,"Sun City CDP, Arizona",39000
29068,5584475,"Wausau city, Wisconsin",38934
25355,4841212,"Lancaster city, Texas",38871
4930,1271564,"The Acreage CDP, Florida",38845
19656,3936610,"Huber Heights city, Ohio",38825
25216,4835576,"Hurst city, Texas",38813
25049,4827648,"Friendswood city, Texas",38811
11365,2471200,"Severna Park CDP, Maryland",38725
5031,1278275,"Winter Haven city, Florida",38663
4728,1253575,"Oviedo city, Florida",38655
3242,673962,"Stanton city, California",38648
2826,648788,"Montclair city, California",38613
20318,3983342,"Westerville city, Ohio",38604
25556,4848772,"Mission Bend CDP, Texas",38570
7113,1765078,"Rock Island city, Illinois",38560
3753,854330,"Northglenn city, Colorado",38473
18715,3770540,"Wake Forest town, North Carolina",38473
952,402830,"Apache Junction city, Arizona",38452
6574,1732746,"Hanover Park village, Illinois",38350
13612,2874840,"Tupelo city, Mississippi",38321
6249,1711358,"Carpentersville village, Illinois",38280
7377,1781087,"Wheeling village, Illinois",38264
21308,4140550,"Lake Oswego city, Oregon",38212
25958,4866128,"Schertz city, Texas",38199
19446,3921434,"Delaware city, Ohio",38193
12134,2656320,"Muskegon city, Michigan",38189
26537,4971290,"Spanish Fork city, Utah",38171
20843,4050050,"Muskogee city, Oklahoma",38139
5721,1523150,"Kailua CDP (Honolulu County), Hawaii",38088
3501,808675,"Brighton city, Colorado",38016
8670,1949485,"Marion city, Iowa",38014
26514,4965110,"Roy city, Utah",38013
28430,5510025,"Brookfield city, Wisconsin",37943
21298,4138500,"Keizer city, Oregon",37910
2772,646114,"Martinez city, California",37902
4157,1202681,"Aventura city, Florida",37875
17919,3676705,"Valley Stream village, New York",37843
23414,4525810,"Florence city, South Carolina",37840
7016,1757875,"Park Ridge city, Illinois",37810
27070,5150856,"Mechanicsville CDP, Virginia",37674
4832,1262100,"Royal Palm Beach village, Florida",37665
19741,3943554,"Lima city, Ohio",37592
2724,644028,"Los Banos city, California",37559
5423,1351670,"Milton city, Georgia",37556
4957,1273700,"Valrico CDP, Florida",37546
4788,1257550,"Plant City city, Florida",37459
4382,1224581,"Four Corners CDP, Florida",37439
26495,4960930,"Pleasant Grove city, Utah",37439
16551,3532520,"Hobbs city, New Mexico",37427
23637,4568290,"Spartanburg city, South Carolina",37384
4564,1239075,"Lake Worth city, Florida",37354
3825,868847,"Security-Widefield CDP, Colorado",37325
5276,1331908,"Gainesville city, Georgia",37291
27627,5340840,"Lynnwood city, Washington",37242
26087,4872368,"Texarkana city, Texas",37222
17121,3622502,"East Meadow CDP, New York",37195
26413,4940470,"Kearns CDP, Utah",37194
18354,3733560,"Indian Trail town, North Carolina",37191
20085,3966390,"Reynoldsburg city, Ohio",37189
2528,634120,"Hollister city, California",37182
27121,5158472,"Oakton CDP, Virginia",37166
2821,648648,"Monrovia city, California",37138
17041,3617530,"Commack CDP, New York",37117
4072,1021200,"Dover city, Delaware",37109
6056,1700243,"Addison village, Illinois",37104
6227,1710487,"Calumet City city, Illinois",37091
11464,2507740,"Braintree Town city, Massachusetts",37082
28623,5531175,"Greenfield city, Wisconsin",37082
16012,3424420,"Fort Lee borough, New Jersey",37058
12060,2647800,"Lincoln Park city, Michigan",37028
27737,5353335,"Parkland CDP, Washington",37019
14342,2953876,"Oakville CDP, Missouri",37007
4338,1220108,"Egypt Lake-Leto CDP, Florida",36964
25300,4839952,"Kyle city, Texas",36929
4817,1260230,"Richmond West CDP, Florida",36898
417,159472,"Phenix City city, Alabama",36870
7912,1861092,"Portage city, Indiana",36849
5450,1355020,"Newnan city, Georgia",36792
1630,533400,"Hot Springs city, Arkansas",36780
16947,3608257,"Brighton CDP, New York",36753
27619,5340245,"Longview city, Washington",36740
28396,5506500,"Beloit city, Wisconsin",36733
21258,4130550,"Grants Pass city, Oregon",36687
4751,1254700,"Panama City city, Florida",36661
17149,3624273,"Elmont CDP, New York",36636
24173,4716540,"Columbia city, Tennessee",36635
18471,3744220,"Mooresville town, North Carolina",36577
7838,1852326,"New Albany city, Indiana",36548
25933,4865516,"San Juan city, Texas",36469
4034,977270,"Trumbull CDP, Connecticut",36455
28780,5551000,"Menomonee Falls village, Wisconsin",36411
19805,3947754,"Marion city, Ohio",36399
20423,4004450,"Bartlesville city, Oklahoma",36398
4633,1244275,"Merritt Island CDP, Florida",36380
28588,5527300,"Franklin city, Wisconsin",36295
2655,640326,"La Presa CDP, California",36225
3286,678148,"Temple City city, California",36214
10856,2338740,"Lewiston city, Maine",36211
3394,684410,"West Hollywood city, California",36148
4323,1218575,"Dunedin city, Florida",36099
2836,649138,"Moorpark city, California",36060
11027,2416875,"Chillum CDP, Maryland",36047
13518,2854040,"Olive Branch city, Mississippi",36033
5533,1366668,"Rome city, Georgia",36029
4566,1239200,"Land O' Lakes CDP, Florida",35995
24464,4770580,"Spring Hill city, Tennessee",35995
13062,2754214,"Richfield city, Minnesota",35993
9446,2039000,"Leavenworth city, Kansas",35958
8064,1882700,"Westfield city, Indiana",35956
24899,4819792,"Del Rio city, Texas",35951
2190,613756,"Claremont city, California",35949
3131,668028,"San Juan Capistrano city, California",35948
2022,604870,"Bell city, California",35942
12554,2713456,"Cottage Grove city, Minnesota",35902
25470,4845072,"Lufkin city, Texas",35888
25881,4863284,"Rosenberg city, Texas",35867
195,128696,"Gadsden city, Alabama",35832
7926,1864260,"Richmond city, Indiana",35819
15705,3253800,"Pahrump CDP, Nevada",35812
5408,1350036,"Martinez CDP, Georgia",35808
14639,2978442,"Wentzville city, Missouri",35768
11288,2458900,"Olney CDP, Maryland",35766
2760,645400,"Manhattan Beach city, California",35698
4953,1273172,"University CDP (Orange County), Florida",35642
27559,5333805,"Issaquah city, Washington",35629
13080,2755852,"Roseville city, Minnesota",35624
28848,5558800,"Oak Creek city, Wisconsin",35588
14655,2979820,"Wildwood city, Missouri",35524
3415,685446,"Wildomar city, California",35492
21378,4155200,"Oregon City city, Oregon",35483
11330,2464950,"Randallstown CDP, Maryland",35438
18292,3726880,"Goldsboro city, North Carolina",35432
5617,1377652,"Tucker city, Georgia",35418
5238,1325720,"East Point city, Georgia",35380
8185,1906355,"Bettendorf city, Iowa",35293
434,162328,"Prattville city, Alabama",35286
25361,4841440,"La Porte city, Texas",35216
5254,1328044,"Evans CDP, Georgia",35204
7790,1848528,"Merrillville town, Indiana",35183
4276,1214125,"Cooper City city, Florida",35081
4033,976500,"Torrington city, Connecticut",35078
5033,1278325,"Winter Springs city, Florida",35050
5480,1359724,"Peachtree City city, Georgia",34988
12778,2731076,"Inver Grove Heights city, Minnesota",34976
20268,3979002,"Upper Arlington city, Ohio",34943
14590,2975220,"University City city, Missouri",34922
24307,4741200,"La Vergne city, Tennessee",34905
4238,1210825,"Carrollwood CDP, Florida",34747
4570,1239525,"Lauderdale Lakes city, Florida",34744
20212,3974944,"Stow city, Ohio",34743
19279,3907454,"Boardman CDP, Ohio",34717
19545,3929106,"Gahanna city, Ohio",34691
2999,657764,"Pleasant Hill city, California",34662
19310,3909680,"Brunswick city, Ohio",34658
20888,4056650,"Owasso city, Oklahoma",34634
22611,4254656,"Norristown borough, Pennsylvania",34556
11660,2573440,"Watertown Town city, Massachusetts",34553
2039,606308,"Beverly Hills city, California",34506
2914,653448,"Oildale CDP, California",34496
24239,4728540,"Gallatin city, Tennessee",34495
2924,654092,"Orangevale CDP, California",34467
1062,422220,"El Mirage city, Arizona",34400
19635,3935476,"Hilliard city, Ohio",34386
18468,3743920,"Monroe city, North Carolina",34368
17538,3650100,"New City CDP, New York",34338
3121,666070,"San Dimas city, California",34334
6526,1729730,"Glendale Heights village, Illinois",34330
3175,670742,"Seaside city, California",34259
11291,2459425,"Owings Mills CDP, Maryland",34231
26323,4916270,"Cottonwood Heights city, Utah",34214
9447,2039075,"Leawood city, Kansas",34195
5726,1528250,"Kaneohe CDP, Hawaii",34123
21757,4213208,"Chester city, Pennsylvania",34102
4826,1260975,"Riviera Beach city, Florida",34093
4671,1248050,"Navarre CDP, Florida",34085
4406,1226375,"Golden Glades CDP, Florida",34062
1428,505290,"Benton city, Arkansas",34034
2264,617946,"Dana Point city, California",34028
552,178552,"Vestavia Hills city, Alabama",34003
10195,2165226,"Richmond city, Kentucky",33993
3557,819150,"Dakota Ridge CDP, Colorado",33942
25013,4825452,"Farmers Branch city, Texas",33808
26902,5126875,"Fair Oaks CDP, Virginia",33789
27683,5347560,"Mount Vernon city, Washington",33787
10522,2236255,"Houma city, Louisiana",33784
6996,1756887,"Oswego village, Illinois",33759
24893,4819624,"Deer Park city, Texas",33748
7025,1758447,"Pekin city, Illinois",33747
11731,2606020,"Bay City city, Michigan",33736
11609,2555990,"Randolph CDP, Massachusetts",33704
4626,1243800,"Meadow Woods CDP, Florida",33688
2789,646870,"Menlo Park city, California",33661
17421,3643335,"Long Beach city, New York",33657
14725,3011397,"Butte-Silver Bow (balance), Montana",33645
2406,624722,"Foothill Farms CDP, California",33627
4223,1209415,"Buenaventura Lakes CDP, Florida",33598
6944,1753481,"Northbrook village, Illinois",33591
25595,4850256,"Nacogdoches city, Texas",33589
26008,4868636,"Socorro city, Texas",33587
7642,1828386,"Goshen city, Indiana",33583
11252,2453325,"Montgomery Village CDP, Maryland",33565
18608,3758860,"Salisbury city, North Carolina",33561
27907,5377105,"Wenatchee city, Washington",33544
5199,1321380,"Dalton city, Georgia",33540
5323,1338964,"Hinesville city, Georgia",33540
3400,684592,"Westmont CDP, California",33532
4355,1222275,"Ferry Pass CDP, Florida",33532
2420,625338,"Foster City city, California",33529
11983,2638640,"Holland city, Michigan",33488
7408,1783245,"Woodridge village, Illinois",33447
15995,3422470,"Fair Lawn borough, New Jersey",33447
5354,1343192,"Kennesaw city, Georgia",33433
11304,2461400,"Pikesville CDP, Maryland",33426
19503,3925914,"Fairborn city, Ohio",33344
11537,2535250,"Lexington CDP, Massachusetts",33339
17333,3637044,"Huntington Station CDP, New York",33338
1226,458150,"Queen Creek town, Arizona",33298
17001,3613552,"Central Islip CDP, New York",33253
4105,1050670,"Newark city, Delaware",33243
26184,4876816,"Waxahachie city, Texas",33240
26558,4976680,"Tooele city, Utah",33236
21323,4145000,"McMinnville city, Oregon",33211
2669,640886,"Lawndale city, California",33191
6423,1723256,"Elk Grove Village village, Illinois",33180
3588,824785,"Englewood city, Colorado",33155
19153,3884780,"West Fargo city, North Dakota",33089
3678,840377,"Ken Caryl CDP, Colorado",33087
15321,3125055,"Kearney city, Nebraska",33082
28759,5548500,"Manitowoc city, Wisconsin",32939
12011,2641420,"Jackson city, Michigan",32875
1933,600296,"Adelanto city, California",32867
24839,4816624,"Copperas Cove city, Texas",32844
11507,2525172,"Franklin Town city, Massachusetts",32843
5224,1323900,"Douglasville city, Georgia",32768
7145,1766703,"St. Charles city, Illinois",32730
11877,2624290,"Eastpointe city, Michigan",32601
17739,3663418,"Rome city, New York",32589
27894,5375775,"Walla Walla city, Washington",32585
5,100820,"Alabaster city, Alabama",32567
17855,3670420,"Spring Valley village, New York",32538
24174,4716920,"Cookeville city, Tennessee",32536
27883,5373465,"University Place city, Washington",32528
8039,1878326,"Valparaiso city, Indiana",32501
5941,1646540,"Lewiston city, Idaho",32482
17194,3627309,"Franklin Square CDP, New York",32482
19969,3956966,"North Ridgeville city, Ohio",32443
728,236400,"Juneau city and borough, Alaska",32434
5001,1276487,"West Little River CDP, Florida",32433
20324,3983622,"Westlake city, Ohio",32387
27761,5356625,"Pullman city, Washington",32382
11356,2469925,"Salisbury city, Maryland",32368
2667,640830,"La Verne city, California",32320
19815,3948244,"Massillon city, Ohio",32320
26543,4972280,"Springville city, Utah",32319
19814,3948188,"Mason city, Ohio",32317
12396,2701486,"Andover city, Minnesota",32257
26446,4949710,"Midvale city, Utah",32249
4327,1219206,"East Lake CDP, Florida",32248
10798,2302795,"Bangor city, Maine",32237
4263,1212925,"Clermont city, Florida",32217
11039,2418750,"College Park city, Maryland",32186
21627,4206064,"Bethel Park municipality, Pennsylvania",32179
9976,2130700,"Georgetown city, Kentucky",32142
29014,5578600,"Sun Prairie city, Wisconsin",32112
29229,5645050,"Laramie city, Wyoming",32104
11085,2425575,"Eldersburg CDP, Maryland",32064
27140,5161832,"Petersburg city, Virginia",32037
19965,3956882,"North Olmsted city, Ohio",32007
26386,4934970,"Herriman city, Utah",31970
16997,3613376,"Centereach CDP, New York",31953
13406,2829180,"Greenville city, Mississippi",31934
4386,1224925,"Fruit Cove CDP, Florida",31873
680,224230,"Fairbanks city, Alaska",31853
18344,3732260,"Holly Springs town, North Carolina",31827
16019,3425770,"Garfield city, New Jersey",31808
6901,1751349,"Mundelein village, Illinois",31786
29196,5631855,"Gillette city, Wyoming",31783
6354,1718563,"Danville city, Illinois",31765
11295,2460275,"Parkville CDP, Maryland",31762
10025,2137918,"Hopkinsville city, Kentucky",31741
29076,5585350,"West Bend city, Wisconsin",31656
3975,949880,"Naugatuck borough, Connecticut",31649
9957,2127982,"Florence city, Kentucky",31603
17906,3676089,"Uniondale CDP, New York",31597
19287,3907972,"Bowling Green city, Ohio",31529
4300,1216335,"Dania Beach city, Florida",31526
4344,1221150,"Estero village, Florida",31510
1258,463470,"San Luis city, Arizona",31509
10593,2248785,"Marrero CDP, Louisiana",31425
2359,622300,"El Paso de Robles (Paso Robles) city, California",31409
24360,4750780,"Mount Juliet city, Tennessee",31397
2431,626067,"French Valley CDP, California",31353
7794,1848798,"Michigan City city, Indiana",31352
10955,2405825,"Bel Air North CDP, Maryland",31263
2614,639220,"Laguna Hills city, California",31235
6500,1728326,"Galesburg city, Illinois",31215
3897,884440,"Wheat Ridge city, Colorado",31162
2386,623462,"Fallbrook CDP, California",31121
5510,1363952,"Redan CDP, Georgia",31111
27456,5317635,"Des Moines city, Washington",31080
4638,1245100,"Miami Lakes town, Florida",31032
27600,5337900,"Lake Stevens city, Washington",31022
3165,670280,"Saratoga city, California",31013
7907,1860246,"Plainfield town, Indiana",31012
4561,1238813,"Lakeside CDP, Florida",30983
20983,4066800,"Shawnee city, Oklahoma",30974
6563,1732018,"Gurnee village, Illinois",30971
16401,3501780,"Alamogordo city, New Mexico",30963
3796,862220,"Pueblo West CDP, Colorado",30901
15774,3318820,"Dover city, New Hampshire",30901
5994,1664810,"Post Falls city, Idaho",30886
12476,2707948,"Brooklyn Center city, Minnesota",30885
2460,630378,"Goleta city, California",30847
2008,603820,"Banning city, California",30824
26392,4936070,"Holladay city, Utah",30793
18445,3741960,"Matthews town, North Carolina",30760
23538,4549075,"Myrtle Beach city, South Carolina",30760
17584,3653682,"North Tonawanda city, New York",30752
16119,3441310,"Long Branch city, New Jersey",30751
16242,3460900,"Princeton, New Jersey",30722
3142,668294,"San Pablo city, California",30720
17345,3638077,"Ithaca city, New York",30720
7646,1828800,"Granger CDP, Indiana",30717
17600,3654441,"Oceanside CDP, New York",30710
2726,644112,"Los Gatos town, California",30709
5719,1522700,"Kahului CDP, Hawaii",30706
2384,623294,"Fair Oaks CDP, California",30704
26316,4913850,"Clearfield city, Utah",30683
6063,1700685,"Algonquin village, Illinois",30664
5575,1373256,"Statesboro city, Georgia",30649
3979,952210,"Newington CDP, Connecticut",30603
14202,2942032,"Liberty city, Missouri",30602
28212,5462140,"Parkersburg city, West Virginia",30596
16364,3479040,"Westfield town, New Jersey",30591
1841,563800,"Sherwood city, Arkansas",30590
27223,5174592,"Springfield CDP, Virginia",30556
10677,2262385,"Prairieville CDP, Louisiana",30536
27830,5366255,"Spanaway CDP, Washington",30528
2721,643280,"Los Altos city, California",30527
4996,1276075,"Westchester CDP, Florida",30516
17698,3659641,"Poughkeepsie city, New York",30505
5362,1344340,"LaGrange city, Georgia",30442
3235,673696,"Spring Valley CDP (San Diego County), California",30439
11569,2544140,"Needham CDP, Massachusetts",30429
27218,5174100,"South Riding CDP, Virginia",30426
2098,609066,"Burlingame city, California",30401
16902,3604935,"Bay Shore CDP, New York",30392
13696,2903160,"Ballwin city, Missouri",30388
27231,5175376,"Sterling CDP, Virginia",30378
14827,3035600,"Helena city, Montana",30345
3157,670042,"Santa Paula city, California",30344
26412,4940360,"Kaysville city, Utah",30328
19971,3957008,"North Royalton city, Ohio",30325
4309,1216875,"DeLand city, Florida",30315
6283,1714026,"Chicago Heights city, Illinois",30292
10629,2254035,"New Iberia city, Louisiana",30292
23305,4500550,"Aiken city, South Carolina",30277
26304,4911320,"Cedar City city, Utah",30232
15830,3365140,"Rochester city, New Hampshire",30212
24309,4741520,"Lebanon city, Tennessee",30212
11003,2413325,"Carney CDP, Maryland",30178
12076,2650560,"Madison Heights city, Michigan",30173
1869,568810,"Texarkana city, Arkansas",30120
11248,2452562,"Milford Mill CDP, Maryland",30104
28186,5455756,"Morgantown city, West Virginia",30099
17347,3638264,"Jamestown city, New York",30094
26018,4869032,"Southlake city, Texas",30090
3370,683332,"Walnut city, California",30062
3966,944690,"Manchester CDP, Connecticut",30021
6945,1753559,"North Chicago city, Illinois",30013
13122,2758738,"Savage city, Minnesota",30011
2925,654120,"Orcutt CDP, California",30001
3116,665070,"San Carlos city, California",29954
5032,1278300,"Winter Park city, Florida",29922
11509,2526150,"Gloucester city, Massachusetts",29858
4405,1226300,"Golden Gate CDP, Florida",29841
12161,2659920,"Oak Park city, Michigan",29824
6933,1753000,"Niles village, Illinois",29823
1989,603064,"Atascadero city, California",29797
6604,1734722,"Highland Park city, Illinois",29796
9930,2124274,"Elizabethtown city, Kentucky",29794
19686,3939872,"Kent city, Ohio",29771
18494,3746340,"New Bern city, North Carolina",29664
2329,620956,"East Palo Alto city, California",29646
6547,1730926,"Granite City city, Illinois",29632
17684,3659223,"Port Chester village, New York",29623
24807,4815364,"Cleburne city, Texas",29595
25141,4832312,"Harker Heights city, Texas",29548
10138,2156136,"Nicholasville city, Kentucky",29547
24355,4750280,"Morristown city, Tennessee",29446
16247,3461530,"Rahway city, New Jersey",29443
398,157048,"Opelika city, Alabama",29372
14435,2960788,"Raytown city, Missouri",29334
12278,2674960,"Southgate city, Michigan",29291
5369,1345488,"Lawrenceville city, Georgia",29287
12210,2665820,"Port Huron city, Michigan",29285
3257,675630,"Suisun City city, California",29280
5666,1384176,"Woodstock city, Georgia",29227
4553,1238350,"Lake Magdalene CDP, Florida",29184
4362,1222660,"Fleming Island CDP, Florida",29163
27285,5184368,"West Falls Church CDP, Virginia",29150
1825,561670,"Russellville city, Arkansas",29147
11590,2550285,"Norwood CDP, Massachusetts",29121
1991,603162,"Atwater city, California",29118
6970,1755249,"O'Fallon city, Illinois",29095
6212,1709642,"Burbank city, Illinois",29081
18613,3759280,"Sanford city, North Carolina",29051
24383,4755120,"Oak Ridge city, Tennessee",29009
3943,922980,"East Haven CDP, Connecticut",29006
11662,2574210,"Wellesley CDP, Massachusetts",29004
5228,1324600,"Duluth city, Georgia",28988
7552,1816138,"Crown Point city, Indiana",28952
23217,4285312,"Williamsport city, Pennsylvania",28938
6714,1741183,"Lake in the Hills village, Illinois",28908
4755,1255125,"Parkland city, Florida",28901
10010,2135866,"Henderson city, Kentucky",28859
11783,2612060,"Burton city, Michigan",28856
1127,437620,"Kingman city, Arizona",28855
26185,4876864,"Weatherford city, Texas",28817
3607,827865,"Fountain city, Colorado",28799
7963,1868220,"Schererville town, Indiana",28778
2611,639114,"Ladera Ranch CDP, California",28769
11444,2500840,"Agawam Town city, Massachusetts",28748
3059,660704,"Ridgecrest city, California",28728
7583,1819486,"East Chicago city, Indiana",28728
11301,2460975,"Perry Hall CDP, Maryland",28681
2829,648872,"Monterey city, California",28671
11670,2577890,"West Springfield Town city, Massachusetts",28671
1643,534750,"Jacksonville city, Arkansas",28637
27803,5362288,"SeaTac city, Washington",28597
23443,4530985,"Greer city, South Carolina",28587
7684,1834114,"Hobart city, Indiana",28573
11576,2546330,"Northampton city, Massachusetts",28548
15988,3421480,"Englewood city, New Jersey",28509
26274,4901310,"American Fork city, Utah",28507
21401,4161200,"Redmond city, Oregon",28492
7774,1846908,"Marion city, Indiana",28490
14255,2947180,"Mehlville CDP, Missouri",28479
24933,4821892,"Eagle Pass city, Texas",28469
10393,2213960,"Central city, Louisiana",28462
17536,3650034,"Newburgh city, New York",28444
19214,3903184,"Austintown CDP, Ohio",28438
5154,1315172,"Chamblee city, Georgia",28433
16445,3512150,"Carlsbad city, New Mexico",28393
5767,1551050,"Mililani Town CDP, Hawaii",28343
17279,3632402,"Harrison village, New York",28319
6727,1742028,"Lansing village, Illinois",28308
17147,3624229,"Elmira city, New York",28302
2287,618996,"Desert Hot Springs city, California",28298
11049,2420875,"Crofton CDP, Maryland",28282
1249,462140,"Sahuarita town, Arizona",28257
24648,4808236,"Big Spring city, Texas",28257
26434,4947290,"Magna CDP, Utah",28257
21887,4219920,"Drexel Hill CDP, Pennsylvania",28246
16149,3446680,"Millville city, New Jersey",28235
10561,2242030,"Laplace CDP, Louisiana",28218
24333,4746380,"Maryville city, Tennessee",28208
4805,1258975,"Princeton CDP, Florida",28201
1074,425030,"Fortuna Foothills CDP, Arizona",28200
1048,420540,"Drexel Heights CDP, Arizona",28187
26924,5129744,"Fredericksburg city, Virginia",28135
11557,2540115,"Melrose city, Massachusetts",28132
15748,3284600,"Winchester CDP, Nevada",28130
19551,3929428,"Garfield Heights city, Ohio",28122
5578,1373704,"Stockbridge city, Georgia",28117
1424,504840,"Bella Vista city, Arkansas",28092
22499,4250528,"Monroeville municipality, Pennsylvania",28054
18180,3714700,"Cornelius town, North Carolina",28052
18278,3725480,"Garner town, North Carolina",28048
11621,2560050,"Saugus CDP, Massachusetts",28037
6958,1754638,"Oak Forest city, Illinois",28027
2031,605290,"Benicia city, California",28011
6527,1729756,"Glen Ellyn village, Illinois",27983
12987,2747680,"Oakdale city, Minnesota",27972
9260,2018250,"Dodge City city, Kansas",27961
23700,4600100,"Aberdeen city, South Dakota",27925
28575,5525950,"Fitchburg city, Wisconsin",27914
7130,1766040,"Round Lake Beach village, Illinois",27825
1773,553390,"Paragould city, Arkansas",27815
4044,983570,"Westport CDP, Connecticut",27777
159,124184,"Enterprise city, Alabama",27776
26334,4920810,"Eagle Mountain city, Utah",27773
25971,4866644,"Seguin city, Texas",27762
10727,2270805,"Slidell city, Louisiana",27755
20157,3971682,"Shaker Heights city, Ohio",27749
17481,3647042,"Middletown city, New York",27729
2779,646492,"Maywood city, California",27700
15888,3405170,"Bergenfield borough, New Jersey",27694
17777,3665255,"Saratoga Springs city, New York",27682
14148,2939044,"Kirkwood city, Missouri",27659
17081,3619972,"Deer Park CDP, New York",27653
17093,3620687,"Dix Hills CDP, New York",27647
11912,2629580,"Forest Hills CDP, Michigan",27599
3362,682852,"Vineyard CDP, California",27585
12671,2722814,"Fridley city, Minnesota",27573
11481,2516285,"Danvers CDP, Massachusetts",27527
11563,2541725,"Milton CDP, Massachusetts",27527
28326,5486452,"Wheeling city, West Virginia",27521
27293,5186720,"Winchester city, Virginia",27516
2567,636868,"Isla Vista CDP, California",27484
11298,2460475,"Pasadena CDP, Maryland",27484
8678,1950160,"Mason City city, Iowa",27453
9968,2128900,"Frankfort city, Kentucky",27453
26551,4974810,"Syracuse city, Utah",27444
3687,841835,"Lafayette city, Colorado",27440
8673,1949755,"Marshalltown city, Iowa",27440
3425,685922,"Windsor town, California",27423
10043,2140222,"Jeffersontown city, Kentucky",27406
11700,2601380,"Allen Park city, Michigan",27406
7390,1782075,"Wilmette village, Illinois",27393
22731,4261536,"Plum borough, Pennsylvania",27390
4582,1239950,"Leisure City CDP, Florida",27389
7361,1780060,"West Chicago city, Illinois",27385
17223,3629113,"Glen Cove city, New York",27376
6001,1667420,"Rexburg city, Idaho",27369
25334,4840588,"Lake Jackson city, Texas",27317
2551,636294,"Imperial Beach city, California",27270
17407,3642554,"Lindenhurst village, New York",27257
14249,2946586,"Maryland Heights city, Missouri",27246
17811,3667070,"Shirley CDP, New York",27186
13263,2771032,"Winona city, Minnesota",27153
3980,952280,"New London city, Connecticut",27147
21465,4174950,"Tualatin city, Oregon",27135
17983,3680302,"West Islip CDP, New York",27117
2027,605108,"Belmont city, California",27110
11378,2473650,"South Laurel CDP, Maryland",27093
4240,1211050,"Casselberry city, Florida",27087
