,Unnamed: 0,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,county_fips
781,5121,1310944,"Brookhaven city, Georgia",52382,[26081]
782,3971,947515,"Milford city (balance), Connecticut",52331,[19155]
783,2995,657526,"Placentia city, California",52294,[34029]
784,6962,1754885,"Oak Park village, Illinois",52229,[27071]
785,3406,684816,"West Sacramento city, California",52206,[35007]
786,12930,2743252,"Minnetonka city, Minnesota",52102,[13103]
787,9452,2039350,"Lenexa city, Kansas",52030,[8003]
788,21133,4101000,"Albany city, Oregon",52007,[1115]
789,13969,2924778,"Florissant city, Missouri",51952,[16023]
790,22344,4242928,"Levittown CDP, Pennsylvania",51945,[37189]
791,28704,5540775,"La Crosse city, Wisconsin",51928,[54039]
792,2455,630014,"Glendora city, California",51891,[35061]
793,4202,1207525,"Bonita Springs city, Florida",51890,[51073]
794,17398,3642081,"Levittown CDP, New York",51839,[39123]
795,4777,1256975,"Pinellas Park city, Florida",51788,[51107]
796,25111,4830644,"Grapevine city, Texas",51733,[46103]
797,2941,655184,"Palm Desert city, California",51675,[36051]
798,5852,1612250,"Caldwell city, Idaho",51634,[19171]
799,6616,1735411,"Hoffman Estates village, Illinois",51631,[26163]
800,14129,2937592,"Joplin city, Missouri",51540,[16057]
801,11730,2605920,"Battle Creek city, Michigan",51505,[9005]
802,21459,4173650,"Tigard city, Oregon",51355,[1121]
803,12021,2642820,"Kentwood city, Michigan",51154,[12021]
804,3778,857630,"Parker town, Colorado",51125,[31151]
805,12401,2701900,"Apple Valley city, Minnesota",51109,[12105]
806,16227,3459190,"Plainfield city, New Jersey",51097,[48373]
807,15257,3119595,"Grand Island city, Nebraska",51042,[41029]
808,27027,5144984,"Leesburg town, Virginia",51015,[55055]
809,4277,1214250,"Coral Gables city, Florida",50909,[50025]
810,17339,3637737,"Irondequoit CDP, New York",50890,[39053]
811,3942,922700,"East Hartford CDP, Connecticut",50812,[19145]
812,20609,4023950,"Enid city, Oklahoma",50809,[20179]
813,19722,3941664,"Lakewood city, Ohio",50778,[18085]
814,27381,5308850,"Burien city, Washington",50729,[55133]
815,1947,600947,"Aliso Viejo city, California",50691,[35047]
816,12612,2718188,"Edina city, Minnesota",50603,[13067]
817,3097,663218,"Rowland Heights CDP, California",50572,[34019]
818,996,411230,"Catalina Foothills CDP, Arizona",50202,[20111]
819,2169,612552,"Cerritos city, California",50145,[34031]
820,11425,2483775,"Wheaton CDP, Maryland",50095,[19083]
821,11275,2456337,"North Bethesda CDP, Maryland",50056,[19037]
822,26430,4945860,"Logan city, Utah",49957,[17031]
823,27720,5351300,"Olympia city, Washington",49928,[72009]
824,26733,5103320,"Ashburn CDP, Virginia",49895,[55129]
825,3020,658520,"Poway city, California",49874,[34027]
826,17896,3675484,"Troy city, New York",49826,[39027]
827,25063,4828068,"Galveston city, Texas",49706,[48073]
828,6387,1720591,"Downers Grove village, Illinois",49649,[27053]
829,11558,2540710,"Methuen Town city, Massachusetts",49575,[]
830,28011,5414600,"Charleston city, West Virginia",49384,[53033]
831,12246,2670520,"Saginaw city, Michigan",49366,[10001]
832,19430,3919778,"Cuyahoga Falls city, Ohio",49329,[18009]
833,22145,4232800,"Harrisburg city, Pennsylvania",49278,[38077]
834,18754,3774540,"Wilson city, North Carolina",49237,[42029]
835,2401,624498,"Florin CDP, California",49226,[36029]
836,4282,1214895,"Country Club CDP, Florida",49207,[49057]
837,2649,640032,"La Mirada city, California",49162,[34025]
838,23647,4570270,"Summerville town, South Carolina",49122,[5113]
839,2262,617750,"Cypress city, California",49108,[36013]
840,24627,4807132,"Bedford city, Texas",49082,[46057]
841,3040,659587,"Rancho Santa Margarita city, California",49078,[36059]
842,11364,2471150,"Severn CDP, Maryland",49076,[19049]
843,26461,4953230,"Murray city, Utah",49038,[17031]
844,2001,603386,"Azusa city, California",49029,[36059]
845,17552,3651055,"Niagara Falls city, New York",48976,[39067]
846,24170,4716420,"Collierville town, Tennessee",48960,[40003]
847,10608,2251410,"Monroe city, Louisiana",48938,[42109]
848,5229,1324768,"Dunwoody city, Georgia",48857,[26103]
849,27257,5179560,"Tuckahoe CDP, Virginia",48691,[55025]
850,21011,4070300,"Stillwater city, Oklahoma",48685,[21123]
851,4145,1201700,"Apopka city, Florida",48682,[49041]
852,19909,3954040,"Newark city, Ohio",48640,[18081]
853,5862,1616750,"Coeur d'Alene city, Idaho",48618,[19163]
854,2243,616742,"Covina city, California",48601,[34041]
855,7806,1849932,"Mishawaka city, Indiana",48582,[24005]
856,28969,5572975,"Sheboygan city, Wisconsin",48560,[54031]
857,19838,3949840,"Middletown city, Ohio",48350,[17167]
858,11876,2624120,"East Lansing city, Michigan",48281,[12011]
859,19026,3853380,"Minot city, North Dakota",48171,[42003]
860,16722,3564930,"Roswell city, New Mexico",48163,[48135]
861,24767,4813492,"Cedar Hill city, Texas",48149,[48121]
862,13106,2757220,"St. Louis Park city, Minnesota",48124,[12083]
863,7746,1842426,"Lawrence city, Indiana",48081,[23025]
864,12207,2665560,"Portage city, Michigan",48072,[8081]
865,10956,2405950,"Bel Air South CDP, Maryland",48060,[]
866,28123,5439460,"Huntington city, West Virginia",48034,[53033]
867,10323,2200975,"Alexandria city, Louisiana",47954,[42077]
868,5681,1506290,"East Honolulu CDP, Hawaii",47868,[]
869,26259,4880356,"Wylie city, Texas",47855,[45085]
870,1970,602210,"Antelope CDP, California",47728,[34025]
871,19501,3925704,"Euclid city, Ohio",47698,[17203]
872,29071,5584675,"Wauwatosa city, Wisconsin",47687,[53053]
873,13825,2913600,"Chesterfield city, Missouri",47660,[17019]
874,2168,612524,"Ceres city, California",47650,[36015]
875,12243,2669800,"Roseville city, Michigan",47617,[12033]
876,9660,2062700,"Salina city, Kansas",47513,[6077]
877,23277,4422960,"East Providence city, Rhode Island",47425,[8071]
878,2889,651924,"North Highlands CDP, California",47357,[34027]
879,6037,1682810,"Twin Falls city, Idaho",47340,[19183]
880,27045,5148376,"McLean CDP, Virginia",47305,[55065]
881,26088,4872392,"Texas City city, Texas",47262,[45083]
882,2942,655254,"Palm Springs city, California",47140,[36045]
883,327,145784,"Madison city, Alabama",47079,[29123]
884,6528,1729938,"Glenview village, Illinois",47066,[27129]
885,26330,4920120,"Draper city, Utah",47043,[17031]
886,3135,668154,"San Luis Obispo city, California",46997,[35006]
887,19826,3949056,"Mentor city, Ohio",46933,[17191]
888,3127,667112,"San Jacinto city, California",46932,[36063]
889,7538,1814734,"Columbus city, Indiana",46926,[24041]
890,24452,4769420,"Smyrna town, Tennessee",46885,[40007]
891,7704,1838358,"Jeffersonville city, Indiana",46840,[24045]
892,3970,947290,"Middletown city, Connecticut",46747,[19147]
893,19795,3947138,"Mansfield city, Ohio",46720,[17095]
894,27582,5336745,"Lacey city, Washington",46655,[72119]
895,4840,1262625,"St. Cloud city, Florida",46624,[51083]
896,18367,3735200,"Kannapolis city, North Carolina",46498,[42029]
897,13416,2831020,"Hattiesburg city, Mississippi",46495,[6037]
898,26816,5114968,"Charlottesville city, Virginia",46487,[55103]
899,2686,641474,"Lincoln city, California",46404,[34029]
900,5786,1562600,"Pearl City CDP, Hawaii",46259,[51153]
901,19237,3904720,"Beavercreek city, Ohio",46255,[17163]
902,1157,444410,"Maricopa city, Arizona",46248,[20111]
903,6430,1723620,"Elmhurst city, Illinois",46139,[27111]
904,16922,3606607,"Binghamton city, New York",45964,[39017]
905,18042,3701520,"Apex town, North Carolina",45899,[42009]
906,16523,3525800,"Farmington city, New Mexico",45857,[48199]
907,3708,845255,"Littleton city, Colorado",45848,[31039]
908,11317,2463300,"Potomac CDP, Maryland",45780,[19027]
909,5707,1514650,"Hilo CDP, Hawaii",45703,[51187]
910,2868,650916,"Newark city, California",45554,[36059]
911,25271,4838632,"Keller city, Texas",45357,[48019]
912,17992,3680907,"West Seneca CDP, New York",45340,[39139]
913,13309,2806220,"Biloxi city, Mississippi",45328,[6019]
914,1957,601290,"Altadena CDP, California",45236,[34025]
915,11499,2521990,"Everett city, Massachusetts",45212,[18137]
916,8066,1882862,"West Lafayette city, Indiana",45110,[24041]
917,2349,621880,"El Dorado Hills CDP, California",45104,[35006]
918,19389,3916014,"Cleveland Heights city, Ohio",45024,[18039]
919,11448,2501640,"Arlington CDP, Massachusetts",44992,[18165]
920,4943,1271900,"Titusville city, Florida",44984,[49035]
921,4952,1273163,"University CDP (Hillsborough County), Florida",44979,[]
922,21536,4202184,"Altoona city, Pennsylvania",44749,[38029]
923,16280,3465790,"Sayreville borough, New Jersey",44744,[48289]
924,4294,1215968,"Cutler Bay town, Florida",44721,[49043]
925,20216,3975098,"Strongsville city, Ohio",44711,[18053]
926,16037,3428680,"Hackensack city, New Jersey",44673,[48363]
927,1429,505320,"Bentonville city, Arkansas",44601,[28093]
928,27015,5143432,"Lake Ridge CDP, Virginia",44552,[55019]
929,1787,555310,"Pine Bluff city, Arkansas",44509,[28145]
930,26725,5101912,"Annandale CDP, Virginia",44504,[55055]
931,19468,3922694,"Dublin city, Ohio",44442,[17137]
932,2204,614260,"Coachella city, California",44382,[36017]
933,11450,2502690,"Attleboro city, Massachusetts",44326,[18099]
934,11453,2503690,"Barnstable Town city, Massachusetts",44325,[]
935,4376,1224300,"Fort Pierce city, Florida",44248,[49041]
936,2265,617988,"Danville town, California",44205,[34023]
937,4700,1250575,"Oakland Park city, Florida",44085,[51021]
938,27361,5307380,"Bothell city, Washington",44082,[56025]
939,26758,5107784,"Blacksburg town, Virginia",44079,[55065]
940,25135,4831928,"Haltom City city, Texas",44059,[48029]
941,23257,4287048,"York city, Pennsylvania",44058,[37179]
942,4691,1249475,"North Miami Beach city, Florida",43963,[49027]
943,15747,3283800,"Whitney CDP, Nevada",43955,[34007]
944,2346,621782,"El Centro city, California",43932,[36001]
945,6767,1744407,"Lombard village, Illinois",43776,[27101]
946,2712,642524,"Lompoc city, California",43762,[36045]
947,2019,604758,"Beaumont city, California",43641,[35043]
948,1278,466820,"Sierra Vista city, Arizona",43585,[20091]
949,4689,1249425,"North Lauderdale city, Florida",43574,[49041]
950,26295,4907690,"Bountiful city, Utah",43568,[17073]
951,24164,4715400,"Cleveland city, Tennessee",43496,[40013]
952,17198,3627485,"Freeport village, New York",43380,[39105]
953,24725,4811428,"Burleson city, Texas",43296,[42129]
954,11602,2553960,"Pittsfield city, Massachusetts",43289,[18137]
955,4707,1251075,"Ocoee city, Florida",43194,[51071]
956,17967,3679246,"West Babylon CDP, New York",43168,[39061]
957,11618,2559105,"Salem city, Massachusetts",43146,[18137]
958,6366,1719161,"DeKalb city, Illinois",43141,[28009]
959,2840,649278,"Morgan Hill city, California",43136,[35025]
960,14716,3008950,"Bozeman city, Montana",43132,[6053]
961,3114,665028,"San Bruno city, California",43105,[36025]
962,14125,2937000,"Jefferson City city, Missouri",43092,[15007]
963,4136,1200950,"Altamonte Springs city, Florida",43084,[50017]
964,28577,5526275,"Fond du Lac city, Wisconsin",42910,[54071]
965,1191,451600,"Oro Valley town, Arizona",42889,[20139]
966,2026,604996,"Bell Gardens city, California",42845,[36059]
967,15770,3314200,"Concord city, New Hampshire",42717,[48427]
968,26792,5111464,"Burke CDP, Virginia",42710,[55033]
969,6868,1749867,"Moline city, Illinois",42644,[27095]
970,19505,3925970,"Fairfield city, Ohio",42589,[18017]
971,16082,3436510,"Kearny town, New Jersey",42487,[48365]
972,3037,659514,"Rancho Palos Verdes city, California",42463,[35027]
973,26611,5010675,"Burlington city, Vermont",42453,[28069]
974,17302,3634374,"Hicksville CDP, New York",42368,[39005]
975,25869,4862828,"Rockwall city, Texas",42316,[46079]
976,3078,662546,"Rohnert Park city, California",42305,[34025]
977,6142,1704845,"Belleville city, Illinois",42283,[27151]
978,16112,3440350,"Linden city, New Jersey",42230,[48315]
979,22991,4273808,"State College borough, Pennsylvania",42224,[38077]
980,9023,1979950,"Urbandale city, Iowa",42222,[21177]
981,7303,1777005,"Urbana city, Illinois",42141,[27037]
982,26510,4964340,"Riverton city, Utah",41997,[17063]
983,1224,457450,"Prescott Valley town, Arizona",41995,[20101]
984,7045,1760287,"Plainfield village, Illinois",41978,[27137]
985,12114,2653780,"Midland city, Michigan",41958,[8093]
986,2082,608100,"Brea city, California",41921,[36063]
987,26865,5121344,"Danville city, Virginia",41911,[55079]
988,5481,1359735,"Peachtree Corners city, Georgia",41907,[26019]
989,12938,2743864,"Moorhead city, Minnesota",41801,[12061]
990,1156,444270,"Marana town, Arizona",41720,[20115]
991,5820,1579700,"Waipahu CDP, Hawaii",41715,[51171]
992,11669,2576030,"Westfield city, Massachusetts",41667,[18131]
993,6207,1709447,"Buffalo Grove village, Illinois",41551,[26163]
994,24135,4708280,"Brentwood city, Tennessee",41524,[39175]
995,23302,4480780,"Woonsocket city, Rhode Island",41508,[8067]
996,6122,1704013,"Bartlett village, Illinois",41487,[27093]
997,1223,457380,"Prescott city, Arizona",41468,[20091]
998,11536,2535075,"Leominster city, Massachusetts",41446,[18103]
999,11004,2414125,"Catonsville CDP, Maryland",41440,[19065]
1000,11458,2505595,"Beverly city, Massachusetts",41431,[18113]
1001,16774,3574520,"South Valley CDP, New Mexico",41391,[48157]
1002,26091,4872530,"The Colony city, Texas",41388,[47167]
1003,27051,5148952,"Manassas city, Virginia",41379,[55078]
1004,9401,2033625,"Hutchinson city, Kansas",41316,[6107]
1005,27473,5320750,"Edmonds city, Washington",41309,[72113]
1006,4013,968100,"Shelton city, Connecticut",41282,[19155]
1007,12889,2739878,"Mankato city, Minnesota",41241,[12115]
1008,4724,1253150,"Ormond Beach city, Florida",41238,[51117]
1009,19515,3927048,"Findlay city, Ohio",41237,[17117]
1010,8244,1911755,"Cedar Falls city, Iowa",41167,[21195]
1011,2128,610345,"Campbell city, California",41164,[36045]
1012,24838,4816612,"Coppell city, Texas",41138,[48113]
1013,23434,4529815,"Goose Creek city, South Carolina",41040,[5115]
1014,24777,4814236,"Channelview CDP, Texas",40983,[48051]
1015,4687,1249350,"North Fort Myers CDP, Florida",40916,[51047]
1016,23214,4285152,"Wilkes-Barre city, Pennsylvania",40887,[36071]
1017,27030,5145957,"Linton Hall CDP, Virginia",40832,[55033]
1018,5030,1278250,"Winter Garden city, Florida",40799,[51069]
1019,25215,4835528,"Huntsville city, Texas",40727,[46103]
1020,17054,3618157,"Coram CDP, New York",40713,[39041]
1021,11503,2523875,"Fitchburg city, Massachusetts",40666,[18121]
1022,7245,1773157,"Streamwood village, Illinois",40615,[27105]
1023,7072,1762367,"Quincy city, Illinois",40587,[28035]
1024,9894,2117848,"Covington city, Kentucky",40578,[5003]
1025,25988,4867496,"Sherman city, Texas",40543,[48123]
1026,11286,2458300,"Odenton CDP, Maryland",40479,[19015]
1027,2656,640340,"La Puente city, California",40451,[34025]
1028,11524,2530840,"Holyoke city, Massachusetts",40362,[18127]
1029,25390,4842016,"Leander city, Texas",40338,[47005]
1030,6338,1717887,"Crystal Lake city, Illinois",40331,[27153]
1031,3124,667042,"San Gabriel city, California",40315,[35045]
1032,2657,640354,"La Quinta city, California",40305,[36063]
1033,23649,4570405,"Sumter city, South Carolina",40286,[5091]
1034,20298,3980892,"Warren city, Ohio",40244,[18035]
1035,6248,1711332,"Carol Stream village, Illinois",40231,[27087]
1036,11155,2436075,"Hagerstown city, Maryland",40222,[19061]
1037,18330,3731060,"Hickory city, North Carolina",40157,[42043]
1038,12896,2740382,"Maplewood city, Minnesota",40127,[12101]
1039,13130,2759350,"Shakopee city, Minnesota",40024,[12086]
1040,2109,609710,"Calexico city, California",39953,[36029]
1041,4519,1236121,"Kendall West CDP, Florida",39952,[]
1042,2904,653070,"Oakley city, California",39950,[35013]
1043,3992,956200,"Norwich city, Connecticut",39875,[19133]
1044,4417,1227322,"Greenacres city, Florida",39827,[]
1045,180,126896,"Florence city, Alabama",39824,[29113]
1046,980,408220,"Bullhead City city, Arizona",39824,[20091]
1047,28830,5556375,"New Berlin city, Wisconsin",39779,[53047]
1048,11549,2538715,"Marlborough city, Massachusetts",39771,[18157]
1049,5395,1348288,"Mableton CDP, Georgia",39745,[26073]
1050,19723,3941720,"Lancaster city, Ohio",39732,[17167]
1051,7119,1765442,"Romeoville village, Illinois",39682,[27001]
1052,23453,4534045,"Hilton Head Island town, South Carolina",39666,[5101]
1053,27763,5356695,"Puyallup city, Washington",39637,[56033]
1054,24931,4821628,"Duncanville city, Texas",39636,[48071]
1055,27367,5307695,"Bremerton city, Washington",39584,[56045]
1056,11683,2581035,"Woburn city, Massachusetts",39500,[18113]
1057,11094,2426600,"Essex CDP, Maryland",39494,[19003]
1058,25412,4843012,"Little Elm city, Texas",39471,[48055]
1059,2257,617568,"Culver City city, California",39432,[34041]
1060,26196,4877272,"Weslaco city, Texas",39420,[45051]
1061,27060,5149792,"Marumsco CDP, Virginia",39390,[]
1062,4891,1267575,"South Miami Heights CDP, Florida",39312,[49057]
1063,11434,2486475,"Woodlawn CDP (Baltimore County), Maryland",39296,[19011]
1064,4433,1228452,"Hallandale Beach city, Florida",39285,[50027]
1065,11474,2513205,"Chelsea city, Massachusetts",39272,[18113]
1066,19597,3932592,"Grove City city, Ohio",39266,[18089]
1067,16471,3516420,"Clovis city, New Mexico",39255,[48217]
1068,11034,2417900,"Clinton CDP, Maryland",39230,[19065]
1069,24244,4728960,"Germantown city, Tennessee",39230,[40015]
1070,13483,2846640,"Meridian city, Mississippi",39213,[5149]
1071,10932,2401600,"Annapolis city, Maryland",39151,[19083]
1072,2934,654806,"Pacifica city, California",39141,[36029]
1073,13796,2911242,"Cape Girardeau city, Missouri",39092,[15007]
1074,15864,3402080,"Atlantic City city, New Jersey",39075,[48255]
1075,1297,470320,"Sun City CDP, Arizona",39000,[20091]
1076,29068,5584475,"Wausau city, Wisconsin",38934,[53057]
1077,25355,4841212,"Lancaster city, Texas",38871,[47019]
1078,4930,1271564,"The Acreage CDP, Florida",38845,[51015]
1079,19656,3936610,"Huber Heights city, Ohio",38825,[17091]
1080,25216,4835576,"Hurst city, Texas",38813,[47117]
1081,25049,4827648,"Friendswood city, Texas",38811,[47189]
1082,11365,2471200,"Severna Park CDP, Maryland",38725,[19083]
1083,5031,1278275,"Winter Haven city, Florida",38663,[51107]
1084,4728,1253575,"Oviedo city, Florida",38655,[51089]
1085,3242,673962,"Stanton city, California",38648,[34033]
1086,2826,648788,"Montclair city, California",38613,[34031]
1087,20318,3983342,"Westerville city, Ohio",38604,[18031]
1088,25556,4848772,"Mission Bend CDP, Texas",38570,[45083]
1089,7113,1765078,"Rock Island city, Illinois",38560,[27053]
1090,3753,854330,"Northglenn city, Colorado",38473,[30095]
1091,18715,3770540,"Wake Forest town, North Carolina",38473,[42061]
1092,952,402830,"Apache Junction city, Arizona",38452,[20093]
1093,6574,1732746,"Hanover Park village, Illinois",38350,[28035]
1094,13612,2874840,"Tupelo city, Mississippi",38321,[5131]
1095,6249,1711358,"Carpentersville village, Illinois",38280,[27171]
1096,7377,1781087,"Wheeling village, Illinois",38264,[27013]
1097,21308,4140550,"Lake Oswego city, Oregon",38212,[2068]
1098,25958,4866128,"Schertz city, Texas",38199,[45071]
1099,19446,3921434,"Delaware city, Ohio",38193,[17183]
1100,12134,2656320,"Muskegon city, Michigan",38189,[12011]
1101,26537,4971290,"Spanish Fork city, Utah",38171,[17075]
1102,20843,4050050,"Muskogee city, Oklahoma",38139,[21037]
1103,5721,1523150,"Kailua CDP (Honolulu County), Hawaii",38088,[51155]
1104,3501,808675,"Brighton city, Colorado",38016,[30101]
1105,8670,1949485,"Marion city, Iowa",38014,[22075]
1106,26514,4965110,"Roy city, Utah",38013,[17031]
1107,28430,5510025,"Brookfield city, Wisconsin",37943,[54001]
1108,21298,4138500,"Keizer city, Oregon",37910,[1103]
1109,2772,646114,"Martinez city, California",37902,[34025]
1110,4157,1202681,"Aventura city, Florida",37875,[51083]
1111,17919,3676705,"Valley Stream village, New York",37843,[39161]
1112,23414,4525810,"Florence city, South Carolina",37840,[5051]
1113,7016,1757875,"Park Ridge city, Illinois",37810,[27145]
1114,27070,5150856,"Mechanicsville CDP, Virginia",37674,[55078]
1115,4832,1262100,"Royal Palm Beach village, Florida",37665,[51059]
1116,19741,3943554,"Lima city, Ohio",37592,[17097]
1117,2724,644028,"Los Banos city, California",37559,[35061]
1118,5423,1351670,"Milton city, Georgia",37556,[25005]
1119,4957,1273700,"Valrico CDP, Florida",37546,[49005]
1120,4788,1257550,"Plant City city, Florida",37459,[49027]
1121,4382,1224581,"Four Corners CDP, Florida",37439,[]
1122,26495,4960930,"Pleasant Grove city, Utah",37439,[17031]
1123,16551,3532520,"Hobbs city, New Mexico",37427,[48157]
1124,23637,4568290,"Spartanburg city, South Carolina",37384,[5065]
1125,4564,1239075,"Lake Worth city, Florida",37354,[49005]
1126,3825,868847,"Security-Widefield CDP, Colorado",37325,[]
1127,5276,1331908,"Gainesville city, Georgia",37291,[25021]
1128,27627,5340840,"Lynnwood city, Washington",37242,[72145]
1129,26087,4872368,"Texarkana city, Texas",37222,[48019]
1130,17121,3622502,"East Meadow CDP, New York",37195,[39035]
1131,26413,4940470,"Kearns CDP, Utah",37194,[17057]
1132,18354,3733560,"Indian Trail town, North Carolina",37191,[42017]
1133,20085,3966390,"Reynoldsburg city, Ohio",37189,[18021]
1134,2528,634120,"Hollister city, California",37182,[36059]
1135,27121,5158472,"Oakton CDP, Virginia",37166,[55049]
1136,2821,648648,"Monrovia city, California",37138,[35049]
1137,17041,3617530,"Commack CDP, New York",37117,[39143]
1138,4072,1021200,"Dover city, Delaware",37109,[55001]
1139,6056,1700243,"Addison village, Illinois",37104,[28027]
1140,6227,1710487,"Calumet City city, Illinois",37091,[27021]
1141,11464,2507740,"Braintree Town city, Massachusetts",37082,[]
1142,28623,5531175,"Greenfield city, Wisconsin",37082,[54077]
1143,16012,3424420,"Fort Lee borough, New Jersey",37058,[48353]
1144,12060,2647800,"Lincoln Park city, Michigan",37028,[10001]
1145,27737,5353335,"Parkland CDP, Washington",37019,[56021]
1146,14342,2953876,"Oakville CDP, Missouri",37007,[16055]
1147,4338,1220108,"Egypt Lake-Leto CDP, Florida",36964,[]
1148,25300,4839952,"Kyle city, Texas",36929,[47153]
1149,4817,1260230,"Richmond West CDP, Florida",36898,[]
1150,417,159472,"Phenix City city, Alabama",36870,[30001]
1151,7912,1861092,"Portage city, Indiana",36849,[24011]
1152,5450,1355020,"Newnan city, Georgia",36792,[26045]
1153,1630,533400,"Hot Springs city, Arkansas",36780,[29051]
1154,16947,3608257,"Brighton CDP, New York",36753,[39143]
1155,27619,5340245,"Longview city, Washington",36740,[72095]
1156,28396,5506500,"Beloit city, Wisconsin",36733,[54077]
1157,21258,4130550,"Grants Pass city, Oregon",36687,[1127]
1158,4751,1254700,"Panama City city, Florida",36661,[51093]
1159,17149,3624273,"Elmont CDP, New York",36636,[39073]
1160,24173,4716540,"Columbia city, Tennessee",36635,[40081]
1161,18471,3744220,"Mooresville town, North Carolina",36577,[42011]
1162,7838,1852326,"New Albany city, Indiana",36548,[24021]
1163,25933,4865516,"San Juan city, Texas",36469,[47093]
1164,4034,977270,"Trumbull CDP, Connecticut",36455,[19149]
1165,28780,5551000,"Menomonee Falls village, Wisconsin",36411,[54025]
1166,19805,3947754,"Marion city, Ohio",36399,[17135]
1167,20423,4004450,"Bartlesville city, Oklahoma",36398,[20151]
1168,4633,1244275,"Merritt Island CDP, Florida",36380,[51057]
1169,28588,5527300,"Franklin city, Wisconsin",36295,[53053]
1170,2655,640326,"La Presa CDP, California",36225,[35035]
1171,3286,678148,"Temple City city, California",36214,[36027]
1172,10856,2338740,"Lewiston city, Maine",36211,[19109]
1173,3394,684410,"West Hollywood city, California",36148,[34041]
1174,4323,1218575,"Dunedin city, Florida",36099,[49027]
1175,2836,649138,"Moorpark city, California",36060,[36063]
1176,11027,2416875,"Chillum CDP, Maryland",36047,[19023]
1177,13518,2854040,"Olive Branch city, Mississippi",36033,[5133]
1178,5533,1366668,"Rome city, Georgia",36029,[26083]
1179,4566,1239200,"Land O' Lakes CDP, Florida",35995,[51059]
1180,24464,4770580,"Spring Hill city, Tennessee",35995,[40061]
1181,13062,2754214,"Richfield city, Minnesota",35993,[12075]
1182,9446,2039000,"Leavenworth city, Kansas",35958,[8043]
1183,8064,1882700,"Westfield city, Indiana",35956,[24031]
1184,24899,4819792,"Del Rio city, Texas",35951,[47103]
1185,2190,613756,"Claremont city, California",35949,[34029]
1186,3131,668028,"San Juan Capistrano city, California",35948,[35045]
1187,2022,604870,"Bell city, California",35942,[34041]
1188,12554,2713456,"Cottage Grove city, Minnesota",35902,[12101]
1189,25470,4845072,"Lufkin city, Texas",35888,[45029]
1190,25881,4863284,"Rosenberg city, Texas",35867,[48089]
1191,195,128696,"Gadsden city, Alabama",35832,[29227]
1192,7926,1864260,"Richmond city, Indiana",35819,[24043]
1193,15705,3253800,"Pahrump CDP, Nevada",35812,[34005]
1194,5408,1350036,"Martinez CDP, Georgia",35808,[26121]
1195,14639,2978442,"Wentzville city, Missouri",35768,[17011]
1196,11288,2458900,"Olney CDP, Maryland",35766,[19013]
1197,2760,645400,"Manhattan Beach city, California",35698,[36059]
1198,4953,1273172,"University CDP (Orange County), Florida",35642,[]
1199,27559,5333805,"Issaquah city, Washington",35629,[56001]
1200,13080,2755852,"Roseville city, Minnesota",35624,[13067]
1201,28848,5558800,"Oak Creek city, Wisconsin",35588,[53057]
1202,14655,2979820,"Wildwood city, Missouri",35524,[16045]
1203,3415,685446,"Wildomar city, California",35492,[36027]
1204,21378,4155200,"Oregon City city, Oregon",35483,[1121]
1205,11330,2464950,"Randallstown CDP, Maryland",35438,[18179]
1206,18292,3726880,"Goldsboro city, North Carolina",35432,[42029]
1207,5617,1377652,"Tucker city, Georgia",35418,[26045]
1208,5238,1325720,"East Point city, Georgia",35380,[25021]
1209,8185,1906355,"Bettendorf city, Iowa",35293,[22007]
1210,434,162328,"Prattville city, Alabama",35286,[29189]
1211,25361,4841440,"La Porte city, Texas",35216,[47009]
1212,5254,1328044,"Evans CDP, Georgia",35204,[26069]
1213,7790,1848528,"Merrillville town, Indiana",35183,[24001]
1214,4276,1214125,"Cooper City city, Florida",35081,[51081]
1215,4033,976500,"Torrington city, Connecticut",35078,[19157]
1216,5033,1278325,"Winter Springs city, Florida",35050,[51127]
1217,5480,1359724,"Peachtree City city, Georgia",34988,[26101]
1218,12778,2731076,"Inver Grove Heights city, Minnesota",34976,[12099]
1219,20268,3979002,"Upper Arlington city, Ohio",34943,[17135]
1220,14590,2975220,"University City city, Missouri",34922,[13175]
1221,24307,4741200,"La Vergne city, Tennessee",34905,[40081]
1222,4238,1210825,"Carrollwood CDP, Florida",34747,[51089]
1223,4570,1239525,"Lauderdale Lakes city, Florida",34744,[49043]
1224,20212,3974944,"Stow city, Ohio",34743,[18043]
1225,19279,3907454,"Boardman CDP, Ohio",34717,[17099]
1226,19545,3929106,"Gahanna city, Ohio",34691,[18021]
1227,2999,657764,"Pleasant Hill city, California",34662,[36063]
1228,19310,3909680,"Brunswick city, Ohio",34658,[17149]
1229,20888,4056650,"Owasso city, Oklahoma",34634,[21113]
1230,22611,4254656,"Norristown borough, Pennsylvania",34556,[36119]
1231,11660,2573440,"Watertown Town city, Massachusetts",34553,[]
1232,2039,606308,"Beverly Hills city, California",34506,[34027]
1233,2914,653448,"Oildale CDP, California",34496,[35031]
1234,24239,4728540,"Gallatin city, Tennessee",34495,[40065]
1235,2924,654092,"Orangevale CDP, California",34467,[36059]
1236,1062,422220,"El Mirage city, Arizona",34400,[20133]
1237,19635,3935476,"Hilliard city, Ohio",34386,[17163]
1238,18468,3743920,"Monroe city, North Carolina",34368,[42045]
1239,17538,3650100,"New City CDP, New York",34338,[39093]
1240,3121,666070,"San Dimas city, California",34334,[35045]
