,Unnamed: 0,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,county_fips
1920,23654,4571395,"Taylors CDP, South Carolina",22919,[5049]
1921,12561,2714158,"Crystal city, Minnesota",22910,[12105]
1922,10395,2214135,"Chalmette CDP, Louisiana",22907,[42079]
1923,21361,4152100,"Newberg city, Oregon",22898,[2164]
1924,11199,2445325,"Landover CDP, Maryland",22852,[19023]
1925,20290,3980304,"Wadsworth city, Ohio",22843,[17099]
1926,15158,3110110,"Columbus city, Nebraska",22834,[41019]
1927,4501,1235050,"Jacksonville Beach city, Florida",22833,[49035]
1928,4432,1228400,"Haines City city, Florida",22826,[49003]
1929,17126,3622733,"East Patchogue CDP, New York",22796,[39155]
1930,17368,3639853,"Kiryas Joel village, New York",22794,[39069]
1931,21498,4182800,"Wilsonville city, Oregon",22789,[1121]
1932,24638,4807552,"Benbrook city, Texas",22782,[45007]
1933,4211,1208300,"Brent CDP, Florida",22761,[51019]
1934,2802,647486,"Millbrae city, California",22738,[35055]
1935,10190,2163912,"Radcliff city, Kentucky",22718,[5039]
1936,22757,4262416,"Pottstown borough, Pennsylvania",22715,[37183]
1937,5297,1335324,"Griffin city, Georgia",22710,[25027]
1938,17208,3628178,"Garden City village, New York",22699,[39043]
1939,3419,685614,"Willowbrook CDP, California",22654,[36027]
1940,2228,616224,"Corcoran city, California",22650,[34025]
1941,20354,3985484,"Willoughby city, Ohio",22646,[17159]
1942,11716,2604105,"Auburn Hills city, Michigan",22644,[9001]
1943,25218,4835624,"Hutto city, Texas",22644,[42129]
1944,19797,3947306,"Maple Heights city, Ohio",22630,[17197]
1945,20007,3959234,"Oxford city, Ohio",22624,[17149]
1946,12735,2727530,"Hastings city, Minnesota",22620,[12121]
1947,26354,4924740,"Farmington city, Utah",22616,[17049]
1948,25535,4848096,"Midlothian city, Texas",22615,[46079]
1949,11681,2580545,"Winchester CDP, Massachusetts",22579,[18143]
1950,4685,1249260,"Northdale CDP, Florida",22558,[51059]
1951,19215,3903352,"Avon city, Ohio",22538,[17201]
1952,27713,5350360,"Oak Harbor city, Washington",22527,[72133]
1953,12645,2720618,"Farmington city, Minnesota",22502,[12117]
1954,2468,630693,"Granite Bay CDP, California",22479,[36053]
1955,5496,1362104,"Pooler city, Georgia",22477,[26115]
1956,4499,1234400,"Ives Estates CDP, Florida",22460,[49021]
1957,6167,1706704,"Blue Island city, Illinois",22446,[27005]
1958,12961,2745430,"New Brighton city, Minnesota",22440,[12061]
1959,22567,4253368,"New Castle city, Pennsylvania",22434,[37197]
1960,15773,3317860,"Derry CDP, New Hampshire",22378,[48421]
1961,2056,607064,"Bloomington CDP, California",22377,[34025]
1962,26977,5138424,"Hopewell city, Virginia",22353,[55025]
1963,7211,1770720,"South Elgin village, Illinois",22322,[27053]
1964,18862,3819620,"Dickinson city, North Dakota",22309,[42001]
1965,23548,4550695,"North Augusta city, South Carolina",22268,[5051]
1966,3013,658296,"Port Hueneme city, California",22262,[34031]
1967,3390,684144,"West Carson CDP, California",22260,[35053]
1968,2899,652694,"Oakdale city, California",22256,[36063]
1969,19658,3936651,"Hudson city, Ohio",22250,[18023]
1970,3426,685992,"Winter Gardens CDP, California",22237,[36059]
1971,4729,1253725,"Pace CDP, Florida",22232,[49013]
1972,5739,1536500,"Kihei CDP, Hawaii",22220,[]
1973,6355,1718628,"Darien city, Illinois",22206,[26147]
1974,6165,1706587,"Bloomingdale village, Illinois",22196,[27127]
1975,4959,1273900,"Venice city, Florida",22192,[51095]
1976,4912,1269555,"Sunny Isles Beach city, Florida",22175,[51017]
1977,5051,1300408,"Acworth city, Georgia",22163,[26111]
1978,4834,1262275,"Ruskin CDP, Florida",22162,[49003]
1979,16323,3471430,"Summit city, New Jersey",22155,[48345]
1980,10703,2266655,"Ruston city, Louisiana",22154,[42109]
1981,27569,5335170,"Kenmore city, Washington",22154,[56013]
1982,25900,4864112,"Saginaw city, Texas",22120,[45013]
1983,27881,5373307,"Union Hill-Novelty Hill CDP, Washington",22109,[]
1984,17456,3645986,"Massapequa CDP, New York",22102,[39061]
1985,11031,2417350,"Clarksburg CDP, Maryland",22100,[19027]
1986,14,101852,"Anniston city, Alabama",22097,[29173]
1987,13520,2854840,"Oxford city, Mississippi",22092,[6029]
1988,16185,3453280,"North Plainfield borough, New Jersey",22092,[48281]
1989,27385,5309480,"Camas city, Washington",22086,[56003]
1990,24066,4669300,"Watertown city, South Dakota",22083,[1061]
1991,436,162496,"Prichard city, Alabama",22063,[29145]
1992,16532,3528460,"Gallup city, New Mexico",22063,[48181]
1993,17497,3648010,"Monsey CDP, New York",22043,[39035]
1994,21531,4202056,"Allison Park CDP, Pennsylvania",22041,[37125]
1995,27679,5347245,"Moses Lake city, Washington",22038,[56033]
1996,19182,3901420,"Alliance city, Ohio",22036,[17201]
1997,5209,1322052,"Decatur city, Georgia",22022,[26053]
1998,3589,824950,"Erie town, Colorado",22019,[31095]
1999,21412,4163650,"Roseburg city, Oregon",22013,[1115]
2000,27876,5372905,"Tumwater city, Washington",22005,[56025]
2001,14855,3040075,"Kalispell city, Montana",21992,[6065]
2002,7213,1770850,"South Holland village, Illinois",21991,[28033]
2003,4910,1269250,"Sun City Center CDP, Florida",21986,[48499]
2004,23605,4562395,"St. Andrews CDP, South Carolina",21977,[5051]
2005,24227,4725760,"Farragut town, Tennessee",21975,[40013]
2006,11643,2567700,"Stoneham CDP, Massachusetts",21967,[18147]
2007,11958,2636280,"Hamtramck city, Michigan",21959,[12005]
2008,26824,5116096,"Chester CDP, Virginia",21957,[55031]
2009,27465,5319630,"Eastmont CDP, Washington",21951,[]
2010,13524,2855360,"Pascagoula city, Mississippi",21935,[6019]
2011,9617,2057575,"Prairie Village city, Kansas",21932,[8013]
2012,4343,1220925,"Ensley CDP, Florida",21922,[49001]
2013,24834,4816468,"Converse city, Texas",21919,[42129]
2014,1097,429710,"Green Valley CDP, Arizona",21912,[20133]
2015,26828,5116608,"Christiansburg town, Virginia",21892,[55017]
2016,20570,4019900,"Del City city, Oklahoma",21888,[21015]
2017,17562,3651495,"North Bay Shore CDP, New York",21886,[39149]
2018,3031,659346,"Ramona CDP, California",21871,[34041]
2019,7323,1777993,"Villa Park village, Illinois",21867,[27017]
2020,27176,5168880,"Rose Hill CDP (Fairfax County), Virginia",21865,[55113]
2021,4580,1239875,"Leesburg city, Florida",21853,[51053]
2022,2312,619990,"Duarte city, California",21832,[36051]
2023,2644,639766,"Lakeside CDP, California",21827,[34041]
2024,7743,1842246,"La Porte city, Indiana",21825,[]
2025,20186,3973264,"South Euclid city, Ohio",21792,[17203]
2026,6507,1728872,"Geneva city, Illinois",21791,[26141]
2027,16270,3464620,"Roselle borough, New Jersey",21746,[48253]
2028,3936,918920,"Darien CDP, Connecticut",21742,[19153]
2029,27511,5325475,"Frederickson CDP, Washington",21737,[55133]
2030,23445,4532065,"Hanahan city, South Carolina",21729,[5063]
2031,13646,2900280,"Affton CDP, Missouri",21704,[16049]
2032,3222,673108,"South Lake Tahoe city, California",21680,[34035]
2033,7015,1757732,"Park Forest village, Illinois",21672,[27051]
2034,21270,4132850,"Hayesville CDP, Oregon",21658,[1091]
2035,4187,1205462,"Bellview CDP, Florida",21655,[51059]
2036,3038,659550,"Rancho San Diego CDP, California",21651,[34027]
2037,5581,1374180,"Sugar Hill city, Georgia",21644,[26125]
2038,15828,3362900,"Portsmouth city, New Hampshire",21644,[48423]
2039,4335,1219825,"Edgewater city, Florida",21620,[51107]
2040,27283,5183680,"Waynesboro city, Virginia",21620,[55129]
2041,19372,3914184,"Chillicothe city, Ohio",21598,[17173]
2042,7649,1829520,"Greenfield city, Indiana",21565,[24039]
2043,2680,641180,"Lennox CDP, California",21537,[35019]
2044,23375,4516405,"Conway city, South Carolina",21534,[5071]
2045,2960,656112,"Patterson city, California",21497,[34029]
2046,3450,687056,"Yucca Valley town, California",21483,[34027]
2047,14503,2966440,"Sedalia city, Missouri",21477,[15007]
2048,19006,3849900,"Mandan city, North Dakota",21472,[42003]
2049,27543,5330305,"Hazel Dell CDP, Washington",21449,[72027]
2050,4599,1241775,"Lutz CDP, Florida",21448,[49005]
2051,10803,2304860,"Biddeford city, Maine",21413,[19131]
2052,4379,1224475,"Fort Walton Beach city, Florida",21368,[51035]
2053,18422,3739700,"Lumberton city, North Carolina",21366,[42017]
2054,26318,4914290,"Clinton city, Utah",21353,[17055]
2055,6,100988,"Albertville city, Alabama",21342,[29123]
2056,20027,3962148,"Perrysburg city, Ohio",21327,[17119]
2057,6407,1722073,"East Moline city, Illinois",21302,[27069]
2058,27723,5351795,"Orchards CDP, Washington",21299,[56003]
2059,4666,1247625,"Naples city, Florida",21279,[51001]
2060,404,157576,"Oxford city, Alabama",21231,[29199]
2061,7523,1812934,"Clarksville town, Indiana",21228,[24023]
2062,2766,645778,"Marina city, California",21227,[35007]
2063,12694,2724308,"Golden Valley city, Minnesota",21208,[12105]
2064,6271,1712567,"Charleston city, Illinois",21202,[28011]
2065,24207,4722720,"East Ridge city, Tennessee",21193,[40069]
2066,28987,5575125,"South Milwaukee city, Wisconsin",21185,[54011]
2067,27047,5148450,"McNair CDP, Virginia",21183,[]
2068,10347,2205210,"Bayou Cane CDP, Louisiana",21173,[42121]
2069,6551,1731121,"Grayslake village, Illinois",21168,[26141]
2070,10936,2401975,"Arbutus CDP, Maryland",21167,[19031]
2071,535,176944,"Trussville city, Alabama",21145,[30005]
2072,21303,4139700,"Klamath Falls city, Oregon",21113,[2158]
2073,13676,2901972,"Arnold city, Missouri",21102,[13131]
2074,15732,3271600,"Sun Valley CDP, Nevada",21101,[34007]
2075,27686,5347735,"Mukilteo city, Washington",21101,[72017]
2076,18137,3710620,"Carrboro town, North Carolina",21099,[42007]
2077,5731,1530300,"Kapolei CDP, Hawaii",21086,[51153]
2078,12092,2651900,"Marquette city, Michigan",21081,[12045]
2079,27798,5361000,"Salmon Creek CDP, Washington",21068,[72065]
2080,9324,2025425,"Gardner city, Kansas",21059,[8021]
2081,10999,2412600,"Camp Springs CDP, Maryland",21058,[19033]
2082,2665,640704,"Lathrop city, California",21050,[34035]
2083,9792,2102368,"Ashland city, Kentucky",21035,[4003]
2084,25744,4857980,"Plainview city, Texas",21030,[47051]
2085,24447,4767760,"Shelbyville city, Tennessee",21028,[40025]
2086,18379,3735920,"Kinston city, North Carolina",21004,[42019]
2087,4916,1270345,"Sweetwater city, Florida",20989,[48505]
2088,12854,2737322,"Lino Lakes city, Minnesota",20950,[12117]
2089,9370,2031100,"Hays city, Kansas",20938,[6099]
2090,3024,658870,"Prunedale CDP, California",20928,[34035]
2091,13958,2923986,"Ferguson city, Missouri",20927,[17007]
2092,27682,5347490,"Mountlake Terrace city, Washington",20922,[72143]
2093,10894,2365725,"Sanford city, Maine",20920,[19121]
2094,12964,2745628,"New Hope city, Minnesota",20909,[12097]
2095,24841,4816696,"Corinth city, Texas",20908,[46037]
2096,11758,2608640,"Birmingham city, Michigan",20836,[12031]
2097,20724,4037800,"Jenks city, Oklahoma",20836,[20205]
2098,1986,602924,"Arvin city, California",20826,[35043]
2099,12375,2689140,"Ypsilanti city, Michigan",20804,[10003]
2100,5625,1378324,"Union City city, Georgia",20793,[26049]
2101,20037,3962848,"Piqua city, Ohio",20793,[17121]
2102,11037,2418250,"Cockeysville CDP, Maryland",20789,[19027]
2103,20171,3972424,"Sidney city, Ohio",20777,[17131]
2104,5002,1276500,"West Melbourne city, Florida",20768,[51001]
2105,14324,2952616,"Nixa city, Missouri",20757,[16079]
2106,4577,1239775,"Lealman CDP, Florida",20755,[49045]
2107,4100,1047030,"Middletown town, Delaware",20754,[55013]
2108,4462,1231075,"Holiday CDP, Florida",20745,[49049]
2109,11688,2600440,"Adrian city, Michigan",20743,[8085]
2110,23626,4566580,"Simpsonville city, South Carolina",20741,[5071]
2111,1935,600394,"Agoura Hills city, California",20736,[34025]
2112,21142,4103050,"Ashland city, Oregon",20733,[1117]
2113,16204,3455770,"Palisades Park borough, New Jersey",20716,[48283]
2114,3220,672996,"South El Monte city, California",20712,[34025]
2115,2710,642468,"Lomita city, California",20707,[36029]
2116,17475,3646668,"Merrick CDP, New York",20679,[39083]
2117,17418,3643082,"Lockport city, New York",20676,[39151]
2118,4749,1254525,"Palm Valley CDP, Florida",20672,[51001]
2119,24708,4810897,"Brushy Creek CDP, Texas",20666,[48029]
2120,27813,5364365,"Silverdale CDP, Washington",20664,[72143]
2121,23499,4541335,"Lexington town, South Carolina",20653,[5111]
2122,21750,4212536,"Chambersburg borough, Pennsylvania",20640,[37169]
2123,24636,4807492,"Belton city, Texas",20635,[48043]
2124,21340,4148650,"Milwaukie city, Oregon",20627,[1105]
2125,27704,5349940,"North Lynnwood CDP, Washington",20626,[56005]
2126,5760,1547600,"Makakilo CDP, Hawaii",20615,[]
2127,9461,2039825,"Liberal city, Kansas",20607,[8009]
2128,16230,3459640,"Pleasantville city, New Jersey",20568,[48351]
2129,28892,5563300,"Pleasant Prairie village, Wisconsin",20552,[54057]
2130,23393,4521985,"Easley city, South Carolina",20521,[5043]
2131,27668,5345870,"Mill Creek East CDP, Washington",20514,[]
2132,6748,1743250,"Libertyville village, Illinois",20504,[28039]
2133,19731,3942364,"Lebanon city, Ohio",20500,[18003]
2134,11508,2525485,"Gardner city, Massachusetts",20496,[18103]
2135,10715,2269225,"Shenandoah CDP, Louisiana",20481,[42097]
2136,20966,4065400,"Sapulpa city, Oklahoma",20477,[21111]
2137,2607,639003,"La Cañada Flintridge city, California",20474,[35029]
2138,27363,5307395,"Bothell West CDP, Washington",20472,[]
2139,17749,3663924,"Rotterdam CDP, New York",20470,[39017]
2140,4504,1235350,"Jasmine Estates CDP, Florida",20465,[51015]
2141,363,151696,"Mountain Brook city, Alabama",20438,[29139]
2142,3228,673290,"South San Jose Hills CDP, California",20423,[34039]
2143,18321,3730120,"Havelock city, North Carolina",20404,[42033]
2144,2783,646646,"Mead Valley CDP, California",20402,[34033]
2145,4056,1004130,"Bear CDP, Delaware",20401,[55005]
2146,5766,1551000,"Mililani Mauka CDP, Hawaii",20393,[]
2147,11547,2538435,"Marblehead CDP, Massachusetts",20393,[18095]
2148,17382,3640838,"Lake Ronkonkoma CDP, New York",20393,[39055]
2149,6332,1717458,"Crest Hill city, Illinois",20368,[27007]
2150,3628,830835,"Golden city, Colorado",20365,[30105]
2151,25591,4850100,"Murphy city, Texas",20361,[47113]
2152,14434,2960752,"Raymore city, Missouri",20358,[16069]
2153,19204,3902568,"Ashland city, Ohio",20348,[18039]
2154,20059,3964304,"Portsmouth city, Ohio",20343,[17097]
2155,1963,601640,"American Canyon city, California",20341,[36051]
2156,10507,2232755,"Hammond city, Louisiana",20325,[42091]
2157,3715,846355,"Louisville city, Colorado",20319,[31131]
2158,5007,1276675,"West Pensacola CDP, Florida",20314,[48499]
2159,6867,1749854,"Mokena village, Illinois",20313,[28031]
2160,10510,2233245,"Harvey CDP, Louisiana",20311,[42121]
2161,12979,2746924,"Northfield city, Minnesota",20297,[13045]
2162,15985,3421300,"Elmwood Park borough, New Jersey",20293,[48251]
2163,13147,2761492,"South St. Paul city, Minnesota",20280,[12095]
2164,9607,2056025,"Pittsburg city, Kansas",20278,[8009]
2165,20108,3968056,"Rocky River city, Ohio",20273,[17099]
2166,27033,5147064,"Lorton CDP, Virginia",20268,[55029]
2167,8297,1916230,"Coralville city, Iowa",20250,[21177]
2168,20015,3961028,"Parma Heights city, Ohio",20245,[17113]
2169,27081,5152658,"Montclair CDP, Virginia",20241,[55099]
2170,10742,2273640,"Sulphur city, Louisiana",20237,[42117]
2171,5147,1313688,"Cartersville city, Georgia",20235,[25023]
2172,1182,449640,"Nogales city, Arizona",20233,[20143]
2173,5796,1569050,"Schofield Barracks CDP, Hawaii",20229,[]
2174,15645,3222500,"Elko city, Nevada",20225,[34003]
2175,23668,4573870,"Wade Hampton CDP, South Carolina",20213,[5121]
2176,17316,3635254,"Holtsville CDP, New York",20201,[39017]
2177,2152,611691,"Casa de Oro-Mount Helix CDP, California",20196,[34029]
2178,8549,1939765,"Johnston city, Iowa",20172,[22043]
2179,11905,2627880,"Ferndale city, Michigan",20159,[8075]
2180,26921,5129552,"Franconia CDP, Virginia",20145,[55091]
2181,12121,2655020,"Monroe city, Michigan",20128,[12017]
2182,20844,4050100,"Mustang city, Oklahoma",20125,[21119]
2183,17109,3621809,"Eastchester CDP, New York",20099,[39001]
2184,4600,1241825,"Lynn Haven city, Florida",20095,[50001]
2185,19996,3958730,"Oregon city, Ohio",20085,[17135]
2186,11052,2421325,"Cumberland city, Maryland",20084,[19027]
2187,11446,2501360,"Amherst Center CDP, Massachusetts",20084,[18097]
2188,11699,2601340,"Allendale CDP, Michigan",20080,[10005]
2189,4306,1216675,"DeBary city, Florida",20079,[51001]
2190,23185,4283512,"West Mifflin borough, Pennsylvania",20075,[37015]
2191,18631,3761200,"Shelby city, North Carolina",20058,[42065]
2192,4174,1204350,"Bayshore Gardens CDP, Florida",20047,[51003]
2193,3531,815165,"Clifton CDP, Colorado",20045,[30091]
2194,22272,4239736,"King of Prussia CDP, Pennsylvania",20044,[37173]
2195,19831,3949434,"Miamisburg city, Ohio",20042,[18059]
2196,27875,5372625,"Tukwila city, Washington",20025,[72013]
2197,3084,662826,"Rosamond CDP, California",20024,[35043]
2198,14466,2962912,"Rolla city, Missouri",20013,[13297]
2199,26144,4874408,"Universal City city, Texas",19999,[45083]
2200,17563,3651517,"North Bellmore CDP, New York",19994,[39017]
2201,6723,1741742,"Lake Zurich village, Illinois",19983,[27119]
2202,22542,4252432,"Murrysville municipality, Pennsylvania",19972,[38061]
2203,3591,825280,"Evans city, Colorado",19967,[31097]
2204,22255,4238288,"Johnstown city, Pennsylvania",19967,[37083]
2205,28600,5528875,"Germantown village, Wisconsin",19956,[54023]
2206,2323,620697,"East Hemet CDP, California",19951,[35037]
2207,26043,4870208,"Stephenville city, Texas",19929,[47011]
2208,17799,3666212,"Selden CDP, New York",19928,[39065]
2209,27438,5315290,"Covington city, Washington",19918,[72089]
2210,14616,2977092,"Warrensburg city, Missouri",19890,[15001]
2211,4346,1221350,"Eustis city, Florida",19886,[51041]
2212,26776,5109188,"Brambleton CDP, Virginia",19876,[55065]
2213,24913,4820344,"Dickinson city, Texas",19874,[45029]
2214,14348,2954352,"Old Jamestown CDP, Missouri",19866,[]
2215,17284,3632732,"Hauppauge CDP, New York",19852,[39099]
2216,18161,3712960,"Clemmons village, North Carolina",19844,[42013]
2217,20008,3959416,"Painesville city, Ohio",19843,[17197]
2218,17980,3680225,"West Hempstead CDP, New York",19841,[39053]
2219,12544,2712700,"Columbia Heights city, Minnesota",19823,[12119]
2220,11972,2637100,"Haslett CDP, Michigan",19800,[9001]
2221,6447,1724634,"Evergreen Park village, Illinois",19796,[26165]
2222,17558,3651396,"North Amityville CDP, New York",19774,[39017]
2223,2516,633364,"Hermosa Beach city, California",19750,[35039]
2224,13246,2769700,"West St. Paul city, Minnesota",19750,[13089]
2225,21584,4203928,"Baldwin borough, Pennsylvania",19743,[37179]
2226,17673,3658574,"Plattsburgh city, New York",19734,[39157]
2227,20965,4065300,"Sand Springs city, Oklahoma",19727,[21117]
2228,11198,2444975,"Lake Shore CDP, Maryland",19724,[19043]
2229,2125,610256,"Cameron Park CDP, California",19706,[36059]
2230,17426,3643874,"Lynbrook village, New York",19706,[39113]
2231,27667,5345865,"Mill Creek city, Washington",19706,[72099]
2232,23164,4282704,"West Chester borough, Pennsylvania",19698,[38059]
2233,1942,600674,"Albany city, California",19682,[35009]
2234,17874,3672554,"Syosset CDP, New York",19669,[39035]
2235,3243,674130,"Stevenson Ranch CDP, California",19666,[]
2236,2608,639045,"La Crescenta-Montrose CDP, California",19658,[36007]
2237,26489,4958730,"Payson city, Utah",19647,[17029]
2238,20033,3962498,"Pickerington city, Ohio",19634,[18003]
2239,19978,3957386,"Norwood city, Ohio",19611,[18027]
2240,13256,2770420,"Willmar city, Minnesota",19608,[12101]
2241,1455,509460,"Bryant city, Arkansas",19607,[28119]
2242,26923,5129628,"Franklin Farm CDP, Virginia",19588,[]
2243,4539,1237648,"Lake Butler CDP, Florida",19575,[49007]
2244,170,125240,"Fairhope city, Alabama",19561,[29207]
2245,11201,2445525,"Langley Park CDP, Maryland",19561,[19065]
2246,27360,5307170,"Bonney Lake city, Washington",19560,[56019]
2247,27492,5323160,"Fairwood CDP (King County), Washington",19531,[72141]
2248,11428,2484375,"White Oak CDP, Maryland",19525,[19003]
2249,23103,4279277,"Upper St. Clair CDP, Pennsylvania",19524,[37197]
2250,5568,1371604,"Snellville city, Georgia",19521,[26097]
2251,20433,4005700,"Bethany city, Oklahoma",19508,[21007]
2252,2298,619402,"Dixon city, California",19488,[35059]
2253,22399,4246256,"McKeesport city, Pennsylvania",19488,[36071]
2254,2059,607218,"Blythe city, California",19486,[36013]
2255,15447,3138295,"Papillion city, Nebraska",19478,[40113]
2256,17124,3622612,"East Northport CDP, New York",19465,[39025]
2257,24534,4801576,"Alamo city, Texas",19442,[48039]
2258,4770,1256625,"Pinecrest village, Florida",19441,[49053]
2259,27343,5304475,"Battle Ground city, Washington",19439,[55135]
2260,16075,3434470,"Iselin CDP, New Jersey",19422,[48291]
2261,27747,5355365,"Port Angeles city, Washington",19419,[72095]
2262,26473,4955210,"North Salt Lake city, Utah",19413,[17075]
2263,12661,2721770,"Forest Lake city, Minnesota",19406,[12133]
2264,23271,4414140,"Central Falls city, Rhode Island",19395,[8071]
2265,10944,2403800,"Ballenger Creek CDP, Maryland",19394,[19067]
2266,16023,3426340,"Glassboro borough, New Jersey",19387,[48253]
2267,11087,2425750,"Elkridge CDP, Maryland",19367,[18169]
2268,4365,1223050,"Florida Ridge CDP, Florida",19362,[50025]
2269,25198,4834832,"Horizon City city, Texas",19331,[45023]
2270,17442,3644831,"Mamaroneck village, New York",19327,[39055]
2271,27477,5321240,"Ellensburg city, Washington",19307,[56013]
2272,18160,3712860,"Clayton town, North Carolina",19306,[42045]
2273,10090,2149368,"Madisonville city, Kentucky",19303,[4003]
2274,6072,1701010,"Alsip village, Illinois",19302,[27105]
2275,2156,611796,"Castaic CDP, California",19299,[34027]
2276,24563,4803264,"Angleton city, Texas",19280,[48085]
2277,16287,3466570,"Secaucus town, New Jersey",19279,[48233]
2278,6831,1747540,"Matteson village, Illinois",19277,[27001]
2279,5267,1330536,"Forest Park city, Georgia",19271,[26021]
2280,19301,3909064,"Broadview Heights city, Ohio",19262,[17143]
2281,15652,3224900,"Fernley city, Nevada",19261,[34015]
2282,6623,1735879,"Homewood village, Illinois",19252,[27061]
2283,2927,654232,"Orinda city, California",19248,[35057]
2284,13164,2762824,"Stillwater city, Minnesota",19232,[12103]
2285,24541,4801852,"Alice city, Texas",19226,[48039]
2286,7971,1868832,"Seymour city, Indiana",19225,[24041]
2287,17491,3647636,"Mineola village, New York",19223,[39059]
2288,2988,657288,"Pinole city, California",19191,[35033]
2289,6873,1750218,"Montgomery village, Illinois",19187,[28027]
2290,20400,4001700,"Altus city, Oklahoma",19181,[20169]
2291,478,169120,"Selma city, Alabama",19176,[29197]
2292,4184,1205200,"Belle Glade city, Florida",19175,[49049]
2293,6146,1704975,"Bellwood village, Illinois",19165,[27113]
2294,17585,3653748,"North Valley Stream CDP, New York",19153,[39061]
2295,11348,2468400,"Rosedale CDP, Maryland",19151,[19051]
2296,10893,2364675,"Saco city, Maine",19127,[19125]
2297,28659,5535950,"Howard village, Wisconsin",19121,[54097]
2298,21723,4211272,"Carlisle borough, Pennsylvania",19113,[38037]
2299,21433,4167100,"Sherwood city, Oregon",19107,[1125]
2300,14365,2955766,"Ozark city, Missouri",19091,[13157]
2301,28316,5485156,"Weirton city, West Virginia",19081,[53021]
2302,2688,641572,"Linda CDP, California",19072,[34041]
2303,16055,3430570,"Hawthorne borough, New Jersey",19065,[48355]
2304,609,205000,"Badger CDP, Alaska",19039,[30015]
2305,24487,4775320,"Tullahoma city, Tennessee",19037,[40021]
2306,7977,1869318,"Shelbyville city, Indiana",19034,[24019]
2307,534,176920,"Troy city, Alabama",19010,[29137]
2308,21137,4101850,"Altamont CDP, Oregon",18975,[1097]
2309,9554,2050475,"Newton city, Kansas",18972,[8007]
2310,3910,901150,"Ansonia city, Connecticut",18953,[19143]
2311,28788,5551575,"Middleton city, Wisconsin",18951,[54045]
2312,25673,4854132,"Orange city, Texas",18950,[48005]
2313,6193,1708576,"Brookfield village, Illinois",18937,[27135]
2314,19257,3905690,"Berea city, Ohio",18934,[17167]
2315,2930,654386,"Oroville city, California",18932,[34023]
2316,6712,1741105,"Lake Forest city, Illinois",18931,[26145]
2317,3738,851745,"Montrose city, Colorado",18918,[31121]
2318,18405,3738060,"Lexington city, North Carolina",18916,[42029]
2319,17059,3618388,"Cortland city, New York",18914,[39045]
2320,10131,2154642,"Murray city, Kentucky",18900,[2220]
2321,6363,1718992,"Deerfield village, Illinois",18896,[28011]
2322,5420,1351492,"Milledgeville city, Georgia",18892,[26115]
2323,1235,460180,"Rio Rico CDP, Arizona",18891,[20137]
2324,27329,5302585,"Arlington city, Washington",18884,[72089]
2325,20343,3984812,"White Oak CDP, Ohio",18875,[18077]
2326,24987,4824348,"Ennis city, Texas",18864,[44007]
2327,20229,3976022,"Sylvania city, Ohio",18857,[17119]
2328,20259,3978050,"Twinsburg city, Ohio",18849,[18003]
2329,15869,3402350,"Avenel CDP, New Jersey",18846,[48397]
2330,19820,3948482,"Mayfield Heights city, Ohio",18841,[18003]
2331,24704,4810780,"Brownwood city, Texas",18841,[45023]
2332,16382,3481950,"Woodbridge CDP, New Jersey",18836,[48287]
2333,16157,3448300,"Morristown town, New Jersey",18833,[48331]
2334,6656,1738115,"Jacksonville city, Illinois",18812,[26139]
2335,19305,3909288,"Brook Park city, Ohio",18807,[17147]
2336,26822,5115176,"Cherry Hill CDP, Virginia",18800,[55021]
2337,6997,1756926,"Ottawa city, Illinois",18779,[27061]
2338,20527,4014700,"Claremore city, Oklahoma",18777,[21047]
2339,26690,5066175,"South Burlington city, Vermont",18773,[28063]
2340,20341,3984742,"Whitehall city, Ohio",18749,[17077]
2341,26297,4908460,"Brigham City city, Utah",18736,[17041]
2342,4166,1203675,"Bartow city, Florida",18705,[49013]
2343,7419,1784038,"Yorkville city, Illinois",18691,[27103]
2344,17120,3622480,"East Massapequa CDP, New York",18689,[39137]
2345,6795,1745889,"Macomb city, Illinois",18684,[26163]
2346,26984,5139448,"Idylwood CDP, Virginia",18678,[55107]
2347,19523,3927706,"Forest Park city, Ohio",18675,[17185]
2348,9938,2125300,"Erlanger city, Kentucky",18674,[4019]
2349,13449,2839640,"Laurel city, Mississippi",18661,[6011]
2350,27068,5150568,"Meadowbrook CDP, Virginia",18659,[55087]
2351,4807,1259200,"Punta Gorda city, Florida",18656,[49001]
2352,5589,1374936,"Suwanee city, Georgia",18655,[26023]
2353,17741,3663473,"Ronkonkoma CDP, New York",18628,[39045]
2354,10797,2302100,"Augusta city, Maine",18626,[19105]
2355,16277,3465280,"Rutherford borough, New Jersey",18622,[48257]
2356,3835,869810,"Sherrelwood CDP, Colorado",18616,[31155]
2357,19951,3955916,"Niles city, Ohio",18613,[17159]
2358,17576,3653253,"North Massapequa CDP, New York",18591,[39035]
2359,28059,5426452,"Fairmont city, West Virginia",18575,[53035]
2360,6487,1727624,"Frankfort village, Illinois",18572,[28019]
2361,27651,5343815,"Martha Lake CDP, Washington",18566,[72123]
2362,11420,2483100,"Westminster city, Maryland",18557,[19057]
2363,13398,2826860,"Gautier city, Mississippi",18555,[5141]
2364,7129,1766027,"Round Lake village, Illinois",18533,[27107]
2365,6178,1707471,"Bourbonnais village, Illinois",18532,[27109]
2366,17942,3678146,"Wantagh CDP, New York",18525,[39061]
