,Unnamed: 0,baths,bedrooms,contentLen,pid,date2,latitude,link,longitude,numPic,date,rent,reposts,sqft,title,updateDate,zipcode,state2,region2
286,286,2.0,3.0,20,6848884167,Mar 26,41.943332,https://chicago.craigslist.org/chc/apa/d/chicago-roscoe-village-3-bed-2-bath/6848884167.html,-87.678555,10,"2019-03-23T18:57:01-0500,2019-03-23T18:57:01-0500,2019-03-26T13:09:13-0500",2700.0,0,,ROSCOE VILLAGE: 3 BED 2 BATH DUPLEX GRANITE/STAINLESS KITCHEN W/D H/W,"2019-03-23T18:57:01-0500,2019-03-23T18:57:01-0500,2019-03-26T13:09:13-0500",,Illinois,Chicago
287,287,,,25,6842269971,Mar 15,33.5085,https://phoenix.craigslist.org/cph/apa/d/phoenix-amazing-jr-suite-studio-midtown/6842269971.html,-112.0827,12,"2019-03-15T12:29:46-0700,2019-03-15T12:29:46-0700",750.0,0,500.0,AMAZING JR SUITE STUDIO - MIDTOWN LIVING AT ITS BEST,"2019-03-15T12:29:46-0700,2019-03-15T12:29:46-0700",,Arizona,Phoenix
288,288,1.0,0.0,54,6841938797,Mar 25,38.93672,https://washingtondc.craigslist.org/doc/apa/d/washington-studio-apartment/6841938797.html,-77.036781,11,"2019-03-15T09:59:14-0400,2019-03-15T09:59:14-0400,2019-03-25T15:16:23-0400",1199.0,0,425.0,Studio Apartment Available...ALL UTILITIES INCUDED!!!,"2019-03-15T09:59:14-0400,2019-03-15T09:59:14-0400,2019-03-25T15:16:23-0400",,D.C.,Washington
289,289,1.0,1.0,24,6837021069,Mar 25,21.291235,https://honolulu.craigslist.org/oah/apa/d/honolulu-2100-date-street-for-rent/6837021069.html,-157.830057,12,"2019-03-08T17:57:58-1000,2019-03-08T17:57:58-1000,2019-03-25T09:01:07-1000",1775.0,0,620.0,2100 Date Street 1/1/1 for Rent – Furnished unit w/ Great Views,"2019-03-08T17:57:58-1000,2019-03-08T17:57:58-1000,2019-03-25T09:01:07-1000",,Hawaii,Honolulu
290,290,1.0,0.0,18,6847002816,Mar 26,41.977366,https://chicago.craigslist.org/chc/apa/d/chicago-custom-cabinetry-breakfast-bar/6847002816.html,-87.655255,8,"2019-03-21T14:04:52-0500,2019-03-21T14:04:52-0500,2019-03-26T13:09:12-0500",1116.0,0,475.0,"Custom Cabinetry, Breakfast Bar, Carpeted","2019-03-21T14:04:52-0500,2019-03-21T14:04:52-0500,2019-03-26T13:09:12-0500",,Illinois,Chicago
291,291,,,16,6847132592,Mar 26,25.6574,https://miami.craigslist.org/mdc/apa/d/miami-beautiful-3-2-house-with-pool-in/6847132592.html,-80.3627,3,"2019-03-21T17:25:21-0400,2019-03-21T17:25:21-0400,2019-03-26T07:22:39-0400",2500.0,0,1787.0,Beautiful 3/2 house with a  pool in Kendall,"2019-03-21T17:25:21-0400,2019-03-21T17:25:21-0400,2019-03-26T07:22:39-0400",,Florida,Kendall
292,292,2.0,2.0,6,6836024457,Mar 25,32.810621,https://sandiego.craigslist.org/csd/apa/d/la-jolla-bird-rock-la-jolla-2bd-2ba/6836024457.html,-117.26724,9,"2019-03-07T14:52:51-0800,2019-03-07T14:52:51-0800,2019-03-25T08:02:29-0700",3500.0,0,,Bird Rock La Jolla 2bd/2ba 1548 ft2,"2019-03-07T14:52:51-0800,2019-03-07T14:52:51-0800,2019-03-25T08:02:29-0700",,California,San Diego
293,293,1.0,1.0,8,6850041330,Mar 25,34.006896,https://losangeles.craigslist.org/wst/apa/d/santa-monica-looking-for-your-next-home/6850041330.html,-118.491013,9,"2019-03-25T10:00:17-0700,2019-03-25T10:00:17-0700",5142.0,0,590.0,Looking for your next home sweet home?,"2019-03-25T10:00:17-0700,2019-03-25T10:00:17-0700",,California,Santa Monica
294,294,2.0,3.0,4,6839058264,Mar 11,26.594571,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-look-for-3x2-apartment-home/6839058264.html,-81.876576,5,"2019-03-11T17:12:32-0400,2019-03-11T17:12:32-0400",1350.0,0,1028.0,Look for a 3X2 APARTMENT HOME?,"2019-03-11T17:12:32-0400,2019-03-11T17:12:32-0400",,Florida,Fort Myers
295,295,1.0,1.0,57,6840404423,Mar 25,33.778505,https://atlanta.craigslist.org/atl/apa/d/atlanta-may-the-force-be-with-you/6840404423.html,-84.372629,11,"2019-03-13T11:32:19-0400,2019-03-13T11:32:19-0400,2019-03-25T16:42:38-0400",1325.0,0,750.0,MAY THE FORCE BE WITH YOU- MIDTOWN 1 BR!!!,"2019-03-13T11:32:19-0400,2019-03-13T11:32:19-0400,2019-03-25T16:42:38-0400",,Georgia,Atlanta
296,296,,,21,6849481818,Mar 24,37.7621,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-studio/6849481818.html,-122.3971,4,"2019-03-24T14:43:47-0700,2019-03-24T14:43:47-0700",3495.0,0,533.0,Newly Renovated Studio w/ Washer & Dryer Available 3/19/19,"2019-03-24T14:43:47-0700,2019-03-24T14:43:47-0700",,California,SF
298,298,1.0,2.0,56,6840417255,Mar 25,33.775446,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-force-is-strong-with-this/6840417255.html,-84.358113,7,"2019-03-13T11:45:22-0400,2019-03-13T11:45:22-0400,2019-03-25T16:42:30-0400",1295.0,0,800.0,THE FORCE IS STRONG WITH THIS ONE-MAY ViHi 1 Bedroom!!,"2019-03-13T11:45:22-0400,2019-03-13T11:45:22-0400,2019-03-25T16:42:30-0400",,Georgia,Atlanta
299,299,2.0,2.0,2,6849910540,Mar 25,32.768873,https://sandiego.craigslist.org/csd/apa/d/san-diego-rent-may-november-mission/6849910540.html,-117.087071,0,"2019-03-25T08:03:14-0700,2019-03-25T08:03:14-0700",1800.0,0,1020.0,rent May-November -- Mission Valley / SDSU,"2019-03-25T08:03:14-0700,2019-03-25T08:03:14-0700",,California,San Diego
300,300,1.0,2.0,22,6849453727,Mar 24,37.7195,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-remodeled-home-with/6849453727.html,-122.4411,13,"2019-03-24T14:06:29-0700,2019-03-24T14:06:29-0700",3300.0,0,,New Remodeled Home with Downtown Views,"2019-03-24T14:06:29-0700,2019-03-24T14:06:29-0700",,California,SF
302,302,1.0,2.0,14,6835126279,Mar 25,21.3453,https://honolulu.craigslist.org/oah/apa/d/kapolei-two-bd-one-ba-carpeting-on-site/6835126279.html,-158.087,6,"2019-03-06T11:08:16-1000,2019-03-06T11:08:16-1000,2019-03-25T00:20:03-1000",1595.0,0,635.0,"Two bd One ba Carpeting, On-Site Management","2019-03-06T11:08:16-1000,2019-03-06T11:08:16-1000,2019-03-25T00:20:03-1000",,Hawaii,Kapolei
303,303,2.5,3.0,6,6834897849,Mar 25,38.9024,https://washingtondc.craigslist.org/doc/apa/d/washington-3bd-25ba-home-available-now/6834897849.html,-76.9901,13,"2019-03-06T12:24:06-0500,2019-03-06T12:24:06-0500,2019-03-25T14:27:44-0400",2350.0,0,,3BD/2.5BA Home Available Now with Renovated Kitchen &Finished Basement,"2019-03-06T12:24:06-0500,2019-03-06T12:24:06-0500,2019-03-25T14:27:44-0400",,D.C.,Washington
304,304,2.0,2.0,4,6837084514,Mar 26,25.800222,https://miami.craigslist.org/mdc/apa/d/miami-amazing-apartment-2bed-2bath-city/6837084514.html,-80.188666,18,"2019-03-09T03:59:50-0500,2019-03-09T03:59:50-0500,2019-03-26T00:36:37-0400",2100.0,0,948.0,Amazing Apartment 2Bed/2Bath - City 24 - Location!!!,"2019-03-09T03:59:50-0500,2019-03-09T03:59:50-0500,2019-03-26T00:36:37-0400",,Florida,Miami
305,305,0.0,2.0,3,6846525226,Mar 26,41.952632,https://chicago.craigslist.org/chc/apa/d/chicago-updated-2-bed-in-perfect/6846525226.html,-87.665955,6,"2019-03-20T22:14:23-0500,2019-03-20T22:14:23-0500,2019-03-26T13:00:03-0500",1650.0,0,,UPDATED 2 BED in Perfect Lakeview Location!  MUST SEE! WOW,"2019-03-20T22:14:23-0500,2019-03-20T22:14:23-0500,2019-03-26T13:00:03-0500",,Illinois,Chicago
307,307,1.0,1.0,7,6841184748,Mar 25,38.8829,https://washingtondc.craigslist.org/doc/apa/d/washington-brand-new-1bd-1ba-condo/6841184748.html,-76.9895,16,"2019-03-14T10:43:33-0400,2019-03-14T10:43:33-0400,2019-03-25T14:27:28-0400",1895.0,0,704.0,Brand New 1BD/1BA Condo Available Now! Steps from Potomac Ave Metro!,"2019-03-14T10:43:33-0400,2019-03-14T10:43:33-0400,2019-03-25T14:27:28-0400",,D.C.,Washington
308,308,,,3,6846523847,Mar 26,41.940132,https://chicago.craigslist.org/chc/apa/d/chicago-studio-by-the-lake-and-red-line/6846523847.html,-87.649354,7,"2019-03-20T22:10:54-0500,2019-03-20T22:10:54-0500,2019-03-26T12:59:58-0500",1035.0,0,,STUDIO BY THE LAKE AND RED LINE ON BELMONT! ~WOW,"2019-03-20T22:10:54-0500,2019-03-20T22:10:54-0500,2019-03-26T12:59:58-0500",,Illinois,Chicago
309,309,1.0,1.0,4,6841426143,Mar 26,25.8156,https://miami.craigslist.org/mdc/apa/d/miami-spectacular-modern-1bed-1bath/6841426143.html,-80.1897,18,"2019-03-14T14:45:27-0400,2019-03-14T14:45:27-0400,2019-03-26T00:36:37-0400",1675.0,0,638.0,Spectacular Modern 1Bed/1Bath - Amazing View from Biscayne Plaza,"2019-03-14T14:45:27-0400,2019-03-14T14:45:27-0400,2019-03-26T00:36:37-0400",,Florida,Miami
310,310,2.0,2.0,22,6834503396,Mar 24,32.758185,https://sandiego.craigslist.org/csd/apa/d/san-diego-full-renovation-on-3rd-floor/6834503396.html,-117.100117,17,"2019-03-05T17:41:05-0800,2019-03-05T17:41:05-0800,2019-03-24T22:42:13-0700",2133.0,0,954.0,Full Renovation on 3rd Floor! Ready In March! Upgrades Throughout Unit,"2019-03-05T17:41:05-0800,2019-03-05T17:41:05-0800,2019-03-24T22:42:13-0700",,California,San Diego
311,311,0.0,2.0,28,6850014110,Mar 25,34.019795,https://losangeles.craigslist.org/wst/apa/d/santa-monica-half-month-free-special-2/6850014110.html,-118.487787,6,"2019-03-25T09:35:46-0700,2019-03-25T09:35:46-0700",3395.0,0,,HALF $$$ MONTH FREE SPECIAL!!  2 BEDROOM,"2019-03-25T09:35:46-0700,2019-03-25T09:35:46-0700",,California,Santa Monica
312,312,1.0,0.0,135,6840389727,Mar 24,37.789955,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-5th-fl-studio-hwd-fl/6840389727.html,-122.410399,11,"2019-03-13T08:17:14-0700,2019-03-13T08:17:14-0700,2019-03-24T11:35:43-0700",2000.0,0,,"5TH FL, STUDIO, HWD FL, LIGHTED, FACES AWAY ST, 2 BLKS TO UN. SQ.!","2019-03-13T08:17:14-0700,2019-03-13T08:17:14-0700,2019-03-24T11:35:43-0700",,California,SF
313,313,2.5,4.0,11,6850221376,Mar 25,33.7278,https://atlanta.craigslist.org/atl/apa/d/atlanta-rent-with-purpose/6850221376.html,-84.4232,2,"2019-03-25T15:50:50-0400,2019-03-25T15:50:50-0400",1600.0,0,,RENT WITH A PURPOSE!,"2019-03-25T15:50:50-0400,2019-03-25T15:50:50-0400",,Georgia,Atlanta
315,315,2.0,2.0,30,6850013623,Mar 25,34.019478,https://losangeles.craigslist.org/wst/apa/d/santa-monica-half-month-free-special-2/6850013623.html,-118.487421,10,"2019-03-25T09:35:20-0700,2019-03-25T09:35:20-0700",3395.0,0,,HALF $$$ MONTH FREE SPECIAL!!  2 BEDROOM,"2019-03-25T09:35:20-0700,2019-03-25T09:35:20-0700",,California,Santa Monica
317,317,1.0,1.0,6,6837824604,Mar 24,32.714097,https://sandiego.craigslist.org/csd/apa/d/san-diego-breath-taking-1br-home/6837824604.html,-117.166489,24,"2019-03-09T22:16:45-0800,2019-03-09T22:16:45-0800,2019-03-24T22:36:33-0700",1750.0,0,677.0,Breath Taking 1Br Home,"2019-03-09T22:16:45-0800,2019-03-09T22:16:45-0800,2019-03-24T22:36:33-0700",,California,San Diego
318,318,1.0,1.0,121,6836073878,Mar 24,37.789037,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3rd-fl-cozy-ovrlook/6836073878.html,-122.417611,11,"2019-03-07T16:02:16-0800,2019-03-07T16:02:16-0800,2019-03-24T11:35:42-0700",2300.0,0,,"3RD FL, COZY, OVRLOOK CRTYRD, QUIET, BRIGHT, WALK DIST. TO UN. SQ!","2019-03-07T16:02:16-0800,2019-03-07T16:02:16-0800,2019-03-24T11:35:42-0700",,California,SF
320,320,1.0,1.0,14,6845354477,Mar 24,21.306235,https://honolulu.craigslist.org/oah/apa/d/honolulu-1-bedroom-in-makiki/6845354477.html,-157.839457,3,"2019-03-19T09:22:35-1000,2019-03-19T09:22:35-1000,2019-03-24T16:36:14-1000",1100.0,0,360.0,1 Bedroom in Makiki,"2019-03-19T09:22:35-1000,2019-03-19T09:22:35-1000,2019-03-24T16:36:14-1000",,Hawaii,Honolulu
321,321,1.0,0.0,51,6844676792,Mar 26,41.894132,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-studio-in-river-west/6844676792.html,-87.652153,23,"2019-03-18T17:33:09-0500,2019-03-18T17:33:09-0500,2019-03-26T12:53:08-0500",1850.0,0,,Brand New Studio in River West - Full Amenity Building,"2019-03-18T17:33:09-0500,2019-03-18T17:33:09-0500,2019-03-26T12:53:08-0500",,Illinois,Chicago
322,322,1.0,0.0,4,6836809942,Mar 26,25.79059,https://miami.craigslist.org/mdc/apa/d/miami-amazing-studio-brand-new-building/6836809942.html,-80.192337,19,"2019-03-08T17:11:00-0500,2019-03-08T17:11:00-0500,2019-03-26T00:33:39-0400",1750.0,0,620.0,Amazing Studio - Brand New Building Canvas - Great Location!,"2019-03-08T17:11:00-0500,2019-03-08T17:11:00-0500,2019-03-26T00:33:39-0400",,Florida,Miami
323,323,1.0,1.0,12,6850083528,Mar 25,38.929689,https://washingtondc.craigslist.org/doc/apa/d/washington-1b-1b-corporate-leases/6850083528.html,-77.036469,9,"2019-03-25T13:37:33-0400,2019-03-25T13:37:33-0400",1975.0,0,665.0,"1B/1B, Corporate Leases Available, near Giant","2019-03-25T13:37:33-0400,2019-03-25T13:37:33-0400",,D.C.,Washington
324,324,1.0,0.0,44,6829452699,Mar 26,41.891232,https://chicago.craigslist.org/chc/apa/d/chicago-modern-industrial-convertible/6829452699.html,-87.647753,15,"2019-02-27T11:18:43-0600,2019-02-27T11:18:43-0600,2019-03-26T12:53:04-0500",1925.0,0,,Modern Industrial Convertible w/Hardwood ~ West Loop,"2019-02-27T11:18:43-0600,2019-02-27T11:18:43-0600,2019-03-26T12:53:04-0500",,Illinois,Chicago
325,325,1.0,1.0,14,6845353813,Mar 24,21.3117,https://honolulu.craigslist.org/oah/apa/d/honolulu-1-bedroom-in-makiki/6845353813.html,-157.8298,3,"2019-03-19T09:21:53-1000,2019-03-19T09:21:53-1000,2019-03-24T16:36:10-1000",1100.0,0,361.0,1 Bedroom in Makiki,"2019-03-19T09:21:53-1000,2019-03-19T09:21:53-1000,2019-03-24T16:36:10-1000",,Hawaii,Honolulu
326,326,1.0,1.0,4,6827508245,Mar 26,25.795442,https://miami.craigslist.org/mdc/apa/d/miami-amazing-furnished-1bed-1bath-loft/6827508245.html,-80.189025,24,"2019-02-24T23:38:29-0500,2019-02-24T23:38:29-0500,2019-03-26T00:33:33-0400",2200.0,0,796.0,Amazing Furnished 1Bed/1Bath Loft Style - Cite 2001- Location!!!,"2019-02-24T23:38:29-0500,2019-02-24T23:38:29-0500,2019-03-26T00:33:33-0400",,Florida,Miami
327,327,,,18,6846824050,Mar 25,38.886034,https://washingtondc.craigslist.org/doc/apa/d/washington-killer-deal-1bed-1bath/6846824050.html,-76.991528,6,"2019-03-21T12:12:17-0400,2019-03-21T12:12:17-0400,2019-03-25T13:36:58-0400",1285.0,0,,🎊🎉💥 (KILLER DEAL) 1BED/1BATH APARTMENT!!!💥,"2019-03-21T12:12:17-0400,2019-03-21T12:12:17-0400,2019-03-25T13:36:58-0400",,D.C.,Washington
328,328,1.0,1.0,5,6842761523,Mar 24,37.790461,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-luxury-301-mission/6842761523.html,-122.39669,8,"2019-03-16T07:19:00-0700,2019-03-16T07:19:00-0700,2019-03-24T09:02:33-0700",6500.0,0,,"MODERN LUXURY 301 Mission, 1bed 1bath Fully Furnished","2019-03-16T07:19:00-0700,2019-03-16T07:19:00-0700,2019-03-24T09:02:33-0700",,California,SF
329,329,1.0,2.0,27,6849588379,Mar 24,32.878261,https://sandiego.craigslist.org/csd/apa/d/san-diego-bright-upstairs-2bed-1ba/6849588379.html,-117.214281,16,"2019-03-24T17:23:36-0700,2019-03-24T17:23:36-0700",2400.0,0,800.0,Bright Upstairs 2Bed/1Ba CanyonView In Time For Spring Move-In!,"2019-03-24T17:23:36-0700,2019-03-24T17:23:36-0700",,California,San Diego
330,330,1.0,1.0,23,6847970791,Mar 25,34.0176,https://losangeles.craigslist.org/wst/apa/d/santa-monica-you-cant-beat-the-location/6847970791.html,-118.4907,10,"2019-03-22T14:21:23-0700,2019-03-22T14:21:23-0700,2019-03-25T09:12:14-0700",3180.0,0,474.0,You Can't Beat The Location + 2 Weeks Free!!!,"2019-03-22T14:21:23-0700,2019-03-22T14:21:23-0700,2019-03-25T09:12:14-0700",,California,Santa Monica
333,333,1.0,1.0,66,6849979771,Mar 25,34.224503,https://losangeles.craigslist.org/wst/apa/d/panorama-city-11-in-westchester-marina/6849979771.html,-118.467616,4,"2019-03-25T09:06:12-0700,2019-03-25T09:06:12-0700",2495.0,0,750.0,1+1 In Westchester/Marina Del Rey ADJ -Patio -East Facing -Gym,"2019-03-25T09:06:12-0700,2019-03-25T09:06:12-0700",,California,LA
335,335,1.0,1.0,12,6844117055,Mar 26,41.894326,https://chicago.craigslist.org/chc/apa/d/chicago-roomy-streeterville-1-bedroom-1/6844117055.html,-87.615672,10,"2019-03-18T08:03:01-0500,2019-03-18T08:03:01-0500,2019-03-26T12:45:22-0500",2035.0,0,,Roomy Streeterville 1 Bedroom 1 Ba,"2019-03-18T08:03:01-0500,2019-03-18T08:03:01-0500,2019-03-26T12:45:22-0500",,Illinois,Chicago
336,336,2.0,2.0,4,6844055350,Mar 26,25.806494,https://miami.craigslist.org/mdc/apa/d/miami-brand-new-paraiso-bayviews-2bed/6844055350.html,-80.188606,23,"2019-03-18T04:40:19-0400,2019-03-18T04:40:19-0400,2019-03-26T00:30:51-0400",2600.0,0,1068.0,Brand New Paraiso Bayviews - 2Bed/2Bath - Water View,"2019-03-18T04:40:19-0400,2019-03-18T04:40:19-0400,2019-03-26T00:30:51-0400",,Florida,Miami
337,337,2.0,2.0,2,6849472483,Mar 24,21.291704,https://honolulu.craigslist.org/oah/apa/d/honolulu-brand-new-2-bedroom-kapiolani/6849472483.html,-157.839521,13,"2019-03-24T11:31:09-1000,2019-03-24T11:31:09-1000",3050.0,0,922.0,Brand New 2 Bedroom Kapiolani Residence,"2019-03-24T11:31:09-1000,2019-03-24T11:31:09-1000",,Hawaii,Honolulu
338,338,1.0,1.0,4,6839816735,Mar 26,25.8156,https://miami.craigslist.org/mdc/apa/d/miami-amazing-apartment-1bed-1bath/6839816735.html,-80.1897,4,"2019-03-12T15:29:54-0400,2019-03-12T15:29:54-0400,2019-03-26T00:30:51-0400",1750.0,0,640.0,Amazing Apartment 1Bed/1Bath - Emilia - Location!!!,"2019-03-12T15:29:54-0400,2019-03-12T15:29:54-0400,2019-03-26T00:30:51-0400",,Florida,Miami
339,339,,,18,6845213058,Mar 25,38.9014,https://washingtondc.craigslist.org/doc/apa/d/washington-cozy-beautiful-top-floor/6845213058.html,-77.0504,9,"2019-03-19T13:02:32-0400,2019-03-19T13:02:32-0400,2019-03-25T12:33:01-0400",2065.0,0,514.0,Cozy Beautiful Top floor studio! Heart of Foggy Bottom,"2019-03-19T13:02:32-0400,2019-03-19T13:02:32-0400,2019-03-25T12:33:01-0400",,D.C.,Washington
340,340,2.0,2.0,7,6849474861,Mar 24,21.348334,https://honolulu.craigslist.org/oah/apa/d/fort-shafter-2-br-2-ba-2-cvd-pkg/6849474861.html,-157.901755,11,"2019-03-24T11:34:23-1000,2019-03-24T11:34:23-1000",2200.0,0,884.0,2 BR. 2 BA. 2 CVD Pkg. Electricity Included.,"2019-03-24T11:34:23-1000,2019-03-24T11:34:23-1000",,Hawaii,Honolulu
341,341,1.0,1.0,40,6850023182,Mar 25,38.879691,https://washingtondc.craigslist.org/doc/apa/d/washington-leasing-now-controlled/6850023182.html,-77.014119,11,"2019-03-25T12:43:40-0400,2019-03-25T12:43:40-0400",1319.0,0,575.0,"Leasing Now, Controlled Access, Pool","2019-03-25T12:43:40-0400,2019-03-25T12:43:40-0400",,D.C.,Washington
342,342,1.0,0.0,28,6845100808,Mar 25,34.057709,https://losangeles.craigslist.org/wst/apa/d/los-angeles-prime-brentwood-studio-gym/6845100808.html,-118.468013,10,"2019-03-19T08:18:13-0700,2019-03-19T08:18:13-0700,2019-03-26T01:08:08-0700",2690.0,0,475.0,"Prime Brentwood Studio w/ Gym, Pool near UCLA, San Vicente by Bluegrou","2019-03-19T08:18:13-0700,2019-03-19T08:18:13-0700,2019-03-26T01:08:08-0700",,California,LA
343,343,3.0,3.0,3,6848597830,Mar 26,41.922432,https://chicago.craigslist.org/chc/apa/d/chicago-duplex-3bed-3ba-with-parking/6848597830.html,-87.697455,0,"2019-03-23T13:02:44-0500,2019-03-23T13:02:44-0500,2019-03-26T12:45:23-0500",2950.0,0,2200.0,4/15 -- Duplex 3Bed/3Ba with parking,"2019-03-23T13:02:44-0500,2019-03-23T13:02:44-0500,2019-03-26T12:45:23-0500",,Illinois,Chicago
344,344,1.5,2.0,13,6849587447,Mar 24,32.80233,https://sandiego.craigslist.org/csd/apa/d/modern-conveniences-entertainment-all/6849587447.html,-117.153374,11,"2019-03-24T17:22:00-0700,2019-03-24T17:22:00-0700",2215.0,0,950.0,"Modern Conveniences & Entertainment, All Within Your Reach! Call Now!","2019-03-24T17:22:00-0700,2019-03-24T17:22:00-0700",,California,San Diego
345,345,2.0,2.0,5,6842767784,Mar 24,37.791153,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-millennium-tower-48a/6842767784.html,-122.395813,24,"2019-03-16T07:26:43-0700,2019-03-16T07:26:43-0700,2019-03-24T09:02:26-0700",9500.0,0,,MILLENNIUM TOWER 48A w/parking,"2019-03-16T07:26:43-0700,2019-03-16T07:26:43-0700,2019-03-24T09:02:26-0700",,California,SF
346,346,1.0,1.0,19,6850085999,Mar 25,33.76122,https://atlanta.craigslist.org/atl/apa/d/atlanta-cabana-concierge-services-dog/6850085999.html,-84.382141,9,"2019-03-25T13:39:51-0400,2019-03-25T13:39:51-0400",1450.0,0,721.0,"Cabana, Concierge services, Dog Park","2019-03-25T13:39:51-0400,2019-03-25T13:39:51-0400",,Georgia,Atlanta
347,347,2.0,3.0,2,6835951600,Mar  7,26.594763,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-great-deal-for-3x2-and-400/6835951600.html,-81.876447,9,"2019-03-07T16:25:17-0500,2019-03-07T16:25:17-0500",1350.0,0,1028.0,GREAT DEAL FOR 3X2 AND $400 OFF,"2019-03-07T16:25:17-0500,2019-03-07T16:25:17-0500",,Florida,Fort Myers
348,348,1.0,1.0,26,6830779652,Mar 25,34.04306,https://losangeles.craigslist.org/wst/apa/d/los-angeles-santa-monica-1br-w/6830779652.html,-118.273129,11,"2019-03-01T02:53:08-0800,2019-03-01T02:53:08-0800,2019-03-25T08:32:43-0700",2940.0,0,500.0,"Santa Monica 1BR, w/ W/D, conviently located near 3rd Street Promenade","2019-03-01T02:53:08-0800,2019-03-01T02:53:08-0800,2019-03-25T08:32:43-0700",,California,LA
352,352,1.0,0.0,20,6850926121,Mar 26,41.919301,https://chicago.craigslist.org/chc/apa/d/chicago-studio-located-in-south-lincoln/6850926121.html,-87.637853,10,"2019-03-26T12:42:24-0500,2019-03-26T12:42:24-0500",1085.0,0,,Studio Located In South Lincoln Park,"2019-03-26T12:42:24-0500,2019-03-26T12:42:24-0500",,Illinois,Chicago
353,353,1.0,1.0,29,6836314158,Mar 25,25.8156,https://miami.craigslist.org/mdc/apa/d/miami-first-month-free-only-250-deposit/6836314158.html,-80.1897,12,"2019-03-08T08:30:19-0500,2019-03-08T08:30:19-0500,2019-03-25T22:57:06-0400",2000.0,0,792.0,*** FIRST MONTH FREE *** ONLY $250 DEPOSIT *** FAST APPROVAL***,"2019-03-08T08:30:19-0500,2019-03-08T08:30:19-0500,2019-03-25T22:57:06-0400",,Florida,Miami
354,354,1.0,1.0,8,6842054316,Mar 26,42.005485,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-1-bedroom-minutes-away/6842054316.html,-87.663073,9,"2019-03-15T11:02:39-0500,2019-03-15T11:02:39-0500,2019-03-26T12:41:23-0500",1100.0,0,800.0,Spacious 1 Bedroom minutes away from Loyola University,"2019-03-15T11:02:39-0500,2019-03-15T11:02:39-0500,2019-03-26T12:41:23-0500",,Illinois,Chicago
355,355,1.0,1.0,32,6836313885,Mar 25,25.845696,https://miami.craigslist.org/mdc/apa/d/miami-new-building-fast-approval-99/6836313885.html,-80.17374,20,"2019-03-08T08:29:47-0500,2019-03-08T08:29:47-0500,2019-03-25T22:56:53-0400",1600.0,0,776.0,NEW BUILDING *** FAST APPROVAL *** $99 DEPOSIT,"2019-03-08T08:29:47-0500,2019-03-08T08:29:47-0500,2019-03-25T22:56:53-0400",,Florida,Miami
356,356,1.0,1.0,43,6844255623,Mar 25,38.917191,https://washingtondc.craigslist.org/doc/apa/d/washington-fully-furnished-quaint/6844255623.html,-77.030479,16,"2019-03-18T11:37:28-0400,2019-03-18T11:37:28-0400,2019-03-25T11:59:01-0400",2990.0,0,698.0,"Fully Furnished, Quaint U Street 1BR, w/ Gym, walk to metro","2019-03-18T11:37:28-0400,2019-03-18T11:37:28-0400,2019-03-25T11:59:01-0400",,D.C.,Washington
357,357,1.0,1.0,45,6844264079,Mar 25,38.900692,https://washingtondc.craigslist.org/doc/apa/d/washington-fully-furnished-cozy-gallery/6844264079.html,-77.018532,17,"2019-03-18T11:45:16-0400,2019-03-18T11:45:16-0400,2019-03-25T11:59:06-0400",2990.0,0,812.0,"Fully Furnished, Cozy Gallery Place 1BR w/ Gym + Pool","2019-03-18T11:45:16-0400,2019-03-18T11:45:16-0400,2019-03-25T11:59:06-0400",,D.C.,Washington
358,358,2.0,2.0,13,6849531133,Mar 24,32.8201,https://sandiego.craigslist.org/csd/apa/d/san-diego-2-bedroom-2-bath-near-mission/6849531133.html,-117.0986,17,"2019-03-24T15:53:33-0700,2019-03-24T15:53:33-0700",2060.0,0,925.0,2 bedroom 2 bath near mission valley. Washer and Dryer in unit!,"2019-03-24T15:53:33-0700,2019-03-24T15:53:33-0700",,California,San Diego
359,359,1.0,1.0,27,6848982277,Mar 23,37.75734,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-large-1-br-apt-in/6848982277.html,-122.445891,6,"2019-03-23T20:49:52-0700,2019-03-23T20:49:52-0700",2995.0,0,,Updated large 1 BR apt in Twin Peaks with Amazing View,"2019-03-23T20:49:52-0700,2019-03-23T20:49:52-0700",,California,SF
360,360,1.0,1.0,51,6849029548,Mar 23,21.330762,https://honolulu.craigslist.org/oah/apa/d/kapolei-top-floor-stainless-steel/6849029548.html,-158.075323,7,"2019-03-23T22:44:17-1000,2019-03-23T22:44:17-1000",2070.0,0,745.0,"Top Floor, Stainless Steel Kitchen with Island, Washer/Dryer","2019-03-23T22:44:17-1000,2019-03-23T22:44:17-1000",,Hawaii,Kapolei
