,Unnamed: 0,baths,bedrooms,contentLen,pid,date2,latitude,link,longitude,numPic,date,rent,reposts,sqft,title,updateDate,zipcode,state2,region2
206,206,1.5,2.0,131,6845097498,Mar 19,26.603522,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-need-rest-call-the-best/6845097498.html,-81.864806,6,"2019-03-19T11:14:51-0400,2019-03-19T11:14:51-0400",1210.0,0,,Need a Rest? Call the BEST!!,"2019-03-19T11:14:51-0400,2019-03-19T11:14:51-0400",,Florida,Fort Myers
207,207,2.0,2.0,19,6850167528,Mar 25,34.094556,https://losangeles.craigslist.org/wst/apa/d/los-angeles-2-bed-2-bath-parking/6850167528.html,-118.35511,16,"2019-03-25T11:57:14-0700,2019-03-25T11:57:14-0700",2625.0,0,889.0,2-bed/2-bath! Parking Included! GREAT LOCATION!,"2019-03-25T11:57:14-0700,2019-03-25T11:57:14-0700",,California,LA
208,208,2.0,2.0,25,6844759110,Mar 18,33.360962,https://phoenix.craigslist.org/cph/apa/d/tempe-ready-for-move-in/6844759110.html,-111.974477,5,"2019-03-18T17:26:37-0700,2019-03-18T17:26:37-0700,2019-03-18T17:26:38-0700",1294.0,0,1178.0,READY FOR MOVE IN!!,"2019-03-18T17:26:37-0700,2019-03-18T17:26:37-0700,2019-03-18T17:26:38-0700",,Arizona,Phoenix
209,209,1.0,1.0,29,6846320689,Mar 25,38.917818,https://washingtondc.craigslist.org/doc/apa/d/washington-furnished-1-bd-apt-in-adams/6846320689.html,-77.042765,23,"2019-03-20T17:39:10-0400,2019-03-20T17:39:10-0400,2019-03-25T19:32:14-0400",2300.0,0,537.0,Furnished 1 Bd Apt in Adams Morgan - Spacious with Private Balcony,"2019-03-20T17:39:10-0400,2019-03-20T17:39:10-0400,2019-03-25T19:32:14-0400",,D.C.,Washington
210,210,1.0,2.0,14,6850511847,Mar 25,21.336876,https://honolulu.craigslist.org/oah/apa/d/honolulu-2-bedroom-1-bathroom-1-parking/6850511847.html,-157.873464,9,"2019-03-25T16:12:42-1000,2019-03-25T16:12:42-1000",1700.0,0,800.0,2 Bedroom / 1 Bathroom / 1 Parking Unit on Gulick Ave / School St.,"2019-03-25T16:12:42-1000,2019-03-25T16:12:42-1000",,Hawaii,Honolulu
211,211,1.0,1.0,29,6844194023,Mar 25,38.917818,https://washingtondc.craigslist.org/doc/apa/d/washington-spacious-1-bedroom-apt-in/6844194023.html,-77.042765,23,"2019-03-18T10:37:36-0400,2019-03-18T10:37:36-0400,2019-03-25T19:32:10-0400",2300.0,0,537.0,Spacious 1 Bedroom Apt in Adams Morgan - Private Balcony,"2019-03-18T10:37:36-0400,2019-03-18T10:37:36-0400,2019-03-25T19:32:10-0400",,D.C.,Washington
212,212,1.0,1.0,12,6850513208,Mar 25,21.308632,https://honolulu.craigslist.org/oah/apa/d/honolulu-beautiful-studio-kitchent-wifi/6850513208.html,-157.711958,9,"2019-03-25T16:15:24-1000,2019-03-25T16:15:24-1000",1200.0,0,512.0,Beautiful Studio Kitchent WiFi  Furnished all Included,"2019-03-25T16:15:24-1000,2019-03-25T16:15:24-1000",,Hawaii,Honolulu
213,213,2.0,2.0,28,6844760060,Mar 18,33.360962,https://phoenix.craigslist.org/cph/apa/d/tempe-newly-renovated-and-ready-for/6844760060.html,-111.974477,4,"2019-03-18T17:28:06-0700,2019-03-18T17:28:06-0700",1444.0,0,1178.0,NEWLY RENOVATED AND READY FOR MOVE IN!!,"2019-03-18T17:28:06-0700,2019-03-18T17:28:06-0700",,Arizona,Phoenix
214,214,2.0,2.0,7,6849941697,Mar 25,37.788687,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-23rd-floor/6849941697.html,-122.392723,17,"2019-03-25T08:32:33-0700,2019-03-25T08:32:33-0700",8500.0,0,,LUMINA 23rd floor FURNISHED 2/bed 2bath,"2019-03-25T08:32:33-0700,2019-03-25T08:32:33-0700",,California,SF
215,215,1.0,1.0,13,6837229530,Mar 17,26.592288,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-tennis-court-swimming-pool/6837229530.html,-81.880683,9,"2019-03-09T10:31:15-0500,2019-03-09T10:31:15-0500,2019-03-17T15:12:20-0400",907.0,0,650.0,"Tennis Court, Swimming Pool, Laundry Facilities","2019-03-09T10:31:15-0500,2019-03-09T10:31:15-0500,2019-03-17T15:12:20-0400",,Florida,Fort Myers
216,216,1.0,0.0,29,6847940338,Mar 25,32.73476,https://sandiego.craigslist.org/csd/apa/d/san-diego-amazing-location-with-views/6847940338.html,-117.170449,6,"2019-03-22T13:48:15-0700,2019-03-22T13:48:15-0700,2019-03-25T10:11:14-0700",1375.0,0,300.0,"Amazing Location with Views for UNDER $1,400 Rent?","2019-03-22T13:48:15-0700,2019-03-22T13:48:15-0700,2019-03-25T10:11:14-0700",,California,San Diego
219,219,3.0,3.0,10,6842772260,Mar 26,25.766414,https://miami.craigslist.org/mdc/apa/d/miami-brand-new-construction-completed/6842772260.html,-80.193313,10,"2019-03-16T10:32:13-0400,2019-03-16T10:32:13-0400,2019-03-26T09:18:46-0400",4800.0,0,,"Brand New Construction, completed Spring 2018 SLS LUX","2019-03-16T10:32:13-0400,2019-03-16T10:32:13-0400,2019-03-26T09:18:46-0400",,Florida,Miami
220,220,1.0,0.0,43,6850117875,Mar 25,34.072109,https://losangeles.craigslist.org/wst/apa/d/beverly-hills-studio-in-beverly-grove/6850117875.html,-118.380919,11,"2019-03-25T11:09:30-0700,2019-03-25T11:09:30-0700",1795.0,0,402.0,♬ Studio in Beverly Grove + Parking + Closet Space + Granite ♬,"2019-03-25T11:09:30-0700,2019-03-25T11:09:30-0700",,California,Beverly Hills
221,221,2.5,2.0,80,6849941807,Mar 25,37.794317,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-location-location/6849941807.html,-122.434516,12,"2019-03-25T08:32:39-0700,2019-03-25T08:32:39-0700",7295.0,0,,LOCATION LOCATION LOCATION! This Home Has Major Curb Appeal,"2019-03-25T08:32:39-0700,2019-03-25T08:32:39-0700",,California,SF
222,222,1.0,1.0,54,6850055027,Mar 25,32.750008,https://sandiego.craigslist.org/csd/apa/d/move-in-special-1595-move-in-now/6850055027.html,-117.233837,7,"2019-03-25T10:12:28-0700,2019-03-25T10:12:28-0700",1595.0,0,,"MOVE IN SPECIAL $1595, MOVE IN NOW!","2019-03-25T10:12:28-0700,2019-03-25T10:12:28-0700",,California,San Diego
223,223,,,68,6838908823,Mar 25,34.0353,https://losangeles.craigslist.org/wst/apa/d/private-roominternational-ucla-smc-long/6838908823.html,-118.4259,6,"2019-03-11T11:38:57-0700,2019-03-11T11:38:57-0700,2019-03-25T11:25:37-0700",1375.0,0,,Private Room.International UCLA/ SMC Long Term Housing,"2019-03-11T11:38:57-0700,2019-03-11T11:38:57-0700,2019-03-25T11:25:37-0700",,California,LA
226,226,3.0,4.0,27,6850382251,Mar 25,21.298397,https://honolulu.craigslist.org/oah/apa/d/honolulu-marina-waterfront-home-in/6850382251.html,-157.694676,9,"2019-03-25T12:51:55-1000,2019-03-25T12:51:55-1000",3995.0,0,2003.0,Marina Waterfront Home in Hawaii Kai,"2019-03-25T12:51:55-1000,2019-03-25T12:51:55-1000",,Hawaii,Honolulu
227,227,1.0,1.0,39,6840428696,Mar 18,33.5085,https://phoenix.craigslist.org/cph/apa/d/phoenix-1-bed-1-bath-great-location-in/6840428696.html,-112.0827,8,"2019-03-13T08:57:04-0700,2019-03-13T08:57:04-0700,2019-03-18T10:52:23-0700",875.0,0,540.0,1 Bed 1 Bath ******Great Location in Melrose District******,"2019-03-13T08:57:04-0700,2019-03-13T08:57:04-0700,2019-03-18T10:52:23-0700",,Arizona,Phoenix
228,228,2.0,2.0,70,6850323786,Mar 25,38.90599,https://washingtondc.craigslist.org/doc/apa/d/washington-amazing-2-bedroom-apartment/6850323786.html,-77.031953,11,"2019-03-25T17:40:45-0400,2019-03-25T17:40:45-0400",3498.0,0,1158.0,Amazing 2 Bedroom Apartment at Andover House--Thomas Circle,"2019-03-25T17:40:45-0400,2019-03-25T17:40:45-0400",,D.C.,Washington
229,229,1.0,1.0,27,6850382746,Mar 25,21.305435,https://honolulu.craigslist.org/oah/apa/d/honolulu-harbor-square-700-richards/6850382746.html,-157.862456,16,"2019-03-25T12:52:33-1000,2019-03-25T12:52:33-1000",2500.0,0,,"Harbor Square 700 Richards Street , Rarely Available","2019-03-25T12:52:33-1000,2019-03-25T12:52:33-1000",,Hawaii,Honolulu
231,231,1.0,1.0,20,6850324710,Mar 25,38.914451,https://washingtondc.craigslist.org/doc/apa/d/washington-fully-equipped-business/6850324710.html,-77.021917,5,"2019-03-25T17:41:51-0400,2019-03-25T17:41:51-0400",2807.0,0,1018.0,"Fully-equipped business center with Mac computers, 24/7 concierge","2019-03-25T17:41:51-0400,2019-03-25T17:41:51-0400",,D.C.,Washington
232,232,1.0,0.0,52,6848235029,Mar 25,37.7917,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-99-deposit-studio-walk-in/6848235029.html,-122.4186,20,"2019-03-22T23:02:50-0700,2019-03-22T23:02:50-0700,2019-03-25T07:39:49-0700",2195.0,0,,"$99 Deposit - Studio w/Walk-In Closet, Steps to BART, MUNI, FiDi,Shops","2019-03-22T23:02:50-0700,2019-03-22T23:02:50-0700,2019-03-25T07:39:49-0700",,California,SF
233,233,2.0,2.0,10,6847216532,Mar 25,32.719406,https://sandiego.craigslist.org/csd/apa/d/san-diego-gorgeous-penthouse-in/6847216532.html,-117.153793,19,"2019-03-21T16:13:26-0700,2019-03-21T16:13:26-0700,2019-03-25T09:41:38-0700",3795.0,0,2152.0,Gorgeous Penthouse in Downtown San Diego for Rent!,"2019-03-21T16:13:26-0700,2019-03-21T16:13:26-0700,2019-03-25T09:41:38-0700",,California,San Diego
235,235,2.0,3.0,2,6842451523,Mar 15,26.594706,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-great-deal-for-3x2-and-400/6842451523.html,-81.87649,9,"2019-03-15T18:55:40-0400,2019-03-15T18:55:40-0400",1350.0,0,1028.0,GREAT DEAL FOR 3X2 AND $400 OFF,"2019-03-15T18:55:40-0400,2019-03-15T18:55:40-0400",,Florida,Fort Myers
236,236,1.0,3.0,11,6835885067,Mar 26,33.7865,https://atlanta.craigslist.org/atl/apa/d/atlanta-no-security-deposit-no-money/6835885067.html,-84.4454,24,"2019-03-07T15:11:31-0500,2019-03-07T15:11:31-0500,2019-03-26T08:39:52-0400",725.0,0,,No Security Deposit ~ No Money Down ~ First 30 Days FREE -,"2019-03-07T15:11:31-0500,2019-03-07T15:11:31-0500,2019-03-26T08:39:52-0400",,Georgia,Atlanta
237,237,2.0,3.0,11,6837398031,Mar 26,25.8156,https://miami.craigslist.org/mdc/apa/d/miami-spectacular-fully-furnished-turn/6837398031.html,-80.1897,12,"2019-03-09T13:18:43-0500,2019-03-09T13:18:43-0500,2019-03-26T09:18:49-0400",3950.0,0,1250.0,SPECTACULAR FULLY FURNISHED TURN-KEY CORNER UNIT,"2019-03-09T13:18:43-0500,2019-03-09T13:18:43-0500,2019-03-26T09:18:49-0400",,Florida,Miami
238,238,2.0,2.0,10,6847216673,Mar 25,32.719406,https://sandiego.craigslist.org/csd/apa/d/amazing-downtown-san-diego-penthouse/6847216673.html,-117.153793,13,"2019-03-21T16:13:37-0700,2019-03-21T16:13:37-0700,2019-03-25T09:41:34-0700",3795.0,0,2152.0,Amazing Downtown San Diego Penthouse for rent!,"2019-03-21T16:13:37-0700,2019-03-21T16:13:37-0700,2019-03-25T09:41:34-0700",,California,San Diego
239,239,2.0,3.0,2,6842449096,Mar 15,26.594667,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-hurry-up-for-great-deal-3x2/6842449096.html,-81.876469,10,"2019-03-15T18:52:17-0400,2019-03-15T18:52:17-0400",1350.0,0,1028.0,HURRY UP FOR A GREAT DEAL. 3X2 AND $400 OFF,"2019-03-15T18:52:17-0400,2019-03-15T18:52:17-0400",,Florida,Fort Myers
241,241,1.0,1.0,23,6850107726,Mar 25,34.073545,https://losangeles.craigslist.org/wst/apa/d/los-angeles-upper-1-bed-1bath-with-new/6850107726.html,-118.284386,10,"2019-03-25T11:00:05-0700,2019-03-25T11:00:05-0700,2019-03-25T17:35:45-0700",1595.0,0,800.0,"Upper 1 bed 1bath with New Kitchen, Walk In Closet, and Parking","2019-03-25T11:00:05-0700,2019-03-25T11:00:05-0700,2019-03-25T17:35:45-0700",,California,LA
242,242,1.0,1.0,45,6848240765,Mar 25,37.78627,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-1br-available/6848240765.html,-122.415764,14,"2019-03-22T23:41:00-0700,2019-03-22T23:41:00-0700,2019-03-25T07:39:45-0700",2795.0,0,,"Updated 1BR Available - Walk to BART, MUNI, FiDi, Shops","2019-03-22T23:41:00-0700,2019-03-22T23:41:00-0700,2019-03-25T07:39:45-0700",,California,SF
243,243,2.0,3.0,50,6843785487,Mar 17,33.49596,https://phoenix.craigslist.org/cph/apa/d/phoenix-visit-your-new-home-parking/6843785487.html,-112.076048,24,"2019-03-17T14:08:04-0700,2019-03-17T14:08:04-0700",1815.0,0,1378.0,"Visit Your New Home, Parking Garage, Close to Valley Metro Light Rail","2019-03-17T14:08:04-0700,2019-03-17T14:08:04-0700",,Arizona,Phoenix
244,244,1.0,1.0,7,6839038300,Mar 25,21.298915,https://honolulu.craigslist.org/oah/apa/d/honolulu-the-elms-1-1-1/6839038300.html,-157.845497,16,"2019-03-11T10:51:02-1000,2019-03-11T10:51:02-1000,2019-03-25T11:16:43-1000",1650.0,0,479.0,The Elms 1/1/1,"2019-03-11T10:51:02-1000,2019-03-11T10:51:02-1000,2019-03-25T11:16:43-1000",,Hawaii,Honolulu
245,245,1.0,1.0,40,6850260156,Mar 25,38.923198,https://washingtondc.craigslist.org/doc/apa/d/washington-stunning-kalorama-apartment/6850260156.html,-77.03792,15,"2019-03-25T16:30:35-0400,2019-03-25T16:30:35-0400",2045.0,0,,Stunning Kalorama Apartment!,"2019-03-25T16:30:35-0400,2019-03-25T16:30:35-0400",,D.C.,Washington
246,246,2.0,3.0,10,6840187416,Mar 26,25.773933,https://miami.craigslist.org/mdc/apa/d/miami-breathtaking-views-to-downtown/6840187416.html,-80.187173,9,"2019-03-13T01:48:19-0400,2019-03-13T01:48:19-0400,2019-03-26T09:01:00-0400",4500.0,0,1789.0,Breathtaking views to Downtown and the bay from your massive wrap-balc,"2019-03-13T01:48:19-0400,2019-03-13T01:48:19-0400,2019-03-26T09:01:00-0400",,Florida,Miami
247,247,1.0,1.0,12,6850303679,Mar 25,21.308632,https://honolulu.craigslist.org/oah/apa/d/honolulu-fully-furnished-studio-includ/6850303679.html,-157.711958,9,"2019-03-25T11:17:39-1000,2019-03-25T11:17:39-1000",1200.0,0,513.0,FULLY FURNISHED STUDIO INCLUD UTLITY,"2019-03-25T11:17:39-1000,2019-03-25T11:17:39-1000",,Hawaii,Honolulu
248,248,1.0,0.0,8,6850272914,Mar 25,38.905853,https://washingtondc.craigslist.org/doc/apa/d/beautiful-studio-in-duponts-best/6850272914.html,-77.046998,20,"2019-03-25T16:44:02-0400,2019-03-25T16:44:02-0400",2350.0,0,460.0,Beautiful Studio in Dupont's Best Building!,"2019-03-25T16:44:02-0400,2019-03-25T16:44:02-0400",,D.C.,Washington
249,249,1.0,0.0,12,6850951682,Mar 26,41.933008,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-studio-in-lincoln-park/6850951682.html,-87.640019,9,"2019-03-26T13:06:33-0500,2019-03-26T13:06:33-0500",1185.0,0,,SPACIOUS STUDIO IN LINCOLN PARK FOR MAY MOVE IN,"2019-03-26T13:06:33-0500,2019-03-26T13:06:33-0500",,Illinois,Chicago
250,250,2.0,3.0,17,6839081886,Mar 17,33.49596,https://phoenix.craigslist.org/cph/apa/d/phoenix-stylish-features-fully-gated/6839081886.html,-112.076048,24,"2019-03-11T14:39:17-0700,2019-03-11T14:39:17-0700,2019-03-17T14:06:26-0700",1815.0,0,1378.0,"Stylish Features, Fully Gated, Recently Renovated","2019-03-11T14:39:17-0700,2019-03-11T14:39:17-0700,2019-03-17T14:06:26-0700",,Arizona,Phoenix
252,252,1.0,1.0,23,6849701192,Mar 24,37.736017,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-one-bedroomone/6849701192.html,-122.498868,7,"2019-03-24T21:42:24-0700,2019-03-24T21:42:24-0700",2100.0,0,600.0,"Private one bedroom,one living & bath room near SFSU,CCSF","2019-03-24T21:42:24-0700,2019-03-24T21:42:24-0700",,California,SF
253,253,2.0,2.0,22,6835723815,Mar 25,32.758185,https://sandiego.craigslist.org/csd/apa/d/san-diego-2-bedroom-available-in-march/6835723815.html,-117.100117,15,"2019-03-07T09:29:13-0800,2019-03-07T09:29:13-0800,2019-03-25T09:14:15-0700",1913.0,0,954.0,"2 Bedroom, Available In March! Pool Table, Fire Pit & BBQ!","2019-03-07T09:29:13-0800,2019-03-07T09:29:13-0800,2019-03-25T09:14:15-0700",,California,San Diego
254,254,1.0,1.0,3,6850971987,Mar 26,41.946232,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-1bd-apt-in-lakeview/6850971987.html,-87.642154,0,"2019-03-26T13:26:51-0500,2019-03-26T13:26:51-0500",1325.0,0,,Renovated 1BD Apt in Lakeview w Heat Incld. Near the Lake!,"2019-03-26T13:26:51-0500,2019-03-26T13:26:51-0500",,Illinois,Chicago
255,255,1.0,1.0,25,6818576962,Mar 14,26.607037,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-bicycle-racks-tennis-courts/6818576962.html,-81.836586,9,"2019-02-13T14:18:42-0500,2019-02-13T14:18:42-0500,2019-03-14T10:40:15-0400",1045.0,0,704.0,"Bicycle Racks, Tennis Courts, Updated Kitchen Cabinets","2019-02-13T14:18:42-0500,2019-02-13T14:18:42-0500,2019-03-14T10:40:15-0400",,Florida,Fort Myers
256,256,1.0,1.0,19,6845483021,Mar 25,33.76122,https://atlanta.craigslist.org/atl/apa/d/atlanta-concierge-services-24-hour/6845483021.html,-84.382141,9,"2019-03-19T17:40:23-0400,2019-03-19T17:40:23-0400,2019-03-25T22:12:40-0400",1450.0,0,686.0,"Concierge services, 24 Hour Fitness Center, Bike rack or bike storage","2019-03-19T17:40:23-0400,2019-03-19T17:40:23-0400,2019-03-25T22:12:40-0400",,Georgia,Atlanta
258,258,2.0,2.0,20,6846562181,Mar 26,41.896432,https://chicago.craigslist.org/chc/apa/d/chicago-charming-2-bedroom-2-bath-in/6846562181.html,-87.639953,0,"2019-03-21T00:18:47-0500,2019-03-21T00:18:47-0500,2019-03-26T13:26:31-0500",3635.0,0,1109.0,Charming 2 Bedroom/2 Bath in River North,"2019-03-21T00:18:47-0500,2019-03-21T00:18:47-0500,2019-03-26T13:26:31-0500",,Illinois,Chicago
259,259,1.0,1.0,13,6841180961,Mar 14,26.597224,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-laundry-facilities-business/6841180961.html,-81.85548,7,"2019-03-14T10:39:12-0400,2019-03-14T10:39:12-0400",890.0,0,541.0,"Laundry Facilities, Business Center, TV Lounge","2019-03-14T10:39:12-0400,2019-03-14T10:39:12-0400",,Florida,Fort Myers
261,261,1.0,2.0,22,6841407585,Mar 25,34.08581,https://losangeles.craigslist.org/wst/apa/d/los-angeles-bright-virgil-village-2bed/6841407585.html,-118.287008,9,"2019-03-14T11:27:07-0700,2019-03-14T11:27:07-0700,2019-03-25T10:59:00-0700",1949.0,0,800.0,Bright Virgil Village 2bed 1bath with New Kitchen and Parking,"2019-03-14T11:27:07-0700,2019-03-14T11:27:07-0700,2019-03-25T10:59:00-0700",,California,LA
262,262,1.0,0.0,82,6849988763,Mar 25,32.8577,https://sandiego.craigslist.org/csd/apa/d/san-diego-studio-in-one-of-the-best/6849988763.html,-117.2115,19,"2019-03-25T09:13:55-0700,2019-03-25T09:13:55-0700",1995.0,0,674.0,Studio in One of the Best Locations in UTC - Available Soon!,"2019-03-25T09:13:55-0700,2019-03-25T09:13:55-0700",,California,San Diego
264,264,1.0,1.0,37,6842998971,Mar 16,33.507194,https://phoenix.craigslist.org/cph/apa/d/phoenix-pets-welcome-convenient/6842998971.html,-112.056428,9,"2019-03-16T11:27:12-0700,2019-03-16T11:27:12-0700",835.0,0,545.0,"Pets Welcome, Convenient Location, Lease Today","2019-03-16T11:27:12-0700,2019-03-16T11:27:12-0700",,Arizona,Phoenix
265,265,1.0,1.0,22,6829560450,Mar 25,21.280463,https://honolulu.craigslist.org/oah/apa/d/honolulu-royal-kuhio-12th-floor/6829560450.html,-157.827239,8,"2019-02-27T09:06:54-1000,2019-02-27T09:06:54-1000,2019-03-25T09:59:35-1000",1700.0,0,444.0,Royal Kuhio ~12th floor,"2019-02-27T09:06:54-1000,2019-02-27T09:06:54-1000,2019-03-25T09:59:35-1000",,Hawaii,Honolulu
266,266,1.0,1.0,7,6850243145,Mar 25,38.926435,https://washingtondc.craigslist.org/doc/apa/d/spacious-1br-available-now-1-month-free/6850243145.html,-77.042666,6,"2019-03-25T16:13:02-0400,2019-03-25T16:13:02-0400",1898.0,0,733.0,"Spacious 1BR Available NOW! 1 Month FREE, Call Today!!","2019-03-25T16:13:02-0400,2019-03-25T16:13:02-0400",,D.C.,Washington
267,267,1.0,1.0,13,6850230384,Mar 25,21.2987,https://honolulu.craigslist.org/oah/apa/d/honolulu-luxury-furnished-beach-studio/6850230384.html,-157.6985,19,"2019-03-25T10:00:14-1000,2019-03-25T10:00:14-1000",1500.0,0,450.0,"Luxury & furnished beach studio with own bathroom, entrance & patio","2019-03-25T10:00:14-1000,2019-03-25T10:00:14-1000",,Hawaii,Honolulu
268,268,1.0,0.0,15,6850242910,Mar 25,38.905411,https://washingtondc.craigslist.org/doc/apa/d/logan-circle-studio-1825-month-all/6850242910.html,-77.027807,10,"2019-03-25T16:12:50-0400,2019-03-25T16:12:50-0400",1825.0,0,435.0,"Logan Circle studio, $1825/month all utilities included.","2019-03-25T16:12:50-0400,2019-03-25T16:12:50-0400",,D.C.,Washington
269,269,2.0,2.0,51,6842997924,Mar 16,33.331038,https://phoenix.craigslist.org/cph/apa/d/phoenix-vaulted-ceilings-full-equipped/6842997924.html,-111.980366,4,"2019-03-16T11:26:09-0700,2019-03-16T11:26:09-0700",1015.0,0,880.0,"Vaulted Ceilings, Full Equipped Kitchens with Windows, Cable Ready","2019-03-16T11:26:09-0700,2019-03-16T11:26:09-0700",,Arizona,Phoenix
271,271,1.0,1.0,15,6850946249,Mar 26,41.921832,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-1-bed-in-lincoln-park/6850946249.html,-87.651254,6,"2019-03-26T13:01:32-0500,2019-03-26T13:01:32-0500",1615.0,0,,Spacious 1 bed in Lincoln Park/Depaul neighborhood,"2019-03-26T13:01:32-0500,2019-03-26T13:01:32-0500",,Illinois,Chicago
273,273,1.0,1.0,23,6846500931,Mar 25,32.762198,https://sandiego.craigslist.org/csd/apa/d/san-diego-lg-upstairs-unit-just-feet/6846500931.html,-117.131422,13,"2019-03-20T19:16:50-0700,2019-03-20T19:16:50-0700,2019-03-25T08:50:37-0700",1550.0,0,700.0,Lg. Upstairs unit Just feet away from Adams Ave.,"2019-03-20T19:16:50-0700,2019-03-20T19:16:50-0700,2019-03-25T08:50:37-0700",,California,San Diego
274,274,1.0,2.0,51,6849612894,Mar 24,37.765729,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-epic-rea-beautifully/6849612894.html,-122.417929,13,"2019-03-24T18:05:27-0700,2019-03-24T18:05:27-0700",3025.0,0,,Epic REA - Beautifully Renovated 2 BR/1 BA Unit in Great Mission Locat,"2019-03-24T18:05:27-0700,2019-03-24T18:05:27-0700",,California,SF
275,275,1.0,1.0,13,6840284797,Mar 13,26.597224,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-on-site-maintenance-business/6840284797.html,-81.85548,7,"2019-03-13T09:15:32-0400,2019-03-13T09:15:32-0400",890.0,0,541.0,"On-site Maintenance, Business Center, Swimming Pool","2019-03-13T09:15:32-0400,2019-03-13T09:15:32-0400",,Florida,Fort Myers
276,276,2.0,2.0,20,6850346245,Mar 25,33.7865,https://atlanta.craigslist.org/atl/apa/d/atlanta-360-skyline-lounge-pet-spa/6850346245.html,-84.4454,8,"2019-03-25T18:06:47-0400,2019-03-25T18:06:47-0400",1890.0,0,1142.0,"360 skyline lounge, Pet spa, Serene saltwater pool with sundeck","2019-03-25T18:06:47-0400,2019-03-25T18:06:47-0400",,Georgia,Atlanta
277,277,1.5,2.0,18,6831988372,Mar 25,33.842101,https://losangeles.craigslist.org/wst/apa/d/hermosa-beach-resort-style-living-in/6831988372.html,-118.390346,8,"2019-03-02T12:32:54-0800,2019-03-02T12:32:54-0800,2019-03-25T10:26:17-0700",3858.0,0,1200.0,Resort-Style Living in Redondo Beach,"2019-03-02T12:32:54-0800,2019-03-02T12:32:54-0800,2019-03-25T10:26:17-0700",,California,Redondo Beach
278,278,1.5,2.0,178,6840266910,Mar 13,26.603512,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-waived-applications-today/6840266910.html,-81.864774,9,"2019-03-13T08:45:11-0400,2019-03-13T08:45:11-0400",1200.0,0,,**************WAIVED APPLICATIONS TODAY ONLY!**************,"2019-03-13T08:45:11-0400,2019-03-13T08:45:11-0400",,Florida,Fort Myers
280,280,1.0,1.0,22,6849606410,Mar 24,37.780467,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bed-top-floor-hardwood/6849606410.html,-122.486913,10,"2019-03-24T17:54:12-0700,2019-03-24T17:54:12-0700",2795.0,0,,1 Bed Top Floor Hardwood Floors w/Free Parking 9999999999999999999999,"2019-03-24T17:54:12-0700,2019-03-24T17:54:12-0700",,California,SF
281,281,1.0,1.0,23,6844290112,Mar 25,32.798528,https://sandiego.craigslist.org/csd/apa/d/san-diego-upstairs-pacific-beach-1-bed/6844290112.html,-117.232479,8,"2019-03-18T09:08:35-0700,2019-03-18T09:08:35-0700,2019-03-25T08:50:22-0700",1395.0,0,,"Upstairs Pacific Beach 1 Bed/1 Bath, Lots of Storage & Great Location!","2019-03-18T09:08:35-0700,2019-03-18T09:08:35-0700,2019-03-25T08:50:22-0700",,California,San Diego
283,283,1.0,1.0,25,6842275948,Mar 15,33.507194,https://phoenix.craigslist.org/cph/apa/d/phoenix-breakfast-bar-come-visit-today/6842275948.html,-112.056428,9,"2019-03-15T12:35:35-0700,2019-03-15T12:35:35-0700",870.0,0,545.0,"Breakfast Bar, Come Visit Today, Comfort and Convenience","2019-03-15T12:35:35-0700,2019-03-15T12:35:35-0700",,Arizona,Phoenix
284,284,2.0,2.0,23,6835364299,Mar 25,21.2941,https://honolulu.craigslist.org/oah/apa/d/honolulu-marco-polo-for-rent-17th-floor/6835364299.html,-157.8284,21,"2019-03-06T16:48:46-1000,2019-03-06T16:48:46-1000,2019-03-25T09:01:21-1000",2700.0,0,1140.0,"Marco Polo 2/2/1 for Rent - 17th Floor, Upgraded Corner Unit","2019-03-06T16:48:46-1000,2019-03-06T16:48:46-1000,2019-03-25T09:01:21-1000",,Hawaii,Honolulu
285,285,1.5,2.0,3,6850188889,Mar 25,38.911125,https://washingtondc.craigslist.org/doc/apa/d/washington-come-home-to-bed-15-bath/6850188889.html,-77.037161,23,"2019-03-25T15:17:29-0400,2019-03-25T15:17:29-0400",3525.0,0,1108.0,Come home to 1633 Q! 2 Bed / 1.5 Bath available!,"2019-03-25T15:17:29-0400,2019-03-25T15:17:29-0400",,D.C.,Washington
